,burstFrequency,percSpikesinBursts,SPB_mean,SPB_std,SPB_CV,SPB_median,SPB_P10,SPB_P90,SPBch_mean,SPBch_std,SPBch_CV,SPBch_median,SPBch_P10,SPBch_P90,burstDur_mean,burstDur_std,burstDur_CV,burstDur_median,burstDur_P10,burstDur_P90,burstPeak_mean,burstPeak_std,burstPeak_CV,burstPeak_median,burstPeak_P10,burstPeak_P90,IBI_mean,IBI_std,IBI_CV,IBI_median,IBI_P10,IBI_P90,burstISI_mean,burstISI_std,burstISI_CV,burstISI_median,burstISI_P10,burstISI_P90,nonburstISI_mean,nonburstISI_std,nonburstISI_CV,nonburstISI_median,nonburstISI_P10,nonburstISI_P90,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Burst Frequency,Spikes within Bursts,Mean Spikes per Burst,Spikes per Burst std,Spikes per Burst CV,Median Spikes per Burst,Spikes per Burst 10th percentile,Spikes per Burst 90th percentile,Mean Spikes per Burst per Electrode,Spikes per Burst per Electrode std,Spikes per Burst per Electrode CV,Median Spikes per Burst per Electrode,Spikes per Burst per Electrode 10th percentile,Spikes per Burst per Electrode 90th percentile,Mean Burst Duration,Burst Duration std,Burst Duration CV,Median Burst Duration,Burst Duration 10th percentile,Burst Duration 90th percentile,Mean Burst Peak Firing Rate,Burst Peak Firing Rate std,Burst Peak Firing Rate CV,Median Burst Peak Firing Rate,Burst Peak Firing Rate 10th percentile,Burst Peak Firing Rate 90th percentile,Mean IBI,IBI std,IBI CV,Median IBI,IBI 10th percentile,IBI 90th percentile,Mean ISI within Burst,ISI within Burst std,ISI within Burst CV,Median ISI within Burst,ISI within Burst 10th percentile,ISI within Burst 90th percentile,Mean ISI outside Burst,ISI outside Burst std,ISI outside Burst CV,Median ISI outside Burst,ISI outside Burst 10th percentile,ISI outside Burst 90th percentile,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
1,0.48,64.58,1622.23,234.17,0.14,1634.0,1341.0,1890.0,1.87,0.27,0.14,1.89,1.55,2.18,0.26,0.02,0.08,0.26,0.25,0.28,5.2,0.73,0.14,5.23,4.28,6.1,2.07,0.66,0.32,2.01,1.27,2.95,26.01,27.38,1.05,16.8,5.8,58.0,153.85,255.28,1.66,65.8,8.1,410.2,2024-12-27,M06792,1,000113,HET_80K,#f7c19b,25.11.2024,0,Run #000113,33
2,0.49,73.56,2061.89,391.03,0.19,2026.5,1750.5,2296.0,2.24,0.42,0.19,2.2,1.9,2.49,0.28,0.05,0.19,0.27,0.26,0.3,6.16,0.7,0.11,6.2,5.34,6.92,2.06,0.32,0.16,2.02,1.72,2.43,25.4,33.59,1.32,13.7,4.7,61.0,137.7,258.7,1.88,41.5,7.5,361.5,2024-12-27,M06792,2,000113,HET_80K,#f7c19b,25.11.2024,0,Run #000113,33
3,0.28,38.36,1222.76,403.66,0.33,1205.5,632.6,1772.5,1.37,0.45,0.33,1.36,0.71,1.99,0.25,0.02,0.1,0.25,0.24,0.27,3.93,1.26,0.32,3.85,2.09,5.62,3.6,1.92,0.53,3.18,1.46,6.68,20.97,27.23,1.3,11.1,3.6,50.5,226.77,433.41,1.91,75.4,17.0,566.4,2024-12-27,M06792,3,000113,WT_100K,#8cdee2,25.11.2024,0,Run #000113,33
4,0.38,24.56,1152.59,377.99,0.33,1070.0,736.8,1654.0,1.3,0.43,0.33,1.2,0.83,1.86,0.26,0.05,0.2,0.25,0.23,0.3,3.83,0.98,0.26,3.62,2.7,5.26,2.65,1.26,0.48,2.4,1.29,4.39,31.69,39.27,1.24,17.2,4.4,78.6,153.1,248.7,1.62,77.2,16.8,342.5,2024-12-27,M06792,4,000113,WT_100K,#8cdee2,25.11.2024,0,Run #000113,33
5,0.54,37.98,1290.77,288.12,0.22,1263.0,976.4,1581.0,1.42,0.32,0.22,1.39,1.08,1.74,0.29,0.06,0.22,0.27,0.24,0.34,3.97,0.59,0.15,3.96,3.17,4.72,1.84,0.63,0.34,1.73,1.13,2.71,31.79,43.5,1.37,16.4,5.0,77.1,129.66,213.32,1.65,49.4,7.6,363.8,2024-12-27,M06792,5,000113,WT_60K,#bdccff,25.11.2024,0,Run #000113,33
6,0.53,54.29,1387.08,310.01,0.22,1420.0,961.6,1739.4,1.54,0.35,0.22,1.58,1.07,1.94,0.28,0.05,0.17,0.26,0.25,0.31,4.29,0.91,0.21,4.37,2.99,5.43,1.89,0.55,0.29,1.83,1.24,2.54,28.09,34.54,1.23,16.0,5.2,66.3,140.41,216.89,1.54,56.9,13.0,365.7,2024-12-27,M06792,6,000113,WT_60K,#bdccff,25.11.2024,0,Run #000113,33
