,wellNo,folderPath,wellplateID,runID,assayTag,startTime,stopTime,date,control,gain,lsb,fs,hpf,numberOfConfigurations,durationPerConfiguration,wellGroupName,wellGroupColor,Plating Date,div
Instance,Well Number,Folder Path,Wellplate ID,Assay Run ID,Assay Tag,Start Time,Stop Time,Date,Control,Gain,LSB,Sampling Frequency,HPF,Number of Configurations,Duration per Configuration,Well Group Name,Well Group Color,,DIV
1,1,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000020,M06804,000020,Run #000020,23:49:59,00:19:59,2024-12-16,0,512.0,6.294,10000.0,1.0,1,1800.056,MED,#55aaff,15.11.2024,32
2,2,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000020,M06804,000020,Run #000020,23:49:59,00:19:59,2024-12-16,0,512.0,6.294,10000.0,1.0,1,1800.054,HIGH,#55aaff,15.11.2024,32
3,3,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000020,M06804,000020,Run #000020,23:49:59,00:19:59,2024-12-16,0,512.0,6.294,10000.0,1.0,1,1800.052,LOW,#55aaff,15.11.2024,32
4,4,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000020,M06804,000020,Run #000020,23:49:59,00:19:59,2024-12-16,1,512.0,6.294,10000.0,1.0,1,1800.051,HIGH,#ffaaff,15.11.2024,32
5,5,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000020,M06804,000020,Run #000020,23:49:59,00:19:59,2024-12-16,1,512.0,6.294,10000.0,1.0,1,1800.049,LOW,#ffaaff,15.11.2024,32
6,6,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000020,M06804,000020,Run #000020,23:49:59,00:19:59,2024-12-16,1,512.0,6.294,10000.0,1.0,1,1800.048,MED,#ffaaff,15.11.2024,32
