,Total Spikes,Firing Rate (Hz),Mean ISI (s),Std ISI (s),Number of Bursts,Spikes per Burst,Burst Peak (s)
351,43,0.4664922579582257,2.1946977818894604,2.2994518598369793,2,3,9.075383916100066
475,27,0.27916896988929596,3.719831537413842,3.0534811246467544,0,1,0.0
571,36,0.398056745496899,2.583981907623373,3.0829969782437745,2,3,13.081932319432454
623,19,0.23618327500521558,4.469222283128414,3.963918906712188,0,1,0.0
639,21,0.21949277808517897,4.783756482377404,6.718931428991215,0,1,0.0
643,18,0.18429594905382296,5.745234959573306,4.262596601501549,0,1,0.0
647,32,0.34726635773382386,2.9725253872917468,3.072699712910155,3,4,12.76188594558289
659,48,0.5112357039128784,1.9976628939021057,2.5602661090164736,5,6,14.122134502285643
671,28,0.2965915582358734,3.4965156904846966,2.8178610816193026,1,2,10.257234495427369
679,34,0.38729020159804317,2.6602868496331102,2.877338857173527,1,2,10.323084228369964
683,34,0.3501604703532426,2.9423739043520767,3.7154040390900223,1,2,19.975627101886452
687,24,0.2614160574590725,3.9916379698019626,3.642819454181347,0,1,0.0
691,43,0.4369047385676921,2.343324375848808,2.668551462451465,2,3,10.788884861467167
699,40,0.40551108969204075,2.5292551836743433,2.709750687457619,2,3,15.147480958935482
739,11,0.14338078437862703,7.671878799987726,7.112258245375788,1,2,21.513900226769746
743,34,0.3488217993205466,2.953665832553782,2.698392374672617,3,4,9.683087616362641
767,25,0.254032587868191,4.100523776922482,4.013066108564523,1,2,14.13725562444558
775,34,0.3727117030756565,2.7643431150695306,2.040273564821659,1,2,7.164304024901224
779,25,0.28441253969830355,3.662520182027262,3.8515699316064524,0,1,0.0
783,14,0.17444976120729588,6.173256239906149,6.579057569391713,0,1,0.0
807,21,0.23184428813395655,4.528901740263379,4.7933332301472795,1,2,19.5043323952532
811,14,0.1690374713294013,6.370913315571846,4.703760610803901,0,1,0.0
815,49,0.5089444507583026,2.0057853697242227,1.6420865410487013,4,5,7.807803985960554
819,13,0.15609647723377953,6.940152350208823,4.567649129810043,0,1,0.0
823,40,0.41473183091930943,2.4730222017624084,2.506550092814799,3,4,10.053455321201625
827,32,0.3342620435112516,3.0881701484044872,3.498227578894007,1,2,15.800992834896078
831,34,0.353364928428394,2.9156912512097573,2.9300223950905395,1,2,11.189236308471536
835,32,0.3359218448311531,3.0729113941219888,3.8011448902593408,3,4,19.46363431681913
843,46,0.47579967967683395,2.148429824325485,2.1335167774406805,4,5,10.112025050441417
859,36,0.3897511750645545,2.6390463823516788,2.510185949969816,1,2,9.856369325066154
867,25,0.26228975200340054,3.971434868157418,3.6348359080157455,0,1,0.0
871,41,0.43054516520361846,2.38070261343022,2.4767440903940177,1,2,9.88731024187718
879,12,0.13391760690989227,8.146121455434304,7.968451402053162,0,1,0.0
887,26,0.321352847125875,3.236317989093865,2.598228415387582,0,1,0.0
891,16,0.16163766916987884,6.599121802143876,6.549917640672888,0,1,0.0
895,44,0.4526696437228198,2.260491349802223,2.0264390489523905,1,2,9.386450667501109
906,17,0.18836968140243512,5.6405043109355955,7.8633583819920805,0,1,0.0
919,23,0.24268011311457427,4.307953099399476,3.394844145081374,0,1,0.0
927,46,0.48188990321059855,2.1212775271107605,2.033746334176588,1,2,9.868360735813585
943,19,0.20909195535457717,5.048283917788944,4.345026912063986,1,2,16.2339024154483
955,27,0.28903596735434595,3.5928453748056493,4.0813049701671735,2,3,22.015057233709143
959,48,0.49711377782987853,2.0544121714006898,1.8972676624564857,1,2,8.318072502618534
967,29,0.3427957687714152,3.021374182727809,2.442273229100675,0,1,0.0
971,31,0.347700725763786,2.9719044476062972,2.800771662908842,2,3,8.609399624429201
975,21,0.2380505368855891,4.410828111278937,3.4158020627570798,0,1,0.0
978,47,0.48088084832121253,2.1247241057774353,1.7995728704199283,3,4,7.270728794993417
979,44,0.46135052642361396,2.2179573997362922,1.630589980871826,1,2,6.75027924009013
987,44,0.4483754967077364,2.2821403521532644,2.22805863090356,1,2,10.213436613729058
991,28,0.33190278209499197,3.124520470998139,3.150513488025918,0,1,0.0
999,37,0.3809749201938644,2.697757052497783,2.2572807718998975,2,3,8.43898060475577
1011,14,0.14762084480296506,7.29519654463762,6.882566499008374,1,2,24.915080014556317
1019,48,0.5761825271392695,1.772487966296533,1.8441843772497757,2,3,8.127734222447685
1023,18,0.20072473370694305,5.2750027854446735,5.701141538313893,0,1,0.0
