,instance,burstTime,SPB,SPBch,burstDur,burstPeak,IBI,bISI_mean,bISI_CV,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Instance,,Spikes per Burst,Spikes per Burst per Electrode,Burst Duration,Burst Peak Firing Rate,IBI,Mean Burst ISI,Burst ISI CV,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
0,1,0.4,828,0.94,0.28,2.65,N/A,41.79,1.09,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
1,1,1.46,1941,2.2,0.25,6.12,2.95,22.46,1.01,2024-12-27,M06792,1,000115,HET_80K,#f7c19b,25.11.2024,0,Run #000115,33
2,1,4.41,1761,1.99,0.25,5.58,1.67,22.99,1.03,2024-12-27,M06792,1,000115,HET_80K,#f7c19b,25.11.2024,0,Run #000115,33
3,1,6.08,1559,1.76,0.26,4.91,1.34,25.8,1.01,2024-12-27,M06792,1,000115,WT_100K,#8cdee2,25.11.2024,0,Run #000115,33
4,1,7.42,1913,2.16,0.28,6.08,1.82,29.0,0.98,2024-12-27,M06792,1,000115,WT_100K,#8cdee2,25.11.2024,0,Run #000115,33
5,1,9.24,1487,1.68,0.26,4.71,1.46,25.82,0.89,2024-12-27,M06792,1,000115,WT_60K,#bdccff,25.11.2024,0,Run #000115,33
6,1,10.7,1870,2.12,0.26,6.01,2.93,15.83,0.96,2024-12-27,M06792,1,000115,WT_60K,#bdccff,25.11.2024,0,Run #000115,33
7,1,13.63,1328,1.5,0.27,4.25,1.14,28.43,0.91,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
8,1,14.77,1653,1.87,0.25,5.3,2.84,20.1,0.91,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
9,1,17.61,1806,2.04,0.25,5.74,2.5,18.42,1.05,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
10,1,20.11,1518,1.72,0.27,4.77,1.18,30.96,0.97,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
11,1,21.29,1360,1.54,0.28,4.02,1.38,33.46,1.02,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
12,1,22.67,1721,1.95,0.26,5.44,1.83,23.63,1.02,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
13,1,24.5,1440,1.63,0.26,4.61,2.75,26.36,0.95,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
14,1,27.25,1520,1.72,0.26,4.76,2.79,29.19,0.88,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
15,1,30.04,1338,1.51,0.25,4.18,1.53,24.54,0.89,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
16,1,31.57,1846,2.09,0.28,5.71,1.59,32.29,0.99,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
17,1,33.16,1357,1.54,0.26,4.42,1.35,27.69,0.91,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
18,1,34.51,1413,1.6,0.27,4.79,1.06,22.66,0.99,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
19,1,35.57,1502,1.7,0.27,4.62,1.3,29.04,0.98,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
20,1,36.87,1778,2.01,0.26,5.51,2.91,26.42,1.07,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
21,1,39.78,1318,1.49,0.26,4.18,1.24,26.9,0.89,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
22,1,41.02,1542,1.74,0.26,4.75,1.99,28.88,0.92,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
23,1,43.01,1593,1.8,0.26,5.14,2.71,25.09,1.01,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
24,1,45.72,1705,1.93,0.25,5.29,2.22,24.71,0.98,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
25,1,47.94,1837,2.08,0.27,5.74,1.59,28.06,0.97,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
26,1,49.53,1662,1.88,0.27,5.45,1.28,25.59,0.94,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
27,1,50.81,1518,1.72,0.26,4.61,1.33,29.6,0.95,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
28,1,52.14,1910,2.16,0.25,6.2,3.27,19.42,1.02,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
29,1,55.41,1622,1.83,0.27,5.21,1.67,29.68,0.98,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
30,1,57.08,1888,2.14,0.27,5.92,2.12,26.3,0.98,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
31,1,59.2,1547,1.75,0.27,4.84,1.78,26.73,0.98,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
32,1,60.98,1340,1.52,0.25,4.37,3.17,17.82,1.24,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
33,1,64.15,1473,1.67,0.26,4.55,2.04,27.11,0.98,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
34,1,66.19,1604,1.81,0.27,5.11,2.12,25.96,1.03,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
35,1,68.31,1690,1.91,0.27,5.29,2.14,25.74,0.91,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
36,1,70.45,1108,1.25,0.26,3.58,3.71,18.01,1.21,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
37,1,74.16,1522,1.72,0.26,4.75,1.45,27.96,0.95,2024-12-27,M06792,1,000115,N/A,N/A,N/A,N/A,N/A,N/A
