DIV,Well,NeuronType,Chip_ID,Trial,Mean_FiringRate,Mean_SpikeAmplitude,Active_area,mean_IBI,cov_IBI,mean_Burst_Peak,cov_Burst_Peak,Number_Bursts,mean_Spike_per_Burst,cov_Spike_per_Burst,mean_Burst_Peak_Abs,cov_Burst_Peak_Abs,mean_BurstDuration,cov_BurstDuration,MeanNetworkISI,CoVNetworkISI,MeanWithinBurstISI,CoVWithinBurstISI,MeanOutsideBurstISI,CoVOutsideBurstISI,Fanofactor,Burst_Peak_Abs,Burst_Peak_Normalized
13,2,WT,M08018,CDKL5-E6D_T1_C1_05152024,2.15854410469359,79.8609257484238,80.2727272727273,1.78982035928144,35.5412662981559,5.44215029980851,32.8626792246219,168,3203.63095238095,63.4909333403716,4546.24002828844,47.8368284216983,0.654761904761907,0.0,0.336985723732862,287.392509345626,0.111633443278012,161.277778452739,0.200560820646756,119.004151672687,235.138710511765,,
13,5,WT,M08018,CDKL5-E6D_T1_C1_05152024,1.62577077346743,90.0534721377508,84.3636363636364,1.73063583815029,50.374851357121,4.23932137415074,48.0124233615766,174,2584.95402298851,111.87931180153,3134.46011465919,68.0414700098719,0.698850574712645,0.0,0.482619626960577,235.99355499612,0.135386832386315,159.495760051647,0.22552602792448,108.947691748733,353.837949240981,,
13,1,WT,M07420,CDKL5-E6D_T1_C1_05152024,2.11683455845989,81.4865171427402,85.2272727272727,1.4975,36.6152155689855,4.60734149098639,47.9948905698396,201,2942.99502487562,94.9318082754275,4096.37046718347,55.9407352103609,0.714925373134328,0.0,0.374149062463035,272.837399538172,0.133804278022675,155.0020625579,0.211023637793091,116.773952210986,261.822454175649,,
13,2,WT,M07420,CDKL5-E6D_T1_C1_05152024,1.98190883190883,89.1890723808633,90.4090909090909,1.46421568627451,40.3983927173698,4.41990714987055,40.2415899864136,205,2703.22926829268,74.3077527630146,3906.24754047162,49.4397041518779,0.697560975609755,0.0,0.39772352724,253.203097224934,0.147647922504748,150.277320356064,0.21283615331575,114.366146845856,260.48436253686,,
13,3,WT,M07420,CDKL5-E6D_T1_C1_05152024,2.10979529591179,79.7687146852386,86.1060606060606,1.55520833333333,39.1356606871212,4.53372763204098,43.6910286557003,193,3096.25388601036,97.4665423747491,3898.21886559755,52.5036196186089,0.808290155440416,0.0,0.375688066895157,256.552853401614,0.151144278773427,144.315425684575,0.220701309739062,113.391207659976,239.252675154456,,
16,2,WT,M07039,CDKL5-E6D_T1_C1_05152024,2.04593706463141,76.2341646141133,83.3787878787879,2.2,39.700214961206,6.67666866103741,36.9426790591081,136,3641.51470588235,50.8981076147548,4339.51202564893,78.4641445108905,0.615441176470588,0.0,0.406359386124356,301.705868114379,0.0713533210208284,172.146063196964,0.172294886217279,125.973766794104,466.44264474945,,
16,5,WT,M07039,CDKL5-E6D_T1_C1_05152024,1.47774789134622,71.4726449908651,76.0454545454545,2.78207547169811,51.6108799423895,5.62012606683273,45.3585921157668,107,2409.36448598131,65.3494401296485,2647.36650103683,109.331738055702,0.406542056074765,0.0,0.652253688157539,289.771050422917,0.0458490653644896,219.437757420453,0.174113460535054,120.634367752391,557.288605361837,,
16,1,WT,M07420,CDKL5-E6D_T1_C1_05152024,2.22903002179054,101.411718008137,94.2424242424242,1.49,35.3921357267398,5.98447445139889,39.4964919611449,201,3063.24378109453,61.9301030964096,5111.59071035467,56.8677231310335,0.548258706467663,0.0,0.362286005686248,215.991497280364,0.103826777495027,193.702793934056,0.199931762325539,121.184513661776,538.134025862199,,
16,2,WT,M07420,CDKL5-E6D_T1_C1_05152024,2.65164120200722,120.233403982757,97.5606060606061,1.22962962962963,25.3462387797722,6.99129267867669,19.7923293521459,244,3164.79098360656,51.9485044510759,6492.29394291752,35.1277299541933,0.462295081967214,0.0,0.301522712106532,199.625591421383,0.123422017115239,199.881052829076,0.196247593112814,122.881900116915,720.898760795714,,
16,3,WT,M07420,CDKL5-E6D_T1_C1_05152024,3.24508760444396,91.4941631691254,95.3484848484848,1.8748427672956,44.7946276589244,6.18762203920774,41.3149399221741,160,5078.30625,126.920228933377,4797.06787931901,58.8028392188294,0.919374999999999,0.0,0.290461610334671,274.420773757633,0.110565532145175,152.984523581408,0.18741816836189,118.186272450024,298.434225206871,,
16,1,WT,M07427,CDKL5-E6D_T1_C1_05152024,1.49726613965744,105.931937138506,92.0,3.85844155844156,54.5823572437281,6.32812770962429,41.5967617733729,78,3106.34615384615,60.9704813007669,2717.02736733143,100.921697297046,0.612820512820512,0.0,0.539964418531077,264.539087636203,0.0700555435881291,187.425795832268,0.176929946572753,118.722098615745,408.419347075649,,
16,2,WT,M07427,CDKL5-E6D_T1_C1_05152024,1.85143006767644,107.81164074541,94.030303030303,3.41609195402299,45.5884599031931,6.25412243366345,49.5025740991423,88,3151.10227272727,67.4834175537295,2907.06425806236,102.33451019628,0.692045454545458,0.0,0.527186916638381,271.239099909978,0.067739655838261,173.94446756832,0.168186355107018,121.770682299666,423.14818072386,,
16,3,WT,M07427,CDKL5-E6D_T1_C1_05152024,1.5965971521471,100.515416060651,90.0909090909091,1.7585798816568,50.146204109226,4.84793982795055,43.3713759778358,170,3515.68823529412,138.566874750106,3717.48350875466,60.6744410367006,0.833529411764706,0.0,0.389136422317813,258.079626238083,0.131405973616995,154.841958253882,0.193425229553794,115.952384314389,306.110332441392,,
16,6,WT,M07427,CDKL5-E6D_T1_C1_05152024,4.8880612824885,109.245219298885,97.7424242424242,1.97666666666667,50.2748867389627,8.69917413115391,56.470999748685,151,11345.6887417219,135.210940651926,6726.41193109146,82.8534827516937,0.960264900662249,0.0,0.178499066281386,333.387754850421,0.0612587895922973,199.380750245693,0.118311888977662,151.005849179483,744.299762893601,,
16,2,WT,M08018,CDKL5-E6D_T1_C1_05152024,2.23700512548604,88.4145145258357,85.7272727272727,1.43157894736842,44.9452505441888,5.56939383731722,30.5544150434845,210,3561.65714285714,59.6141186701252,4895.63140445928,40.5268081728862,0.73047619047619,0.0,0.281376972090888,275.487242742147,0.133804854898885,154.147118825491,0.175536673814476,129.163994475426,210.002494553516,,
16,5,WT,M08018,CDKL5-E6D_T1_C1_05152024,1.95007459852431,111.982465183137,93.0909090909091,1.48019801980198,38.9410749052419,5.69874162361394,36.2292472866339,203,2711.17733990148,63.2586929522591,4662.78739784191,55.8263999298535,0.516256157635469,0.0,0.374396251342112,219.728476972154,0.10937318796637,190.256814733705,0.18983007256114,124.805240498526,519.508333718354,,
20,2,WT,M07039,CDKL5-E6D_T1_C1_05152024,1.98302120745681,97.197131653409,88.5909090909091,2.65892857142857,45.1607486443295,9.95869507517975,35.1456885832716,113,5017.61061946903,66.7979082926933,4705.70372031155,110.396399912488,0.472566371681416,0.0,0.398186504752406,274.921896436745,0.0492168108559035,217.271255831099,0.158022529678535,129.09840432578,1073.25063080918,,
20,5,WT,M07039,CDKL5-E6D_T1_C1_05152024,1.61319898329702,89.4693436582698,83.4545454545455,3.68271604938272,51.8414817308215,9.13106146780538,38.6103743530972,82,4154.53658536585,50.1236404280282,3373.9676475643,128.181803082865,0.457317073170729,0.0,0.516129454564096,296.456617338644,0.0466779163784928,198.192406158107,0.149486795379538,127.401741790365,823.077234383276,,
20,1,WT,M07420,CDKL5-E6D_T1_C1_05152024,1.78162469269374,112.321619218302,93.5151515151515,2.69,41.640163805645,8.48738996165223,25.7434666211185,111,4231.51351351351,190.171765504675,4099.74049146352,105.907697283717,0.436036036036036,0.0,0.427574606102409,272.284040147656,0.0465897675828829,249.315931497876,0.139338203568005,131.124132992809,978.663563436233,,
20,2,WT,M07420,CDKL5-E6D_T1_C1_05152024,2.14001756568114,123.103925418213,88.8787878787879,3.11770833333333,45.6177741662286,8.11117767144885,22.9584610221783,97,3217.45360824742,34.2123833896353,3537.07964299447,99.1963033303379,0.396907216494844,0.0,0.489701342963676,261.179963563259,0.033180540724851,242.328414600821,0.147724797467075,127.939482628009,795.637148859232,,
20,3,WT,M07420,CDKL5-E6D_T1_C1_05152024,2.47543939021844,105.979421046604,95.3484848484848,2.40650406504065,47.6848404169105,7.40585999750166,47.1193246002263,124,6758.49193548387,209.015582457959,4124.1195378836,102.3499980262,0.736290322580644,0.0,0.376480023423731,299.76828882147,0.0587350973683831,192.957173636485,0.173209507852854,117.009065823001,788.97259432835,,
20,1,WT,M07427,CDKL5-E6D_T1_C1_05152024,2.20025485127608,145.514002493791,96.3030303030303,3.11145833333333,35.9127283425947,11.5109035317554,31.3719535617839,97,5369.89690721649,49.0610964481914,4888.27138402196,118.416634696827,0.442268041237113,0.0,0.412181886550458,257.702921140824,0.0413007834200495,204.816250207165,0.165622789006056,124.378529188374,1366.7526527904,,
20,2,WT,M07427,CDKL5-E6D_T1_C1_05152024,1.88215692536996,138.316538330695,94.8787878787879,3.5710843373494,41.193785750498,7.93674783235478,40.5847340496947,84,4165.82142857143,139.98403785254,3185.05854168879,112.314177019173,0.476190476190475,0.0,0.484818225242662,292.086726853497,0.0444275280495682,207.635219541367,0.126562312650124,141.852357635819,737.108663224404,,
20,3,WT,M07427,CDKL5-E6D_T1_C1_05152024,2.34917529880478,125.155014404201,95.0757575757576,1.96381578947368,38.18949047078,9.68075927774322,25.5175913399143,153,4568.24183006536,50.141974757483,6100.73471159552,79.6586523630076,0.453594771241828,0.0,0.333632429544442,254.723289806741,0.051106539166716,242.665334099489,0.145460297842785,138.449185773176,1169.90095739482,,
20,6,WT,M07427,CDKL5-E6D_T1_C1_05152024,3.3169046875813,123.754177252524,97.0757575757576,2.75,38.4338487822383,9.72335923730858,31.2316066241237,109,4398.85321100917,49.6524006751198,4501.66903962332,107.526411302452,0.422935779816512,0.0,0.419413283770963,274.151688269867,0.0435534995225719,239.484554591951,0.144888065386296,131.379834704714,990.476456235397,,
20,2,WT,M08018,CDKL5-E6D_T1_C1_05152024,2.38822854986648,93.0729289216838,87.0,2.60353982300885,44.3638340483314,7.18251463913198,36.7639722085549,114,3425.64035087719,57.6348583827992,4086.64518047369,77.8411151925962,0.526315789473683,0.0,0.363497741899804,304.98170311816,0.0549263399803212,197.277020408361,0.128998872879873,144.527057157275,399.141804623759,,
20,5,WT,M08018,CDKL5-E6D_T1_C1_05152024,2.08640451588213,114.471662755731,92.3787878787879,2.34409448818898,35.6098163476993,7.73897069236115,29.8794247332141,128,3292.8515625,39.3157511664469,4129.61646628591,88.7466510652122,0.42734375,0.0,0.418106885428377,254.760900535586,0.0492264253590825,234.918815566207,0.135763139323867,140.96233886215,760.230239875606,,
23,2,WT,M07039,CDKL5-E6D_T1_C1_05152024,1.82597374742622,106.108789777814,88.3030303030303,4.22608695652174,43.1679979419301,10.9243730161503,23.6546630419931,70,5166.48571428571,47.8563879621384,3323.6914531139,140.170357989599,0.451428571428572,0.0,0.510896733598593,289.365175319996,0.0378288724576709,203.996421801768,0.152668514383834,122.771234570732,1212.94559952189,,
23,5,WT,M07039,CDKL5-E6D_T1_C1_05152024,1.82045220525142,101.174590916198,88.2878787878788,3.08020833333333,36.2181573277156,8.18404850274643,41.3030805169545,97,3603.41237113402,53.6243438893435,3506.9131923019,117.558108960311,0.425773195876287,0.0,0.514152110292858,271.889228262637,0.0387851157143116,194.408646689605,0.150291314186249,133.695653486536,874.828850485071,,
23,1,WT,M07420,CDKL5-E6D_T1_C1_05152024,2.09218659734258,125.533584624316,96.1666666666667,2.73796296296296,36.3960208663491,9.68084942690037,29.1101323139937,109,5580.4495412844,199.054665586108,4785.74720665594,106.156097999309,0.499082568807338,0.0,0.360252834248784,271.065921321263,0.039564018737559,191.913398512762,0.128370333865038,145.644727193953,1016.79678473364,,
23,2,WT,M07420,CDKL5-E6D_T1_C1_05152024,2.18040525769252,137.003969790849,92.4090909090909,2.56434782608696,31.1850039042527,8.25961849579367,24.0500297494167,116,3457.0775862069,37.4186413342607,4545.43325387428,83.2451840776623,0.442241379310344,0.0,0.407806167772268,237.574782991135,0.0368112815557025,204.427724276747,0.146064781887884,131.238876991288,761.853159563962,,
23,3,WT,M07420,CDKL5-E6D_T1_C1_05152024,1.79390908031918,120.327838337407,86.7121212121212,5.98125,69.6117887956905,10.418257130369,20.9221863530018,49,5865.97959183673,72.8647565049442,2503.5442703317,145.858821057211,0.561224489795918,0.0,0.558329634562557,340.925190185083,0.0519595157642062,186.027274502981,0.162837505675861,112.945548695539,692.817631949082,,
23,1,WT,M07427,CDKL5-E6D_T1_C1_05152024,1.99095121823147,151.99460757873,96.1818181818182,3.63456790123457,36.2280931341629,9.91402223731844,32.176355821303,82,4387.48780487805,50.9817478196134,3414.30440571803,134.228653203863,0.421951219512194,0.0,0.548027465098013,250.151297094946,0.0384668988572356,232.329593134246,0.174199405484406,120.832300091284,1228.1963388443,,
23,2,WT,M07427,CDKL5-E6D_T1_C1_05152024,2.27281156504694,151.022424932929,97.9090909090909,3.6358024691358,36.9016071032275,9.27512891719131,27.681339472294,82,3821.58536585366,34.543692038245,3412.63623773148,117.471901745176,0.428048780487804,0.0,0.510234281122428,244.358249159703,0.0329744214310604,255.683232832594,0.153149736780201,131.167601766232,983.868068840441,,
23,3,WT,M07427,CDKL5-E6D_T1_C1_05152024,2.12154642724721,125.677885167363,95.3484848484848,2.18088235294118,37.3535049386325,8.16270739862351,27.6592834334955,137,3375.21167883212,37.2491389024839,4690.28411492369,85.4911703575,0.401459854014599,0.0,0.421396155589683,243.478815345772,0.0421220046355823,241.676236503482,0.147727498080658,136.011968058994,931.89111991679,,
23,6,WT,M07427,CDKL5-E6D_T1_C1_05152024,2.53977202233251,143.780973068596,97.6969696969697,2.52542372881356,25.9382576481743,10.1658868322499,23.9065024704684,119,4213.81512605042,31.5790027086814,5043.94690741744,99.3093964996782,0.413445378151261,0.0,0.408162478937183,231.573119911433,0.0347517113849873,220.934025925563,0.155832466339978,132.172431746775,1226.44650093299,,
23,2,WT,M08018,CDKL5-E6D_T1_C1_05152024,2.80079720320637,91.6171392181744,86.3030303030303,2.88543689320388,48.5617448205561,5.21602023723578,31.2358164571323,104,3064.29807692308,91.9976907913207,3574.17356650849,45.4190960232027,0.710576923076923,0.0,0.340741181035481,363.791013955613,0.0734311276296836,172.534672917508,0.115871266018621,154.063822228743,121.965782553224,,
23,5,WT,M08018,CDKL5-E6D_T1_C1_05152024,2.40431117533719,126.307937936568,94.3636363636364,2.36031746031746,44.1987940267855,7.76318268334517,30.4971315827201,127,3068.34645669291,31.4689953991586,4143.85135338411,88.4945422261666,0.410236220472442,0.0,0.43306919075783,265.394302453802,0.0538090464794563,260.223521830117,0.136649099715036,143.748306669588,816.324666496524,,
27,2,WT,M07039,CDKL5-E6D_T1_C1_05152024,1.57318670530322,108.532204594235,87.030303030303,3.56506024096385,35.2595048593646,11.4406070726906,16.846261173495,84,5891.07142857143,43.5243474159296,4277.76868613903,121.463500364392,0.50595238095238,0.0,0.401144815149023,277.088171413457,0.0403343737598317,179.420741303788,0.136633823340432,138.323722941718,1285.77216589796,,
27,5,WT,M07039,CDKL5-E6D_T1_C1_05152024,1.7421393955002,99.1453332783445,85.5757575757576,3.92,43.2129564183927,10.3310128474497,29.9379739961756,76,4790.73684210526,46.2980286124294,3623.98124954734,126.423922288702,0.43421052631579,0.0,0.479711576495351,304.730524167223,0.0393135205037486,175.519282615547,0.15675192545545,124.651414623588,829.846574129695,,
27,1,WT,M07420,CDKL5-E6D_T1_C1_05152024,2.41795947443407,134.87895161063,95.7121212121212,2.62389380530973,33.9439531943257,8.64884035420964,32.6112884101412,114,3782.42105263158,42.4390019448433,4414.46526527762,94.9873645057626,0.510526315789474,0.0,0.422841658803601,250.30011906731,0.0386305755284583,237.63200913656,0.134312923306295,139.231665070422,959.054015541797,,
27,2,WT,M07420,CDKL5-E6D_T1_C1_05152024,2.04153756056008,135.295640790887,94.8636363636364,2.4327868852459,50.9729875483784,8.41941395602584,44.4054927318332,123,8007.28455284553,277.358735171041,5067.53397307399,102.623510187733,0.652845528455283,0.0,0.296749956314921,296.629898939554,0.0498661440725604,213.786766150302,0.125533361332138,145.065788323233,1021.62671939749,,
27,3,WT,M07420,CDKL5-E6D_T1_C1_05152024,2.50931407942238,116.973285138451,83.9393939393939,2.35196850393701,33.2411887911381,8.10912206054839,19.4098572757837,128,3237.15625,26.6538291635853,4377.82002897779,83.0650980747906,0.40390625,0.0,0.418244380914745,245.101597454981,0.0361162395033491,252.671653205558,0.159377948736875,127.740349884822,768.014353107377,,
27,1,WT,M07427,CDKL5-E6D_T1_C1_05152024,1.69713633458805,152.842322754628,96.2727272727273,4.12916666666667,38.1935413957249,9.70663843094819,28.8183431208207,73,4360.02739726027,55.8331448816117,3043.80057089688,137.658611796747,0.426027397260273,0.0,0.585649949511363,252.382952463131,0.0350250411478095,215.321306986686,0.173862876190262,120.955176500845,1102.67038496305,,
27,2,WT,M07427,CDKL5-E6D_T1_C1_05152024,1.98161805914256,160.731004969453,96.969696969697,3.83246753246753,37.3195489611351,8.95966645135267,33.5445074517038,78,3589.37179487179,37.7976134934156,3287.87389738372,118.841414079872,0.410256410256409,0.0,0.533616060977728,254.939324728232,0.0269285803261362,227.929862781657,0.143788051181181,135.931855980239,944.116544044068,,
27,3,WT,M07427,CDKL5-E6D_T1_C1_05152024,2.17694820717132,126.32138594936,95.0757575757576,2.13309352517986,37.1560445012225,7.38557333769473,29.1024895834743,140,2969.7,29.7767390908199,4662.78740115591,76.085175186985,0.414999999999999,0.0,0.442294784989385,246.383380851142,0.0463909347453038,278.076075648113,0.163674418112203,126.603969649281,828.488593269975,,
27,6,WT,M07427,CDKL5-E6D_T1_C1_05152024,2.48466614296937,131.112626559967,96.4393939393939,3.1945652173913,38.3309859744151,8.59899450710805,34.0942684522572,93,3911.03225806452,55.458306954971,3886.12522096918,101.991389994431,0.509677419354837,0.0,0.440199431147286,261.464406490546,0.0393137218153717,207.55927623632,0.159607706222359,128.474696479177,730.253929041304,,
27,2,WT,M08018,CDKL5-E6D_T1_C1_05152024,3.30883274578927,96.3373290932324,90.2575757575758,3.31444444444444,50.4949267095272,6.81800343398376,37.1253363271898,91,3581.51648351648,82.9947331419436,4020.38267928882,60.4242737675977,0.649450549450548,0.0,0.319314846072062,366.286661110448,0.0601736362609797,183.612010513439,0.117024931670048,151.592979888891,205.166169787739,,
