,wellNo,folderPath,wellplateID,runID,assayTag,startTime,stopTime,date,control,gain,lsb,fs,hpf,numberOfConfigurations,durationPerConfiguration,wellGroupName,wellGroupColor,Plating Date,div
Instance,Well Number,Folder Path,Wellplate ID,Assay Run ID,Assay Tag,Start Time,Stop Time,Date,Control,Gain,LSB,Sampling Frequency,HPF,Number of Configurations,Duration per Configuration,Well Group Name,Well Group Color,,DIV
1,1,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241227/M06792/Network/000124,M06792,000124,Run #000124,00:24:14,00:54:14,2024-12-28,0,512.0,6.294,10000.0,1.0,1,1800.029,HET_80K,#f7c19b,25.11.2024,33
2,2,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241227/M06792/Network/000124,M06792,000124,Run #000124,00:24:14,00:54:14,2024-12-28,0,512.0,6.294,10000.0,1.0,1,1800.027,HET_80K,#f7c19b,25.11.2024,33
3,3,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241227/M06792/Network/000124,M06792,000124,Run #000124,00:24:14,00:54:14,2024-12-28,0,512.0,6.294,10000.0,1.0,1,1800.026,WT_100K,#8cdee2,25.11.2024,33
4,4,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241227/M06792/Network/000124,M06792,000124,Run #000124,00:24:14,00:54:14,2024-12-28,0,512.0,6.294,10000.0,1.0,1,1800.025,WT_100K,#8cdee2,25.11.2024,33
5,5,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241227/M06792/Network/000124,M06792,000124,Run #000124,00:24:14,00:54:14,2024-12-28,0,512.0,6.294,10000.0,1.0,1,1800.024,WT_60K,#bdccff,25.11.2024,33
6,6,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241227/M06792/Network/000124,M06792,000124,Run #000124,00:24:14,00:54:14,2024-12-28,0,512.0,6.294,10000.0,1.0,1,1800.023,WT_60K,#bdccff,25.11.2024,33
