unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[0],"[(2257.5, -577.5)]",[0],[347.06891970228634],[222.4694375430001],[0.9557858462866864],"[14933, 14933]","[0.0019699748031080564, 0.0019699748031080564]",[3074]
[10],"[(1662.5, -1242.5)]","[0, 1]","[192.00327720839098, 349.99999999999994]","[107.15434844830907, 1350.260293526184]","[0.9930199224438752, 0.9999999999999998]","[14933, 14933]","[0.0019699748031080564, 0.0019699748031080564]",[6078]
[68],"[(2607.5, -1382.5)]","[0, 1]","[42.58417555929322, 19.50117525629975]","[272.23611075682084, 1545.89957744822]","[0.7829005420395814, 1.0]","[3211, 3211]","[0.00042359801063282456, 0.00042359801063282456]",[844]
[103],"[(3447.5, -1872.5)]","[0, 1]","[32.60932467187193, 12.435923382684637]","[301.6311896062463, 2622.357827435716]","[1.0, 1.0]","[2466, 2466]","[0.0003253169399627983, 0.0003253169399627983]",[1358]
[119],"[(3272.5, -1645.0)]","[0, 1]","[23.36190424253511, 50.61531953587319]","[2700.3440903725395, 548.4879615166741]","[1.0, 0.9704360452051104]","[6137, 6137]","[0.0008095985647006055, 0.0008095985647006055]",[2688]
[138],"[(2257.5, -595.0)]","[0, 1, 2, 3, 4, 5]","[82.49579113843055, 50.0506280084012, 32.407407407407405, 33.333333333333336, 85.15867542417507, 71.14761746590239]","[186.0907653441547, 864.0370635713477, 1834.8730282913261, 1283.6978619079791, 2094.451425263747, 1416.7550015305985]","[1.0, 0.9948332418220908, 1.0, 1.0, 1.0, 1.0]","[2470, 2470]","[0.0003258446235637112, 0.0003258446235637112]",[2328]
[159],"[(2257.5, -1767.5)]","[0, 1, 2, 3]","[8.995675771550879, 17.0276489393682, 36.8421052631579, 288.61739379323626]","[1572.055274484555, 2037.789417049316, 982.6883367283708, 482.19245643340844]","[1.0, 1.0, 1.0, 1.0]","[3194, 3194]","[0.00042135535532894476, 0.00042135535532894476]",[576]
[163],"[(3150.0, -1312.5)]","[0, 1, 2]","[32.60932467187193, 148.49242404917499, 71.33757961783441]","[762.5821209070498, 770.9572353333909, 1042.4494936611666]","[1.0, 1.0, 0.9317561419472249]","[3933, 3933]","[0.0005188449005976017, 0.0005188449005976017]",[457]
[188],"[(2695.0, -1995.0)]","[0, 1, 2]","[22.360679774997894, 20.067276721151956, 50.444086604681985]","[215.0040129758619, 217.59687258199378, 1599.9253749742868]","[1.0, 1.0, 0.852892918201363]","[1746, 1746]","[0.00023033389179847764, 0.00023033389179847764]",[903]
[212],"[(1050.0, -647.5)]","[0, 1]","[525.0, 471.201920624269]","[91.63118960624632, 133.37157373110014]","[0.9642857142857143, 1.0]","[14933, 14933]","[0.0019699748031080564, 0.0019699748031080564]",[11981]
[227],"[(3202.5, -437.5)]",[0],[407.6435588972505],[251.27349576651443],[0.9938631262123883],"[14933, 14933]","[0.0019699748031080564, 0.0019699748031080564]",[7897]
[286],"[(962.5, -350.0)]","[0, 1, 2]","[13.560951967961186, 11.02287031161868, 38.07498052542948]","[2734.8210119872692, 1190.0140029282632, 325.8301216880211]","[1.0, 1.0, 1.0]","[6139, 6139]","[0.0008098624065010619, 0.0008098624065010619]",[1487]
[298],"[(262.5, -1890.0)]",[0],[14.558080789134802],[1879.3147469810328],[1.0],"[3197, 3197]","[0.0004217511180296294, 0.0004217511180296294]",[2040]
[304],"[(2695.0, -1750.0)]","[0, 1, 2]","[26.237944890294205, 29.450754468697582, 88.70695356684904]","[339.85287291193026, 1125.0669754027017, 825.8665119685252]","[1.0, 1.0, 1.0]","[2464, 2464]","[0.00032505309816234187, 0.00032505309816234187]",[570]
[301],"[(1627.5, -1172.5)]","[0, 1]","[334.12328253469104, 356.3761021549111]","[240.3544758992291, 260.75175577682285]","[0.9518263302909779, 0.9902533466724245]","[14933, 14933]","[0.0019699748031080564, 0.0019699748031080564]",[3388]
[310],"[(2660.0, -1977.5)]",[0],[80.0],[297.5],[1.0],"[3201, 3201]","[0.0004222788016305423, 0.0004222788016305423]",[668]
[326],"[(2502.5, -1697.5)]",[0],[212.80528713887253],[134.89356881873894],[0.8601634145434524],"[14933, 14933]","[0.0019699748031080564, 0.0019699748031080564]",[2372]
