unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[68],"[(3202.5, -507.5)]","[0, 1, 2, 3]","[41.61023252277047, 25.73529411764706, 25.81928332187776, 25.739469326951923]","[112.59462200367814, 619.7417214010942, 916.9265332728748, 360.96421999297377]","[0.9871749579288556, 1.0, 1.0, 1.0]","[1737, 1737]","[0.00021948133792639414, 0.00021948133792639414]",[1542]
[90],"[(2327.5, -472.5)]",[0],[68.01361463917003],[301.67072594699505],[0.868601595667975],"[1003, 1003]","[0.00012673562575715218, 0.00012673562575715218]",[892]
[89],"[(2450.0, -297.5)]","[0, 1, 2]","[12.324784127951595, 10.9375, 69.54807501924833]","[2028.8648502454807, 1425.1070085789304, 670.959789049212]","[1.0, 1.0, 0.9446124902613395]","[5393, 5393]","[0.0006814409069873596, 0.0006814409069873596]",[3729]
[158],"[(1085.0, -1522.5)]",[0],[145.77379737113253],[119.54165815979276],[1.0],"[1732, 1732]","[0.0002188495551459497, 0.0002188495551459497]",[622]
[170],"[(3762.5, -910.0)]","[0, 1, 2]","[55.23264717666177, 36.41639733521219, 100.61792555081206]","[1063.6183373670067, 914.1311896062463, 2314.1282510897045]","[0.8664879096474712, 0.9324576812229988, 1.0]","[4665, 4665]","[0.000589453334154651, 0.000589453334154651]",[1030]
[189],"[(3430.0, -612.5)]","[0, 1, 2, 3]","[10.015420209622192, -123.74368670764582, 21.538611477107185, 32.06859931035959]","[969.3876636563034, 379.09673013956944, 1982.1412593982245, 664.3166994974112]","[1.0, 1.0, 1.0, 1.0]","[2463, 2463]","[0.00031121619764692504, 0.00031121619764692504]",[628]
[236],"[(3185.0, -175.0)]",[0],[353.55339059327383],[141.24368670764582],[1.0],"[4680, 4680]","[0.0005913486824959842, 0.0005913486824959842]",[1533]
[241],"[(2327.5, -472.5)]","[0, 1, 2, 3]","[27.075826546969168, 18.501114986745915, 29.698484809834998, 120.40366032691173]","[124.23284148787373, 330.53875200239355, 1979.8989873223331, 1381.3956225916952]","[0.9801071739478436, 1.0, 1.0, 0.9999999999999998]","[1739, 1739]","[0.0002197340510385719, 0.0002197340510385719]",[700]
[258],"[(1085.0, -1522.5)]","[0, 1, 2]","[14.757295747452437, -494.9747468305833, -247.48737341529164]","[2055.092968814249, 1626.8352674640441, 812.2487373415291]","[1.0, 1.0, 1.0]","[993, 993]","[0.00012547206019626332, 0.00012547206019626332]",[461]
[257],"[(2152.5, -1627.5)]","[0, 1, 2]","[18.446619684315547, 18.266923657799765, 26.051302464767538]","[1727.0250118254417, 89.65434844830907, 273.7769114169366]","[1.0, 1.0, 1.0]","[1729, 1729]","[0.00021847048547768305, 0.00021847048547768305]",[762]
[245],"[(2467.5, -700.0)]","[0, 1]","[38.17677034755737, 82.38145180262383]","[377.8141276634072, 775.1931505233883]","[1.0, 1.0]","[3934, 3934]","[0.0004970866916536756, 0.0004970866916536756]",[2993]
[295],"[(1102.5, -1820.0)]","[0, 1, 2]","[20.58823529411764, 35.61235811769533, 51.20428415488792]","[647.7821846744788, 968.7430069597766, 250.53408220896773]","[1.0, 0.9138114310790835, 1.0]","[2473, 2473]","[0.0003124797632078139, 0.0003124797632078139]",[361]
[321],"[(3045.0, -805.0)]","[0, 1, 2]","[27.938516949549435, 15.053763440860216, 110.67971810589327]","[1142.8785352905443, 677.4794235198424, 1089.4699282415377]","[1.0, 1.0, 1.0]","[2469, 2469]","[0.00031197433698345835, 0.00031197433698345835]",[2340]
