unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[8],"[(1820.0, -787.5)]","[0, 1, 2]","[97.82797401561578, 58.333333333333336, 494.9747468305833]","[1029.8537794365177, 2018.4013593878135, 926.5949607129751]","[0.9999999999999998, 1.0, 1.0]","[10282, 10282]","[0.0012882804785319215, 0.0012882804785319215]",[339]
[76],"[(3115.0, -1295.0)]",[0],[368.93239368631095],[80.0885963944758],[1.0],"[14687, 14687]","[0.0018402037918885754, 0.0018402037918885754]",[1418]
[71],"[(3815.0, -1085.0)]","[0, 1, 2]","[-87.49999999999999, 109.87809650613717, 469.0228615373615]","[2653.9085419373077, 223.27434010957143, 308.4395720014442]","[0.9999999999999998, 0.8712350868984275, 0.9662332220141404]","[14687, 14687]","[0.0018402037918885754, 0.0018402037918885754]",[9302]
[96],"[(3202.5, -1942.5)]",[0],[34.94598677906097],[1629.0266695693415],[0.7769984793776012],"[2461, 2461]","[0.00030835034600924517, 0.00030835034600924517]",[1220]
[120],"[(332.5, -2012.5)]","[0, 1]","[26.92307692307692, 82.38145180262383]","[983.5581163007357, 1783.05342212655]","[1.0, 1.0]","[1731, 1731]","[0.00021688518851767713, 0.00021688518851767713]",[1326]
[136],"[(3780.0, -840.0)]",[0],[21.739549781247952],[428.6996061162564],[1.0],"[7589, 7589]","[0.0009508617537034383, 0.0009508617537034383]",[1228]
[190],"[(3255.0, -1137.5)]","[0, 1, 2]","[25.0, 53.84615384615384, 149.40623220676648]","[571.5260840078765, 1186.1653103371382, 3559.7323345519976]","[1.0, 1.0, 1.0]","[10522, 10522]","[0.0013183512152414782, 0.0013183512152414782]",[3437]
[207],"[(2100.0, -647.5)]",[0],[18.501114986745915],[1228.876549324561],[1.0],"[2217, 2217]","[0.0002777784303545293, 0.0002777784303545293]",[769]
[206],"[(3517.5, -560.0)]","[0, 1, 2]","[22.149729965799803, 17.5, 74.23193802425861]","[360.51133863411053, 330.1562030780739, 1064.8861720159396]","[1.0, 1.0, 1.0]","[2467, 2467]","[0.0003091021144269841, 0.0003091021144269841]",[716]
[216],"[(3622.5, -1347.5)]","[0, 1, 2]","[36.62719977804433, 16.666666666666668, 18.750000000000004]","[193.31055893461277, 1160.6798139291295, 1032.6562375458311]","[0.9069317045742687, 1.0, 1.0]","[2473, 2473]","[0.000309853882844723, 0.000309853882844723]",[360]
[233],"[(3255.0, -1592.5)]","[0, 1]","[13.73024196710397, 72.87774576903846]","[1007.1833576219994, 2109.1698485356283]","[1.0, 0.9965131973520587]","[2945, 2945]","[0.0003689929983735177, 0.0003689929983735177]",[1557]
[229],"[(3255.0, -1837.5)]","[0, 1]","[15.90909090909091, 44.27188724235731]","[227.5, 752.2706303638423]","[1.0, 1.0]","[5410, 5410]","[0.0006778445233279222, 0.0006778445233279222]",[2030]
[280],"[(2957.5, -2065.0)]",[0],[36.26108562345896],[266.5835457605925],[0.8265979097318118],"[1746, 1746]","[0.00021876460956202443, 0.00021876460956202443]",[721]
