unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[66],"[(1680.0, -175.0)]","[0, 1]","[12.068965517241379, 50.00000000000001]","[1773.2354558574623, 245.0]","[1.0, 1.0]","[6128, 6128]","[0.0007678061439840124, 0.0007678061439840124]",[952]
[177],"[(2835.0, -280.0)]","[0, 1, 2, 3, 4]","[14.84638760485172, 9.544192586889343, 240.51449482769686, 92.07338730881486, 30.935921676911455]","[1028.1392448479764, 1002.9030765172517, 369.13919654665904, 2470.8394417122568, 1674.2107708542742]","[1.0, 1.0, 0.9999999999999998, 1.0, 1.0]","[3947, 3947]","[0.0004945383241359166, 0.0004945383241359166]",[3608]
[179],"[(525.0, -140.0)]","[0, 1, 2]","[156.52475842498527, 174.99999999999997, 349.99999999999994]","[586.9678440936948, 2458.106994171737, 1341.0675709931704]","[1.0, 0.9999999999999998, 0.9999999999999998]","[3932, 3932]","[0.0004926589030915693, 0.0004926589030915693]",[2844]
[272],"[(647.5, -1872.5)]","[0, 1, 2, 3]","[18.796509373313288, 24.688757851698146, 157.7428683015495, 70.0]","[541.2044542690091, 990.5267108201717, 3001.8989865061067, 648.4714732061981]","[1.0, 0.8951730866219161, 0.9999999999999998, 1.0]","[7603, 7603]","[0.0009526158800114958, 0.0009526158800114958]",[4937]
[278],"[(3237.5, -997.5)]","[0, 1]","[18.027756377319946, 53.84615384615384]","[3080.261585994787, 918.3600624886774]","[1.0, 1.0]","[2469, 2469]","[0.00030935270389956373, 0.00030935270389956373]",[289]
[328],"[(315.0, -70.0)]","[0, 1, 2, 3, 4, 5]","[52.510954880571205, 59.89292380277299, 39.27632054676456, 7.07070707070707, 51.20428415488792, 41.08243642851741]","[589.0173906763433, 1405.9668444504732, 1661.6775720037028, 3463.0351515117227, 207.5222413772059, 2848.154397196313]","[0.9887344493135967, 0.9251618329193505, 0.9055028227139719, 1.0, 1.0, 0.841835859756899]","[2472, 2472]","[0.0003097285881084332, 0.0003097285881084332]",[352]
[346],"[(1260.0, -1977.5)]","[0, 1, 2, 3]","[112.8716084761797, 26.237944890294205, 24.748737341529164, 43.479099562495904]","[515.6058653782968, 1094.5198652768063, 1095.542835196014, 2311.5046734332336]","[1.0, 1.0, 1.0, 1.0]","[5408, 5408]","[0.0006775939338553425, 0.0006775939338553425]",[3067]
[351],"[(3290.0, -1750.0)]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[18.478506691147807, 17.200522903844536, 50.30896277540603, 43.412157106222956, 17.786904366475596, 36.89323936863109, 37.26779962499649, 97.82797401561578, -274.1405819061819]","[3665.4840400520156, 2875.307695255835, 450.15785509669337, 2089.178317605829, 1247.1383294858085, 409.6878518509869, 2526.348510227828, 472.41083371614445, 1377.061707935579]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999999999999998, 0.9963536042729056]","[3940, 3940]","[0.0004936612609818878, 0.0004936612609818878]",[2805]
[354],"[(840.0, -1645.0)]","[0, 1]","[37.121212121212125, 38.888888888888886]","[497.0163547830722, 2870.8587664364954]","[1.0, 0.9999999999999998]","[5401, 5401]","[0.0006767168707013138, 0.0006767168707013138]",[1199]
[360],"[(1872.5, -52.5)]","[0, 1, 2]","[9.147084140982916, 16.388869433927223, 69.80769194433616]","[1007.4427946644277, 810.6974750359037, 1175.2815489284887]","[1.0, 1.0, 1.0]","[6135, 6135]","[0.0007686832071380411, 0.0007686832071380411]",[3859]
