unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[124],"[(105.0, -1767.5)]",[0],[174.37665178398416],[331.3179082966609],[0.9474611629258235],"[14650, 14650]","[0.001835567886645852, 0.001835567886645852]",[12978]
[125],"[(2537.5, -350.0)]","[0, 1, 2, 3, 4]","[12.229550584459163, 13.72549019607843, 97.30311075532731, 97.07253433941509, 164.9915822768611]","[360.7717422415453, 920.4377448471462, 1181.71432290752, 1753.637001923285, 1363.2801812217006]","[1.0, 1.0, 1.0, 1.0, 1.0]","[2212, 2212]","[0.00027715195667308017, 0.00027715195667308017]",[725]
[155],"[(2870.0, -1015.0)]","[0, 1, 2, 3, 4]","[28.0, 13.867504905630728, 29.393648040671795, 32.15985160667446, 16.034299655179794]","[1588.3827187590994, 550.590737022064, 2133.4012959340557, 753.1663927116653, 831.9446155615434]","[1.0, 1.0, 1.0, 1.0, 1.0]","[2470, 2470]","[0.00030947799863585354, 0.00030947799863585354]",[1657]
[171],"[(2870.0, -1015.0)]","[0, 1]","[348.83858426237106, 249.01038701127743]","[250.25985389555098, 136.803411496604]","[0.9911520611493545, 1.0]","[14650, 14650]","[0.001835567886645852, 0.001835567886645852]",[11703]
[175],"[(472.5, -192.5)]",[0],[408.94576017948543],[258.5342753960846],[0.9848726186187572],"[14650, 14650]","[0.001835567886645852, 0.001835567886645852]",[3561]
[202],"[(2240.0, -927.5)]","[0, 1]","[14.340260754686321, 19.565594803123158]","[801.6303219309416, 1040.9214569757473]","[1.0, 1.0]","[2938, 2938]","[0.00036811593521948895, 0.00036811593521948895]",[2023]
[207],"[(507.5, -0.0)]",[0],[26.087459737497543],[1100.6278960409898],[0.9999999999999998],"[3200, 3200]","[0.0004009431561274216, 0.0004009431561274216]",[1556]
[190],"[(122.5, -1417.5)]","[0, 1]","[76.96047301779309, 657.9632265077792]","[185.08859639447581, 269.93215344915177]","[0.8339862954503562, 0.9430356810192972]","[14650, 14650]","[0.001835567886645852, 0.001835567886645852]",[10572]
[211],"[(717.5, -822.5)]","[0, 1]","[15.196578487862645, 18.633899812498246]","[1374.3261315024793, 697.8847474714012]","[1.0, 1.0]","[6122, 6122]","[0.0007670543755662735, 0.0007670543755662735]",[4764]
[213],"[(2765.0, -665.0)]","[0, 1, 2, 3]","[27.033096246513026, 13.636363636363635, -40.2605575537887, 92.23309842157774]","[620.9533908681495, 163.17971810589327, 285.757041176837, 2295.9550089615605]","[0.9996871530127315, 0.9999999999999998, 0.9611365746329936, 1.0]","[5878, 5878]","[0.0007364824599115576, 0.0007364824599115576]",[4399]
[218],"[(2012.5, -1155.0)]","[0, 1]","[77.77777777777777, 123.74368670764582]","[1082.73454073612, 2945.0997436419707]","[0.9999999999999998, 1.0]","[7333, 7333]","[0.0009187863012132446, 0.0009187863012132446]",[3693]
[217],"[(2012.5, -1837.5)]","[0, 1]","[161.73374719848618, 217.75805622023452]","[1474.8019735653825, 282.82235208309834]","[0.9587037729235083, 0.923321072864042]","[14650, 14650]","[0.001835567886645852, 0.001835567886645852]",[889]
[220],"[(2642.5, -962.5)]","[0, 1, 2, 3, 4]","[10.9375, 11.857936244317067, 8.433734939759034, 12.42259987499883, 174.99999999999997]","[495.2188724235731, 299.2873926843202, 319.8793604317449, 814.2844002684998, 2275.6103825986897]","[1.0, 1.0, 1.0, 1.0, 0.9999999999999998]","[3677, 3677]","[0.0004607087453376654, 0.0004607087453376654]",[2696]
[225],"[(87.5, -1732.5)]",[0],[48.62568680800324],[162.40192306240908],[0.9877611185529028],"[742, 742]","[9.296869432704589e-05, 9.296869432704589e-05]",[189]
[229],"[(2940.0, -700.0)]","[0, 1, 2, 3]","[11.472208603749056, 18.0733345411411, 10.714285714285712, 108.33303883849526]","[1753.0028399555667, 511.88276221293006, 1071.2645704479519, 865.4568971610404]","[0.9999999999999998, 0.9999999999999998, 1.0, 0.9683835126229066]","[3934, 3934]","[0.0004929094925641489, 0.0004929094925641489]",[2299]
