unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[30],"[(2100.0, -857.5)]","[0, 1, 2]","[39.79758783509776, 8.995675771550879, 24.456993503903945]","[802.6207889735449, 1119.6056224365657, 1005.7623792124926]","[0.9924801526727344, 1.0, 0.9999999999999998]","[6878, 6878]","[0.0008617771962013769, 0.0008617771962013769]",[871]
[52],"[(2450.0, -455.0)]",[0],[98.0014792787762],[249.90192306240908],[1.0],"[3211, 3211]","[0.00040232139822660965, 0.00040232139822660965]",[646]
[86],"[(1995.0, -595.0)]","[0, 1]","[45.16129032258064, 156.52475842498527]","[3020.657765651584, 299.2873926843202]","[0.9999999999999998, 1.0]","[4411, 4411]","[0.0005526750817743927, 0.0005526750817743927]",[2780]
[101],"[(2205.0, -962.5)]","[0, 1]","[37.00222997349183, 14.583333333333332]","[913.114589173726, 707.7575829397169]","[1.0, 1.0]","[3935, 3935]","[0.0004930347873004388, 0.0004930347873004388]",[2209]
[125],"[(3657.5, -1085.0)]","[0, 1, 2]","[51.5055582770109, 20.58823529411765, 240.51449482769686]","[3454.7279034869775, 344.4269796147146, 942.5924565295212]","[0.8523952946218609, 1.0, 0.9999999999999998]","[1741, 1741]","[0.0002181381358805753, 0.0002181381358805753]",[121]
[142],"[(1995.0, -1837.5)]","[0, 1, 2, 3, 4, 5]","[22.80056647916491, 23.36190424253511, 16.49915822768611, 34.13618943659195, 553.3985905294662, 782.6237921249262]","[360.7497526277843, 377.8141276634072, 791.1341781976564, 2420.2792550247245, 1948.982182724447, 1143.6085670782022]","[0.9089371284878981, 1.0, 1.0, 1.0, 1.0, 0.9999999999999998]","[2211, 2211]","[0.00027702666193679036, 0.00027702666193679036]",[839]
[105],"[(2327.5, -2030.0)]","[0, 1]","[349.4692227115927, 317.0983759267058]","[1558.2675570906852, 206.4420973183859]","[0.9533850423338355, 0.9909525204607015]","[14691, 14691]","[0.0018407049708337347, 0.0018407049708337347]",[733]
[158],"[(3815.0, -1557.5)]","[0, 1, 2]","[33.333333333333336, 30.935921676911455, 58.333333333333336]","[406.6192210792485, 2289.502881330756, 1291.5192306240906]","[1.0, 1.0, 1.0]","[6133, 6133]","[0.0007684326176654615, 0.0007684326176654615]",[4132]
[194],"[(3202.5, -577.5)]","[0, 1, 2, 3]","[12.721806678838309, 50.0, 55.50334496023774, 34.14634146341463]","[976.3786747388003, 406.84799279804025, 859.6543484483091, 1232.005271072382]","[1.0, 1.0, 1.0, 1.0]","[2474, 2474]","[0.0003099791775810128, 0.0003099791775810128]",[726]
[225],"[(2485.0, -507.5)]",[0],[597.4873734152916],[2033.838717560263],[0.9902829307627807],"[14691, 14691]","[0.0018407049708337347, 0.0018407049708337347]",[9564]
[226],"[(472.5, -192.5)]",[0],[373.46329975381104],[142.15434844830907],[0.8670920193006627],"[14691, 14691]","[0.0018407049708337347, 0.0018407049708337347]",[8701]
[249],"[(3657.5, -2047.5)]","[0, 1]","[349.99999999999994, -321.58437902774915]","[731.7110233088034, 269.47104865919295]","[0.9999999999999998, 0.855660728761109]","[14691, 14691]","[0.0018407049708337347, 0.0018407049708337347]",[338]
[274],"[(2397.5, -437.5)]",[0],[947.4873734152915],[196.4281066698956],[0.8300943102542598],"[14691, 14691]","[0.0018407049708337347, 0.0018407049708337347]",[13302]
[272],"[(1750.0, -2030.0)]","[0, 1, 2, 3]","[288.8680602928906, 38.47651831517899, 148.51527431076275, 481.02898965539373]","[2717.9219346746327, 1873.7728019096112, 158.58951059522462, 161.80869689661813]","[0.9845174331326126, 0.8586763865696919, 1.0, 0.9999999999999998]","[14691, 14691]","[0.0018407049708337347, 0.0018407049708337347]",[995]
[285],"[(3412.5, -280.0)]","[0, 1]","[21.0, 349.99999999999994]","[850.814630956993, 2443.381283162884]","[1.0, 0.9999999999999998]","[7345, 7345]","[0.0009202898380487225, 0.0009202898380487225]",[5562]
[288],"[(2660.0, -980.0)]","[0, 1]","[94.83405480573992, 61.48873228105182]","[1079.114348886278, 773.4798175568583]","[0.756746824512955, 1.0]","[5888, 5888]","[0.0007377354072744558, 0.0007377354072744558]",[1524]
[294],"[(2240.0, -262.5)]","[0, 1, 2]","[10.5, 27.927370168231278, 29.166666666666668]","[179.90192306240908, 1074.6485559495648, 2193.489717347028]","[1.0, 0.7569113826922081, 1.0]","[4675, 4675]","[0.000585752892154905, 0.000585752892154905]",[694]
