unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[21],"[(665.0, -1260.0)]",[0],[71.14761746590239],[546.6311896062463],[1.0],"[3211, 3211]","[0.00040232139822660965, 0.00040232139822660965]",[1316]
[26],"[(822.5, -1102.5)]","[0, 1]","[88.24285491668148, 36.66479606152469]","[2341.731596006795, 2887.9521598947144]","[0.882887666279733, 1.0]","[1725, 1725]","[0.0002161334200999382, 0.0002161334200999382]",[1172]
[1],"[(2467.5, -420.0)]",[0],[252.38858928247924],[87.84588466214898],[1.0],"[14959, 14959]","[0.0018742839601594062, 0.0018742839601594062]",[7127]
[36],"[(140.0, -577.5)]","[0, 1]","[25.466971398880645, 296.98484809834997]","[654.8368588295536, 529.2462120245875]","[1.0, 1.0]","[2463, 2463]","[0.00030860093548182484, 0.00030860093548182484]",[1043]
[31],"[(1767.5, -122.5)]","[0, 1]","[195.65594803123156, 224.30874921926457]","[211.48620113767817, 125.33985905294664]","[0.9999999999999998, 0.9483622071288516]","[14959, 14959]","[0.0018742839601594062, 0.0018742839601594062]",[2330]
[41],"[(2117.5, -1802.5)]","[0, 1]","[132.43610736899387, 296.3488672846397]","[96.90308578983823, 216.80838239519792]","[1.0, 0.8891698246746764]","[14959, 14959]","[0.0018742839601594062, 0.0018742839601594062]",[7520]
[88],"[(2082.5, -980.0)]","[0, 1]","[29.881246441353294, 100.61792555081206]","[917.2448690779887, 1293.0241887590312]","[1.0, 1.0]","[1742, 1742]","[0.00021826343061686514, 0.00021826343061686514]",[904]
[90],"[(3150.0, -612.5)]","[0, 1]","[155.55555555555554, 91.02549070659653]","[385.48573660309904, 744.522398330058]","[0.9999999999999998, 1.0]","[3936, 3936]","[0.0004931600820367286, 0.0004931600820367286]",[1207]
[125],"[(70.0, -192.5)]",[0],[25.317315245020726],[2613.272458650981],[1.0],"[3207, 3207]","[0.00040366343129650287, 0.00040366343129650287]",[200]
[133],"[(3517.5, -385.0)]","[0, 1, 2]","[7.0, 13.851748533184539, 116.66666666666667]","[1190.5301813453425, 2095.6260672965227, 938.8534111114486]","[1.0, 1.0, 1.0]","[5419, 5419]","[0.0006789721759545306, 0.0006789721759545306]",[1220]
[138],"[(3237.5, -1715.0)]","[0, 1, 2, 3]","[8.893452183237798, 15.023130314433288, 50.00000000000001, 23.333333333333332]","[3363.6706313936347, 2389.610095919875, 749.2916071185493, 854.0292881901984]","[1.0, 1.0, 1.0, 1.0]","[6144, 6144]","[0.0007698108597646495, 0.0007698108597646495]",[2869]
[126],"[(2257.5, -1960.0)]","[0, 1]","[159.31217751269958, 297.7966436476904]","[87.84588466214898, 141.7328414878737]","[0.9999049563779092, 0.9382647271541131]","[14959, 14959]","[0.0018742839601594062, 0.0018742839601594062]",[814]
[159],"[(3587.5, -1662.5)]","[0, 1, 2]","[117.66958333993716, 371.2310601229374, 247.48737341529164]","[673.6871508319621, 186.30088617966234, 1770.2805330989138]","[0.9906079447251097, 0.9999999999999998, 1.0]","[1005, 1005]","[0.00012649883020049435, 0.00012649883020049435]",[143]
[144],"[(3815.0, -630.0)]",[0],[220.30767836798154],[141.44834428021886],[0.9976480435163827],"[14959, 14959]","[0.0018742839601594062, 0.0018742839601594062]",[13697]
[175],"[(1855.0, -1120.0)]","[0, 1]","[158.11388300841898, 420.647648804132]","[1176.569652627841, 708.465259331122]","[1.0, 0.9999999999999996]","[6133, 6133]","[0.0007684326176654615, 0.0007684326176654615]",[4582]
[167],"[(52.5, -717.5)]","[0, 1]","[94.37299836664111, 244.95710371968428]","[216.6347645502828, 124.23284148787373]","[0.9999999999999996, 0.9766348003345585]","[14959, 14959]","[0.0018742839601594062, 0.0018742839601594062]",[1090]
[206],"[(227.5, -1365.0)]","[0, 1]","[227.79894888061074, 82.49579113843055]","[2009.9152060558192, 3385.660072083938]","[0.9999999999999996, 1.0]","[2467, 2467]","[0.0003091021144269841, 0.0003091021144269841]",[1112]
[200],"[(210.0, -472.5)]","[0, 1, 2]","[17.67766952966369, 18.561553006146873, 81.94816010856854]","[2018.2433828044218, 686.7462120245875, 974.3007513724648]","[1.0, 1.0, 1.0]","[6149, 6149]","[0.0007704373334460985, 0.0007704373334460985]",[2611]
[236],"[(822.5, -437.5)]",[0],[284.2194621606434],[352.53155689202606],[0.9856659352960682],"[14959, 14959]","[0.0018742839601594062, 0.0018742839601594062]",[538]
