unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[40],"[(1522.5, -542.5)]","[0, 1, 2, 3]","[19.41749440454268, 63.464775882199234, 630.971473206198, 195.65594803123156]","[1198.077799264962, 658.5676150457456, 1075.83168805674, 364.65000626666614]","[1.0, 1.0, 0.9999999999999998, 0.9999999999999998]","[3214, 3214]","[0.0004219650949922006, 0.0004219650949922006]",[970]
[22],"[(1277.5, -157.5)]","[0, 1]","[12.228496751951972, 18.446619684315547]","[788.1638991723906, 1325.1454544099681]","[0.9999999999999998, 1.0]","[3204, 3204]","[0.0004206521979947139, 0.0004206521979947139]",[2940]
[30],"[(997.5, -175.0)]","[0, 1]","[39.131189606246316, 116.66666666666667]","[549.3394804052101, 1464.401862601607]","[1.0, 1.0]","[3937, 3937]","[0.0005168875479104834, 0.0005168875479104834]",[121]
[50],"[(1890.0, -1960.0)]","[0, 1, 2]","[14.0, 39.347385669225474, 17.5]","[819.0327095661444, 874.66229297158, 906.5620057116377]","[1.0, 1.0, 1.0]","[7621, 7621]","[0.0010005588017845553, 0.0010005588017845553]",[3097]
[16],"[(1960.0, -1855.0)]","[0, 1, 2]","[107.14297499733944, 291.54759474226506, 617.9006227248581]","[224.64929615875297, 141.17284776603907, 899.8334697855137]","[0.8282437379514134, 1.0, 0.9837187314882962]","[14941, 14941]","[0.001961599403944763, 0.001961599403944763]",[11251]
[80],"[(1715.0, -910.0)]","[0, 1, 2, 3]","[52.174919474995086, 148.49242404917499, 71.14761746590239, 156.52475842498527]","[673.5196765218159, 218.55490892120562, 1558.7458306566484, 998.4440947628484]","[0.9999999999999998, 1.0, 1.0, 1.0]","[2475, 2475]","[0.00032494200687793913, 0.00032494200687793913]",[785]
[73],"[(2047.5, -1960.0)]","[0, 1, 2, 3, 4, 5]","[14.285714285714286, 18.200553305230844, 80.82165705030097, 1443.086968966181, 669.9747468305834, 2374.701136072152]","[1387.6233338856746, 1524.261655255645, 377.02006554305683, 675.5872361831424, 1106.7390291089646, 549.9235295971034]","[1.0, 1.0, 1.0, 0.9999999999999998, 0.9293408642744768, 0.9984681274500827]","[5401, 5401]","[0.000709095668342525, 0.000709095668342525]",[2469]
[97],"[(1960.0, -1592.5)]",[0],[61.02859818083952],[167.0200655430568],[1.0],"[1001, 1001]","[0.00013142098944841094, 0.00013142098944841094]",[972]
[118],"[(1137.5, -122.5)]","[0, 1]","[34.027121396735936, 32.3575114464717]","[414.88160029174117, 729.4772940837117]","[1.0, 1.0]","[1737, 1737]","[0.0002291466036964236, 0.0002291466036964236]",[631]
[124],"[(1400.0, -735.0)]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[26.82145748682296, 20.71217233513271, 31.785899843806153, 11.511040623967054, 37.502355108998074, 10.163945352271769, 15.588692690970882, 48.58634101754263, 81.94816010856854]","[491.5533338793933, 304.968289253719, 2672.7910585092673, 2231.390288274047, 2796.842410931591, 2110.424565736243, 1211.5324251940717, 2369.8590974217723, 324.41694678925717]","[1.0, 1.0, 1.0, 1.0, 0.9365483763159842, 0.9999999999999996, 1.0, 0.8836473007639313, 1.0]","[4674, 4674]","[0.0006136480566252475, 0.0006136480566252475]",[691]
[133],"[(682.5, -315.0)]","[0, 1, 2]","[16.2764291332196, 21.5206411665471, 315.485736603099]","[1876.4332805994636, 1088.3550202589663, 872.0818505134552]","[1.0, 1.0, 0.9999999999999998]","[2474, 2474]","[0.0003248107171781905, 0.0003248107171781905]",[115]
[140],"[(1522.5, -577.5)]",[0],[1274.019230624091],[472.5558742204394],[1.0],"[14941, 14941]","[0.001961599403944763, 0.001961599403944763]",[10121]
[274],"[(280.0, -1837.5)]","[0, 1, 2]","[26.127687147263817, 35.20600355862344, 49.49747468305833]","[1970.9067828931993, 1395.3782705579822, 2787.5880830147444]","[1.0, 0.9844806755835093, 1.0]","[9804, 9804]","[0.001287164216335885, 0.001287164216335885]",[6512]
[288],"[(1312.5, -210.0)]","[0, 1, 2, 3]","[494.9747468305833, 699.9999999999999, 44.99770425732575, 782.6237921249262]","[1481.7748180964345, 777.8744846876893, 1599.5542808928592, 1268.5197043317291]","[1.0, 0.9999999999999998, 1.0, 0.9999999999999998]","[11284, 11284]","[0.0014814729719639051, 0.0014814729719639051]",[8891]
[292],"[(1050.0, -385.0)]","[0, 1, 2, 3]","[43.74999999999999, 247.48737341529161, 521.7491947499509, 174.99999999999997]","[687.3180723151623, 2482.960858885024, 456.84526313621154, 1283.9245930966438]","[0.9999999999999998, 1.0, 1.0, 0.9999999999999998]","[10547, 10547]","[0.001384712463249141, 0.001384712463249141]",[7376]
[300],"[(3342.5, -1207.5)]",[0],[21.739549781247952],[1202.7167042977967],[1.0],"[3933, 3933]","[0.0005163623891114887, 0.0005163623891114887]",[3216]
[295],"[(997.5, -175.0)]","[0, 1, 2, 3, 4]","[36.66479606152469, 106.4857428534914, 35.507246376811594, 254.95097567963924, 184.46619684315547]","[440.8093707455215, 366.8797730057289, 2022.2779475507132, 2108.948167963365, 1313.0287116711131]","[1.0, 0.9708241402648897, 1.0, 1.0, 1.0]","[5398, 5398]","[0.000708701799243279, 0.000708701799243279]",[2939]
[304],"[(1155.0, -175.0)]","[0, 1]","[23.54887619274325, 174.99999999999997]","[266.0677641818118, 1841.617937524874]","[1.0, 0.9999999999999998]","[8338, 8338]","[0.0010946935165043461, 0.0010946935165043461]",[7342]
[312],"[(472.5, -437.5)]","[0, 1, 2, 3]","[109.53136065339343, 41.20474801222783, 44.27188724235731, 44.99770425732575]","[219.35188980771727, 311.2530953518514, 476.0904459177625, 506.2373145684453]","[0.9999419210800415, 0.8898743243296483, 1.0, 1.0]","[2468, 2468]","[0.0003240229789796985, 0.0003240229789796985]",[295]
[315],"[(822.5, -175.0)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[15.032155926731054, 31.359065730027858, 12.962962962962964, 42.309850588132825, 21.75763700711028, 26.723832758632984, 36.206896551724135, 58.33333333333333, 154.67960838455724, 130.43729868748773]","[2631.3461153934904, 717.3672037423706, 635.0160941982633, 1090.6715850139135, 2394.015689440872, 1769.9249454371954, 256.5833163195855, 562.1076922496363, 881.3138154746135, 1963.151301669198]","[0.9999999999999998, 1.0, 1.0, 1.0, 1.0, 0.9999999999999998, 1.0, 1.0, 0.9999999999999998, 1.0]","[2477, 2477]","[0.0003252045862774365, 0.0003252045862774365]",[635]
[317],"[(2292.5, -2047.5)]","[0, 1, 2, 3, 4]","[16.153846153846153, 61.48873228105182, 82.49579113843055, 54.99719409228703, 50.00000000000001]","[2163.9168820960012, 2027.5673433964744, 1700.7335224753324, 1101.9586750973967, 2544.9023225438405]","[1.0, 1.0, 1.0, 1.0, 1.0]","[7604, 7604]","[0.000998326876888828, 0.000998326876888828]",[1975]
[316],"[(1540.0, -227.5)]",[0],[246.01208840363927],[781.817290314408],[0.8406786379655363],"[14941, 14941]","[0.001961599403944763, 0.001961599403944763]",[856]
[318],"[(367.5, -1960.0)]",[0],[466.6666666666667],[3388.9154855163156],[1.0],"[3207, 3207]","[0.00042104606709395995, 0.00042104606709395995]",[324]
[319],"[(1050.0, -1050.0)]","[0, 1, 2, 3]","[20.325168576988467, 40.707836981045034, 54.99719409228703, 87.49999999999999]","[1353.9621538544081, 1055.8269695784184, 318.10219309073284, 1994.070578046734]","[1.0, 0.9999999999999998, 1.0, 0.9999999999999998]","[4669, 4669]","[0.0006129916081265041, 0.0006129916081265041]",[3241]
[321],"[(1977.5, -962.5)]","[0, 1, 2]","[19.41450686788302, 1261.942946412396, 55.90169943749474]","[459.849589027032, 313.659015927956, 1528.2773375715828]","[1.0, 0.9999999999999998, 1.0]","[1001, 1001]","[0.00013142098944841094, 0.00013142098944841094]",[289]
[323],"[(1697.5, -1417.5)]","[0, 1, 2]","[629.773484250047, 247.48737341529161, 424.6730768746969]","[587.4407683293939, 275.89434711158407, 144.90192306240908]","[0.9477258569901591, 1.0, 1.0]","[14941, 14941]","[0.001961599403944763, 0.001961599403944763]",[9684]
