,instance,burstTime,SPB,SPBch,burstDur,burstPeak,IBI,bISI_mean,bISI_CV,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Instance,,Spikes per Burst,Spikes per Burst per Electrode,Burst Duration,Burst Peak Firing Rate,IBI,Mean Burst ISI,Burst ISI CV,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
0,1,1.68,1693,1.94,0.28,5.49,N/A,28.76,0.97,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
1,1,3.39,1579,1.81,0.27,4.98,1.29,29.39,0.95,2024-12-27,M06792,1,000122,HET_80K,#f7c19b,25.11.2024,0,Run #000122,33
2,1,4.68,1462,1.68,0.27,4.86,1.59,27.6,0.98,2024-12-27,M06792,1,000122,HET_80K,#f7c19b,25.11.2024,0,Run #000122,33
3,1,6.27,1459,1.68,0.26,4.7,1.26,25.25,0.92,2024-12-27,M06792,1,000122,WT_100K,#8cdee2,25.11.2024,0,Run #000122,33
4,1,7.53,1646,1.89,0.25,5.46,3.33,16.68,1.07,2024-12-27,M06792,1,000122,WT_100K,#8cdee2,25.11.2024,0,Run #000122,33
5,1,10.86,1107,1.27,0.31,3.42,1.38,39.23,0.89,2024-12-27,M06792,1,000122,WT_60K,#bdccff,25.11.2024,0,Run #000122,33
6,1,12.24,1753,2.01,0.27,5.55,1.63,29.11,0.95,2024-12-27,M06792,1,000122,WT_60K,#bdccff,25.11.2024,0,Run #000122,33
7,1,13.87,1747,2.01,0.26,5.7,1.93,22.79,1.02,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
8,1,15.8,1616,1.86,0.33,4.72,1.34,39.66,1.01,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
9,1,17.14,1923,2.21,0.27,6.03,1.95,29.13,1.06,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
10,1,19.09,1293,1.48,0.27,4.14,1.69,30.6,1.04,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
11,1,20.78,1876,2.15,0.27,5.84,1.24,25.66,1.01,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
12,1,22.02,1211,1.39,0.27,3.82,1.21,34.6,0.97,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
13,1,23.23,1392,1.6,0.26,4.55,1.59,24.81,0.95,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
14,1,24.82,1898,2.18,0.31,5.7,1.17,35.99,1.1,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
15,1,25.99,1744,2.0,0.25,5.69,4.42,18.03,1.52,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
16,1,30.41,2593,2.98,0.32,7.59,2.36,31.91,1.14,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
17,1,32.77,1769,2.03,0.26,5.61,1.51,26.59,0.93,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
18,1,34.28,1776,2.04,0.25,5.83,1.58,20.87,1.0,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
19,1,35.86,1645,1.89,0.29,5.08,1.26,31.95,0.95,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
20,1,37.12,2050,2.35,0.27,6.29,2.67,26.45,1.0,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
21,1,39.79,1653,1.9,0.29,5.03,1.33,35.96,0.92,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
22,1,41.12,1895,2.18,0.25,6.37,2.86,13.5,1.2,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
23,1,43.98,1250,1.44,0.26,4.07,1.27,28.71,0.96,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
24,1,45.25,1998,2.29,0.26,6.52,2.94,20.21,1.08,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
25,1,48.19,1787,2.05,0.29,5.76,1.41,27.63,1.05,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
26,1,49.6,1979,2.27,0.26,6.19,2.36,23.76,1.13,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
27,1,51.96,1864,2.14,0.26,5.81,2.17,27.27,1.02,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
28,1,54.13,1116,1.28,0.25,3.59,1.2,25.6,0.97,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
29,1,55.33,1411,1.62,0.25,4.59,1.17,23.11,0.89,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
30,1,56.5,2076,2.38,0.27,6.58,3.46,25.38,1.07,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
31,1,59.96,1323,1.52,0.25,4.5,3.77,15.87,1.32,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
32,1,63.73,1628,1.87,0.26,5.3,1.75,23.51,0.95,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
33,1,65.48,1968,2.26,0.35,5.81,1.0,35.82,1.1,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
34,1,66.48,1563,1.79,0.24,5.16,1.98,21.64,1.04,2024-12-27,M06792,1,000122,N/A,N/A,N/A,N/A,N/A,N/A
