,burstFrequency,percSpikesinBursts,SPB_mean,SPB_std,SPB_CV,SPB_median,SPB_P10,SPB_P90,SPBch_mean,SPBch_std,SPBch_CV,SPBch_median,SPBch_P10,SPBch_P90,burstDur_mean,burstDur_std,burstDur_CV,burstDur_median,burstDur_P10,burstDur_P90,burstPeak_mean,burstPeak_std,burstPeak_CV,burstPeak_median,burstPeak_P10,burstPeak_P90,IBI_mean,IBI_std,IBI_CV,IBI_median,IBI_P10,IBI_P90,burstISI_mean,burstISI_std,burstISI_CV,burstISI_median,burstISI_P10,burstISI_P90,nonburstISI_mean,nonburstISI_std,nonburstISI_CV,nonburstISI_median,nonburstISI_P10,nonburstISI_P90,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Burst Frequency,Spikes within Bursts,Mean Spikes per Burst,Spikes per Burst std,Spikes per Burst CV,Median Spikes per Burst,Spikes per Burst 10th percentile,Spikes per Burst 90th percentile,Mean Spikes per Burst per Electrode,Spikes per Burst per Electrode std,Spikes per Burst per Electrode CV,Median Spikes per Burst per Electrode,Spikes per Burst per Electrode 10th percentile,Spikes per Burst per Electrode 90th percentile,Mean Burst Duration,Burst Duration std,Burst Duration CV,Median Burst Duration,Burst Duration 10th percentile,Burst Duration 90th percentile,Mean Burst Peak Firing Rate,Burst Peak Firing Rate std,Burst Peak Firing Rate CV,Median Burst Peak Firing Rate,Burst Peak Firing Rate 10th percentile,Burst Peak Firing Rate 90th percentile,Mean IBI,IBI std,IBI CV,Median IBI,IBI 10th percentile,IBI 90th percentile,Mean ISI within Burst,ISI within Burst std,ISI within Burst CV,Median ISI within Burst,ISI within Burst 10th percentile,ISI within Burst 90th percentile,Mean ISI outside Burst,ISI outside Burst std,ISI outside Burst CV,Median ISI outside Burst,ISI outside Burst 10th percentile,ISI outside Burst 90th percentile,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
1,0.48,84.0,2179.47,452.74,0.21,2176.0,1695.8,2600.2,2.19,0.46,0.21,2.19,1.7,2.62,0.27,0.06,0.23,0.25,0.24,0.31,5.87,1.01,0.17,5.95,4.59,7.0,2.09,0.58,0.28,2.01,1.43,2.8,24.5,41.76,1.7,14.0,5.6,45.7,117.5,274.46,2.34,32.7,8.7,255.5,2024-12-16,M06804,1,000005,MED,#55aaff,15.11.2024,0,Run #000005,32
2,0.53,55.04,3369.92,1204.12,0.36,3127.0,2161.0,4851.0,3.43,1.22,0.36,3.18,2.2,4.93,0.34,0.11,0.33,0.3,0.25,0.48,8.52,1.95,0.23,8.42,6.04,11.15,1.87,0.67,0.36,1.72,1.16,2.8,37.64,53.34,1.42,18.4,5.0,93.9,173.29,293.52,1.69,46.3,6.1,537.3,2024-12-16,M06804,2,000005,HIGH,#55aaff,15.11.2024,0,Run #000005,32
3,0.34,23.55,945.45,432.13,0.46,796.5,568.2,1520.1,0.98,0.45,0.46,0.82,0.59,1.58,0.27,0.06,0.24,0.25,0.23,0.3,2.96,1.22,0.41,2.49,1.96,4.62,2.94,1.61,0.55,2.67,1.3,4.88,39.48,46.96,1.19,23.6,4.4,94.8,192.91,359.62,1.86,90.1,28.3,416.6,2024-12-16,M06804,3,000005,LOW,#55aaff,15.11.2024,0,Run #000005,32
4,0.34,79.56,2103.88,772.72,0.37,2072.0,1105.0,3045.8,2.1,0.77,0.37,2.07,1.1,3.04,0.25,0.02,0.09,0.25,0.24,0.28,5.81,2.07,0.36,5.76,3.08,8.42,2.92,1.05,0.36,2.72,1.81,4.5,19.37,26.53,1.37,10.2,3.3,45.0,208.77,421.7,2.02,56.7,6.4,527.9,2024-12-16,M06804,4,000005,HIGH,#ffaaff,15.11.2024,1,Run #000005,32
5,0.35,52.26,2101.05,1054.04,0.5,1874.0,1084.4,3266.0,2.1,1.05,0.5,1.88,1.09,3.27,0.29,0.07,0.24,0.27,0.25,0.34,5.52,2.28,0.41,5.05,3.04,8.68,2.85,1.41,0.5,2.59,1.39,4.75,37.56,46.72,1.24,21.6,5.1,88.1,337.56,560.59,1.66,90.0,7.4,1011.1,2024-12-16,M06804,5,000005,LOW,#ffaaff,15.11.2024,1,Run #000005,32
6,0.36,56.54,1770.03,921.46,0.52,1558.5,915.1,2855.6,1.77,0.92,0.52,1.56,0.91,2.85,0.26,0.04,0.15,0.25,0.24,0.29,4.85,2.32,0.48,4.3,2.59,7.91,2.76,1.3,0.47,2.42,1.44,4.44,26.95,32.08,1.19,16.1,4.6,62.6,305.02,553.58,1.81,98.3,9.5,859.5,2024-12-16,M06804,6,000005,MED,#ffaaff,15.11.2024,1,Run #000005,32
