,instance,burstTime,SPB,SPBch,burstDur,burstPeak,IBI,bISI_mean,bISI_CV,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Instance,,Spikes per Burst,Spikes per Burst per Electrode,Burst Duration,Burst Peak Firing Rate,IBI,Mean Burst ISI,Burst ISI CV,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
0,1,0.99,1981,1.99,0.25,5.65,N/A,20.49,1.08,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
1,1,3.46,2593,2.61,0.25,7.22,2.62,18.17,0.98,2024-12-16,M06804,1,000014,MED,#55aaff,15.11.2024,0,Run #000014,32
2,1,6.08,2346,2.36,0.25,6.55,2.05,18.94,1.06,2024-12-16,M06804,1,000014,HIGH,#55aaff,15.11.2024,0,Run #000014,32
3,1,8.13,2456,2.47,0.25,6.95,2.42,21.33,1.04,2024-12-16,M06804,1,000014,LOW,#55aaff,15.11.2024,0,Run #000014,32
4,1,10.55,2028,2.04,0.25,5.6,1.17,22.22,0.93,2024-12-16,M06804,1,000014,HIGH,#ffaaff,15.11.2024,1,Run #000014,32
5,1,11.72,2271,2.28,0.25,6.39,3.11,17.83,1.02,2024-12-16,M06804,1,000014,LOW,#ffaaff,15.11.2024,1,Run #000014,32
6,1,14.83,2239,2.25,0.29,6.39,2.97,24.98,0.98,2024-12-16,M06804,1,000014,MED,#ffaaff,15.11.2024,1,Run #000014,32
7,1,17.8,2140,2.15,0.27,6.1,2.07,22.71,1.03,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
8,1,19.87,1891,1.9,0.25,5.36,2.98,19.38,1.52,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
9,1,22.85,2811,2.83,0.29,7.94,2.02,23.03,1.05,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
10,1,24.87,2815,2.83,0.26,8.06,2.06,18.07,1.17,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
11,1,26.93,1805,1.82,0.27,5.01,1.66,24.76,0.87,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
12,1,28.59,2492,2.51,0.25,6.92,2.13,15.7,0.96,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
13,1,30.72,2087,2.1,0.25,5.78,2.25,17.01,0.87,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
14,1,32.97,2549,2.56,0.25,7.42,2.78,16.94,1.08,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
15,1,35.75,2355,2.37,0.25,6.69,2.25,17.39,0.85,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
16,1,38.0,2545,2.56,0.25,7.01,2.5,18.86,1.04,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
17,1,40.5,2333,2.35,0.26,6.69,2.71,19.53,1.11,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
18,1,43.21,2504,2.52,0.25,7.2,2.78,16.55,1.05,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
19,1,45.99,2036,2.05,0.25,5.66,2.23,20.92,0.88,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
20,1,48.22,2407,2.42,0.26,6.92,2.87,18.4,1.34,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
21,1,51.09,2683,2.7,0.25,7.45,2.18,19.81,0.97,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
22,1,53.27,2343,2.36,0.25,6.62,2.8,16.99,0.97,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
23,1,56.07,2612,2.63,0.35,6.93,3.5,33.96,1.13,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
24,1,59.57,2426,2.44,0.25,6.76,1.95,17.26,0.88,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
25,1,61.52,2673,2.69,0.25,7.41,2.43,15.25,1.06,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
26,1,63.95,3767,3.79,0.46,7.52,2.04,53.09,1.69,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
27,1,65.99,2138,2.15,0.25,6.18,2.29,19.67,0.98,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
28,1,68.28,2159,2.17,0.25,6.11,2.21,18.5,1.11,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
29,1,70.49,2066,2.08,0.26,5.77,2.08,19.53,0.94,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
30,1,72.57,2332,2.35,0.25,6.67,2.31,17.66,0.94,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
31,1,74.88,3145,3.16,0.29,8.34,2.5,36.34,1.08,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
32,1,77.38,2186,2.2,0.27,6.26,2.96,23.04,1.07,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
33,1,80.34,2276,2.29,0.27,6.34,2.04,23.25,1.08,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
34,1,82.38,2564,2.58,0.25,7.1,2.23,17.07,0.92,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
35,1,84.61,1930,1.94,0.26,5.3,1.85,23.11,0.88,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
36,1,86.46,2431,2.45,0.27,6.94,2.17,21.26,1.05,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
37,1,88.63,2231,2.24,0.25,6.23,2.07,18.45,0.89,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
38,1,90.7,2073,2.09,0.25,5.72,1.63,18.41,0.93,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
39,1,92.33,2549,2.56,0.24,7.23,2.64,14.48,0.94,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
40,1,94.97,1985,2.0,0.25,5.61,2.29,20.03,0.94,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
41,1,97.26,2154,2.17,0.26,5.97,2.27,21.39,1.0,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
42,1,99.53,2519,2.53,0.25,7.14,2.41,14.84,1.01,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
43,1,101.94,2282,2.3,0.25,6.41,2.29,16.07,0.92,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
44,1,104.23,2591,2.61,0.26,7.55,2.57,16.92,1.11,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
45,1,106.8,1899,1.91,0.25,5.33,1.74,18.12,0.77,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
46,1,108.54,2459,2.47,0.25,6.96,2.97,17.16,1.07,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
47,1,111.51,1979,1.99,0.25,5.61,1.58,20.93,0.93,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
48,1,113.09,2650,2.67,0.25,7.54,2.12,17.41,1.03,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
49,1,115.21,2398,2.41,0.24,6.75,2.26,17.2,0.9,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
50,1,117.47,2196,2.21,0.25,6.09,2.2,19.93,0.92,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
51,1,119.67,2571,2.59,0.25,7.29,2.54,15.88,1.1,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
52,1,122.21,2107,2.12,0.25,5.87,1.49,19.88,0.91,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
53,1,123.7,2168,2.18,0.25,6.01,2.1,21.12,0.79,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
54,1,125.8,2139,2.15,0.25,5.99,2.52,16.76,0.86,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
55,1,128.32,2414,2.43,0.25,6.88,2.62,15.7,0.99,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
56,1,130.94,2114,2.13,0.25,5.89,2.63,17.75,0.9,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
57,1,133.57,2540,2.56,0.32,6.23,1.1,26.57,1.4,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
58,1,134.67,1934,1.95,0.24,5.42,2.89,16.06,0.92,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
59,1,137.56,1946,1.96,0.24,5.47,1.93,16.72,0.81,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
60,1,139.49,2681,2.7,0.25,7.64,2.38,15.5,1.01,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
61,1,141.87,1668,1.68,0.25,4.67,2.04,20.68,0.82,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
62,1,143.91,2587,2.6,0.25,7.44,2.19,16.93,1.0,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
63,1,146.1,2148,2.16,0.27,5.91,1.44,23.93,1.0,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
64,1,147.54,2593,2.61,0.25,7.19,1.74,16.4,0.99,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
65,1,149.28,1983,1.99,0.25,5.49,2.66,20.55,0.91,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
66,1,151.94,1867,1.88,0.25,5.34,1.3,19.48,0.9,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
67,1,153.24,2331,2.35,0.24,6.6,2.16,15.6,0.93,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
68,1,155.4,2442,2.46,0.25,6.77,2.21,15.8,0.92,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
69,1,157.61,2066,2.08,0.27,5.72,1.73,24.02,0.93,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
70,1,159.34,2349,2.36,0.25,6.63,2.43,16.08,0.96,2024-12-16,M06804,1,000014,N/A,N/A,N/A,N/A,N/A,N/A
