,wellNo,folderPath,wellplateID,runID,assayTag,startTime,stopTime,date,control,gain,lsb,fs,hpf,numberOfConfigurations,durationPerConfiguration,wellGroupName,wellGroupColor,Plating Date,div
Instance,Well Number,Folder Path,Wellplate ID,Assay Run ID,Assay Tag,Start Time,Stop Time,Date,Control,Gain,LSB,Sampling Frequency,HPF,Number of Configurations,Duration per Configuration,Well Group Name,Well Group Color,,DIV
1,1,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000014,M06804,000014,Run #000014,21:33:39,22:03:39,2024-12-16,0,512.0,6.294,10000.0,1.0,1,1800.019,MED,#55aaff,15.11.2024,32
2,2,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000014,M06804,000014,Run #000014,21:33:39,22:03:39,2024-12-16,0,512.0,6.294,10000.0,1.0,1,1800.016,HIGH,#55aaff,15.11.2024,32
3,3,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000014,M06804,000014,Run #000014,21:33:39,22:03:39,2024-12-16,0,512.0,6.294,10000.0,1.0,1,1800.015,LOW,#55aaff,15.11.2024,32
4,4,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000014,M06804,000014,Run #000014,21:33:39,22:03:39,2024-12-16,1,512.0,6.294,10000.0,1.0,1,1800.013,HIGH,#ffaaff,15.11.2024,32
5,5,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000014,M06804,000014,Run #000014,21:33:39,22:03:39,2024-12-16,1,512.0,6.294,10000.0,1.0,1,1800.012,LOW,#ffaaff,15.11.2024,32
6,6,/media/rbs-maxtwo/harddisk24tbVol1/StimAssays_12162024_MP/241216/M06804/Network/000014,M06804,000014,Run #000014,21:33:39,22:03:39,2024-12-16,1,512.0,6.294,10000.0,1.0,1,1800.01,MED,#ffaaff,15.11.2024,32
