unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[23],"[(2642.5, -420.0)]","[0, 1, 2, 3]","[96.60128204160605, 89.75274678557507, 86.95819912499181, 233.33333333333334]","[292.8011209457931, 199.24038412485382, 187.6236136554213, 296.5247584249853]","[1.0, 1.0, 1.0, 1.0]","[7615, 7615]","[0.0009541194168469736, 0.0009541194168469736]",[6839]
[15],"[(245.0, -507.5)]","[0, 1]","[40.992488187367876, 37.98463530680504]","[442.7188724235731, 1567.8190781710546]","[1.0, 1.0]","[6124, 6124]","[0.0007673049650388531, 0.0007673049650388531]",[2783]
[10],"[(3010.0, -1837.5)]","[0, 1]","[277.3856099136804, 255.24612261974832]","[337.8272324682383, 141.35952653311244]","[0.9629223737986023, 0.9999223204930341]","[9059, 9059]","[0.0011350450160494726, 0.0011350450160494726]",[8074]
[0],"[(3500.0, -577.5)]",[0],[92.10526315789474],[122.5],[1.0],"[14200, 14200]","[0.0017791852553154335, 0.0017791852553154335]",[220]
[18],"[(2642.5, -437.5)]",[0],[181.1918281101387],[272.7252655370487],[0.9984413471203561],"[13462, 13462]","[0.0016867177399335468, 0.0016867177399335468]",[5318]
[1],"[(3500.0, -612.5)]","[0, 1, 2, 3, 4, 5, 6]","[164.3317570598824, 94.40137276837393, 335.4045168663976, 274.5660653995857, 145.32713177635452, 566.5871365063168, 296.1689541169298]","[195.78301273761372, 144.4770742683953, 282.2181748845293, 136.71978600072214, 217.412559593767, 215.25985389555098, 235.31768751241117]","[0.9548751040023845, 0.7955947015575138, 0.8738838008290916, 0.9986040543002555, 0.9945655707038419, 0.9809813229683094, 1.0]","[14200, 14200]","[0.0017791852553154335, 0.0017791852553154335]",[13530]
[7],"[(3010.0, -1820.0)]","[0, 1]","[539.2468602444178, 122.93400516743223]","[176.12866428930465, 296.8706430871342]","[0.9810412780251194, 0.7945558601417658]","[14200, 14200]","[0.0017791852553154335, 0.0017791852553154335]",[10172]
[5],"[(3010.0, -1837.5)]","[0, 1, 2]","[58.31856213403963, 169.84240327668323, 212.24620106555605]","[166.625397107502, 250.7207609760411, 262.8426223902931]","[0.9711168328484934, 0.9412886495330197, 0.9628327692221896]","[14200, 14200]","[0.0017791852553154335, 0.0017791852553154335]",[7248]
[27],"[(2590.0, -455.0)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[13.716771156656478, 16.742483488534276, 58.333333333333336, 61.137180116071505, 40.08574913794948, 51.260011289468615, 37.35155805169162, 747.0311610338324, 36.8421052631579, 2733.587386567329]","[555.9016217321251, 2466.801501369024, 402.5, 406.4627397738707, 928.6914159821421, 398.0990834849956, 175.15182147569465, 253.14418475029947, 2095.9226293222555, 2994.5424258795374]","[1.0, 0.8434890034921879, 1.0, 0.7804066611406999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1735, 1735]","[0.0002173863674628364, 0.0002173863674628364]",[84]
[33],"[(2607.5, -910.0)]","[0, 1, 2, 3]","[101.27962605306247, 73.72746754413345, 63.698211197700275, 100.00000000000001]","[2384.280119404873, 2562.361436970639, 263.94834428021886, 171.67936932836645]","[0.9244426669952938, 0.9495131949047111, 0.9801944271028102, 1.0]","[1000, 1000]","[0.00012529473628981926, 0.00012529473628981926]",[854]
