unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[32],"[(1977.5, -1032.5)]",[0],[484.6985368816625],[216.02560276804223],[0.9918017819903069],"[14940, 14940]","[0.0018719033601698996, 0.0018719033601698996]",[1651]
[4],"[(490.0, -2012.5)]",[0],[82.49579113843055],[138.12613897236298],[1.0],"[14940, 14940]","[0.0018719033601698996, 0.0018719033601698996]",[13730]
[92],"[(3220.0, -1750.0)]",[0],[244.1860465116279],[1838.2873228921896],[0.9966777408637872],"[14940, 14940]","[0.0018719033601698996, 0.0018719033601698996]",[2127]
[132],"[(2625.0, -1382.5)]","[0, 1, 2, 3, 4]","[34.61715048119958, 11.529137302697217, 12.622964389111713, 46.11654921078887, 106.06601717798215]","[467.6130599071174, 653.4201212251738, 2320.852031427173, 502.5324909242689, 899.7195610795403]","[1.0, 1.0, 1.0, 1.0, 1.0]","[2463, 2463]","[0.00030860093548182484, 0.00030860093548182484]",[79]
[129],"[(612.5, -770.0)]",[0],[445.4162193055282],[91.63118960624632],[0.9529178311557845],"[14940, 14940]","[0.0018719033601698996, 0.0018719033601698996]",[11325]
[180],"[(507.5, -1977.5)]",[0],[26.087459737497543],[1675.371094986093],[0.9999999999999998],"[1003, 1003]","[0.00012624709123492124, 0.00012624709123492124]",[338]
[203],"[(3080.0, -1540.0)]","[0, 1, 2]","[40.13455344230391, 122.97746456210363, 494.9747468305833]","[725.9988225287537, 649.5672986751842, 502.4057795799955]","[1.0, 1.0, 1.0]","[2478, 2478]","[0.0003104803565261721, 0.0003104803565261721]",[656]
[196],"[(542.5, -1995.0)]","[0, 1, 2]","[128.22387816087365, 124.9321276893755, 397.50329866078897]","[115.0885963944758, 103.0111165540218, 201.01957715883992]","[0.9869543302698639, 0.9904857199351464, 0.8423343345516308]","[14940, 14940]","[0.0018719033601698996, 0.0018719033601698996]",[5753]
[217],"[(752.5, -665.0)]","[0, 1]","[57.72347875864725, 30.100915081727933]","[729.9774629707466, 3067.996488691037]","[1.0, 0.9999999999999998]","[1726, 1726]","[0.00021625871483622804, 0.00021625871483622804]",[88]
[275],"[(3605.0, -875.0)]","[0, 1]","[25.659796463112336, 59.974122799320845]","[313.04951684997053, 1133.900252001613]","[1.0, 0.9502233474108395]","[1739, 1739]","[0.0002178875464079957, 0.0002178875464079957]",[81]
[297],"[(1627.5, -1207.5)]","[0, 1, 2, 3]","[16.511091520063076, 74.07262624041844, 40.936334093960525, 27.498597046143516]","[107.15434844830907, 844.5116365897233, 128.17971810589327, 1120.980920777137]","[0.9660987922449943, 0.9529690699550429, 0.8321917808219178, 1.0]","[2462, 2462]","[0.00030847564074553503, 0.00030847564074553503]",[938]
[300],"[(647.5, -665.0)]","[0, 1]","[27.40409473519845, 235.14918432537436]","[1124.246833348112, 313.44452212665647]","[0.8715876342340205, 1.0]","[2463, 2463]","[0.00030860093548182484, 0.00030860093548182484]",[2201]
[298],"[(3325.0, -1102.5)]",[0],[358.3207087197778],[310.00859123708017],[0.9438710254730849],"[14940, 14940]","[0.0018719033601698996, 0.0018719033601698996]",[13532]
[306],"[(3797.5, -945.0)]",[0],[28.284633018381403],[1650.826794402931],[0.9934436140090482],"[7606, 7606]","[0.0009529917642203652, 0.0009529917642203652]",[2504]
