,burstFrequency,percSpikesinBursts,SPB_mean,SPB_std,SPB_CV,SPB_median,SPB_P10,SPB_P90,SPBch_mean,SPBch_std,SPBch_CV,SPBch_median,SPBch_P10,SPBch_P90,burstDur_mean,burstDur_std,burstDur_CV,burstDur_median,burstDur_P10,burstDur_P90,burstPeak_mean,burstPeak_std,burstPeak_CV,burstPeak_median,burstPeak_P10,burstPeak_P90,IBI_mean,IBI_std,IBI_CV,IBI_median,IBI_P10,IBI_P90,burstISI_mean,burstISI_std,burstISI_CV,burstISI_median,burstISI_P10,burstISI_P90,nonburstISI_mean,nonburstISI_std,nonburstISI_CV,nonburstISI_median,nonburstISI_P10,nonburstISI_P90,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Burst Frequency,Spikes within Bursts,Mean Spikes per Burst,Spikes per Burst std,Spikes per Burst CV,Median Spikes per Burst,Spikes per Burst 10th percentile,Spikes per Burst 90th percentile,Mean Spikes per Burst per Electrode,Spikes per Burst per Electrode std,Spikes per Burst per Electrode CV,Median Spikes per Burst per Electrode,Spikes per Burst per Electrode 10th percentile,Spikes per Burst per Electrode 90th percentile,Mean Burst Duration,Burst Duration std,Burst Duration CV,Median Burst Duration,Burst Duration 10th percentile,Burst Duration 90th percentile,Mean Burst Peak Firing Rate,Burst Peak Firing Rate std,Burst Peak Firing Rate CV,Median Burst Peak Firing Rate,Burst Peak Firing Rate 10th percentile,Burst Peak Firing Rate 90th percentile,Mean IBI,IBI std,IBI CV,Median IBI,IBI 10th percentile,IBI 90th percentile,Mean ISI within Burst,ISI within Burst std,ISI within Burst CV,Median ISI within Burst,ISI within Burst 10th percentile,ISI within Burst 90th percentile,Mean ISI outside Burst,ISI outside Burst std,ISI outside Burst CV,Median ISI outside Burst,ISI outside Burst 10th percentile,ISI outside Burst 90th percentile,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
1,0.47,67.22,1646.03,224.7,0.14,1649.0,1373.5,1918.5,1.83,0.25,0.14,1.84,1.53,2.14,0.26,0.01,0.05,0.26,0.25,0.28,5.1,0.68,0.13,5.12,4.24,5.95,2.13,0.63,0.3,2.1,1.33,3.04,25.3,25.7,1.02,16.7,5.7,55.8,151.19,256.1,1.69,60.3,6.1,400.1,2024-12-27,M06792,1,000110,HET_80K,#f7c19b,25.11.2024,0,Run #000110,33
2,0.53,70.72,2136.54,283.94,0.13,2140.0,1896.4,2365.0,2.32,0.31,0.13,2.32,2.06,2.57,0.27,0.04,0.15,0.26,0.25,0.29,6.38,0.59,0.09,6.44,5.68,7.06,1.87,0.43,0.23,1.83,1.36,2.44,25.13,27.92,1.11,15.7,6.0,55.7,151.4,255.97,1.69,54.3,8.4,405.7,2024-12-27,M06792,2,000110,HET_80K,#f7c19b,25.11.2024,0,Run #000110,33
3,0.25,32.68,1196.63,437.83,0.37,1162.0,587.0,1814.0,1.35,0.5,0.37,1.31,0.67,2.05,0.25,0.01,0.06,0.25,0.24,0.27,3.91,1.37,0.35,3.85,1.98,5.84,3.95,2.1,0.53,3.71,1.51,6.88,21.7,26.13,1.2,11.7,3.8,53.4,205.5,420.71,2.05,66.8,23.4,493.3,2024-12-27,M06792,3,000110,WT_100K,#8cdee2,25.11.2024,0,Run #000110,33
4,0.35,27.2,1048.24,455.88,0.43,956.0,609.3,1592.7,1.18,0.51,0.43,1.07,0.68,1.79,0.27,0.06,0.24,0.25,0.23,0.3,3.38,1.09,0.32,3.14,2.18,5.04,2.84,1.39,0.49,2.54,1.33,4.64,32.04,41.59,1.3,17.0,4.4,79.1,180.11,294.58,1.64,83.2,16.9,425.7,2024-12-27,M06792,4,000110,WT_100K,#8cdee2,25.11.2024,0,Run #000110,33
5,0.53,39.12,1349.39,295.82,0.22,1332.0,1008.1,1652.8,1.5,0.33,0.22,1.48,1.12,1.84,0.29,0.07,0.22,0.27,0.25,0.36,4.15,0.65,0.16,4.17,3.26,4.93,1.87,0.65,0.35,1.76,1.12,2.71,31.42,42.04,1.34,16.6,4.8,75.5,122.59,213.1,1.74,46.7,7.4,338.3,2024-12-27,M06792,5,000110,WT_60K,#bdccff,25.11.2024,0,Run #000110,33
6,0.56,54.47,1388.63,282.37,0.2,1421.0,992.8,1722.2,1.55,0.32,0.2,1.59,1.11,1.92,0.28,0.04,0.16,0.27,0.25,0.31,4.3,0.85,0.2,4.38,3.09,5.35,1.78,0.49,0.27,1.74,1.21,2.38,26.93,32.32,1.2,15.9,5.2,61.6,127.58,195.7,1.53,59.1,11.3,329.4,2024-12-27,M06792,6,000110,WT_60K,#bdccff,25.11.2024,0,Run #000110,33
