unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[4],"[(665.0, -997.5)]","[0, 1, 2, 3]","[52.5809561005165, 153.65253728286223, 27.498597046143516, 349.99999999999994]","[420.0285132721147, 1123.4951489467232, 802.0718683494774, 1149.0614212229048]","[0.9999999999999996, 0.8408241664284576, 1.0, 0.9999999999999998]","[3876, 3876]","[0.00048564239785933944, 0.00048564239785933944]",[1972]
[17],"[(1785.0, -0.0)]","[0, 1]","[8.235294117647058, 36.0841845017691]","[962.5, 428.18192972009797]","[1.0, 1.0]","[3160, 3160]","[0.00039593136667582883, 0.00039593136667582883]",[896]
[7],"[(980.0, -910.0)]","[0, 1]","[78.32246134641585, 116.66666666666667]","[282.69203098786465, 268.0618686073362]","[0.9291257084228861, 1.0]","[8228, 8228]","[0.001030925090192633, 0.001030925090192633]",[334]
[8],"[(980.0, -910.0)]","[0, 1, 2, 3, 4, 5]","[433.5445344608139, 612.4999999999999, -2040.833163195855, 201.95814752871306, 435.4250717176298, 714.9745933911527]","[206.83480841906328, 216.74038412485382, 126.79039550132192, 162.09209668673648, 510.3249790984213, 509.7129266250506]","[0.7669778297714105, 0.9999999999999998, 1.0, 0.9015104564549561, 0.9833474073764503, 0.825680104128161]","[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[11406]
[9],"[(980.0, -910.0)]","[0, 1, 2, 3, 4, 5]","[379.4563709790883, 253.23547340029756, 308.79087450184153, 537.7874573610106, 490.04928378996397, 293.60357439151045]","[247.15434844830907, 409.47104865919295, 275.05058254565813, 227.74707801181137, 258.6512551493031, 193.58951059522462]","[0.8284005938932741, 0.8323791727279364, 0.9652740983643503, 0.9999297840498315, 0.9618377300720545, 0.9959032371192643]","[11136, 11136]","[0.0013952821833234273, 0.0013952821833234273]",[1255]
[32],"[(997.5, -245.0)]","[0, 1, 2]","[35.66937507295811, 70.63657755635644, 39.528470752104745]","[1054.0392209865574, 669.8997595224417, 1356.1208744433159]","[0.9370604843891396, 0.8797166328841622, 1.0]","[988, 988]","[0.0001237911994543414, 0.0001237911994543414]",[584]
[19],"[(2135.0, -2047.5)]",[0],[495.17283014387334],[645.5236367898779],[0.9805109776521846],"[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[626]
[53],"[(3150.0, -1802.5)]","[0, 1]","[27.46048393420794, 156.52475842498527]","[2453.238694883872, 1589.7599809307353]","[1.0, 1.0]","[1718, 1718]","[0.00021525635694590948, 0.00021525635694590948]",[568]
[80],"[(2030.0, -560.0)]","[0, 1, 2, 3]","[57.32026749226521, 9.100276652615422, 38.132300160871516, 58.3729769063741]","[543.1396119108931, 476.6311896062463, 1033.417925473962, 645.297723356688]","[0.9998022129175576, 1.0, 1.0, 0.9180159582389895]","[2446, 2446]","[0.0003064709249648979, 0.0003064709249648979]",[473]
[73],"[(525.0, -437.5)]","[0, 1]","[186.1057485078176, 217.7050983124842]","[90.33985905294664, 95.76237921249263]","[0.9782423550434265, 0.9865077078888084]","[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[8593]
[98],"[(630.0, -682.5)]","[0, 1, 2]","[32.795535292453806, 82.46211251235322, 65.62499999999999]","[738.74292938131, 3087.6401427246274, 1717.2090586646063]","[0.8058866032837554, 1.0, 0.9999999999999996]","[5342, 5342]","[0.0006693244812602144, 0.0006693244812602144]",[1726]
[79],"[(1260.0, -420.0)]",[0],[93.15922616590716],[145.67971810589327],[0.9745634122629527],"[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[11528]
[99],"[(980.0, -857.5)]","[0, 1, 2, 3]","[23.810244271932007, 22.727272727272727, 8.506780349183982, 21.212121212121215]","[2286.292672030566, 717.7430086879187, 942.5448545460678, 479.6644968751869]","[1.0, 1.0, 1.0, 1.0]","[1727, 1727]","[0.00021638400957251785, 0.00021638400957251785]",[373]
[101],"[(1225.0, -1627.5)]","[0, 1, 2]","[25.753937681885642, 40.697674418604656, 44.99770425732575]","[343.0971473206198, 1336.7597808302323, 525.5489424887988]","[1.0, 1.0, 1.0]","[1727, 1727]","[0.00021638400957251785, 0.00021638400957251785]",[1633]
[102],"[(2152.5, -2047.5)]",[0],[36.39520197283701],[2017.709433494002],[1.0],"[1727, 1727]","[0.00021638400957251785, 0.00021638400957251785]",[949]
[103],"[(1225.0, -1627.5)]","[0, 1, 2]","[12.829898231556168, 32.81249999999999, 391.3118960624631]","[519.6647472273556, 1004.9245376931444, 358.26237921249265]","[1.0, 0.9999999999999996, 0.9999999999999998]","[1727, 1727]","[0.00021638400957251785, 0.00021638400957251785]",[1633]
[114],"[(577.5, -822.5)]",[0],[288.2586011580649],[157.5],[0.9999883516338504],"[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[4075]
[127],"[(665.0, -1400.0)]","[0, 1, 2]","[46.09076589920411, 30.434782608695656, 56.0]","[1780.4583028401953, 578.3461143691009, 1051.4052424966967]","[0.8304552590266877, 1.0, 1.0]","[3172, 3172]","[0.0003974349035113067, 0.0003974349035113067]",[1394]
[149],"[(1522.5, -1487.5)]","[0, 1]","[16.97749375254331, 144.30869689661813]","[178.60269272852793, 1527.6031623885315]","[1.0, 1.0]","[993, 993]","[0.00012441767313579053, 0.00012441767313579053]",[42]
[132],"[(1067.5, -542.5)]","[0, 1, 2, 3]","[381.99642668361673, 231.40873463046591, 281.48655500919534, 455.8397956065237]","[306.542966283897, 158.94834428021886, 162.09209668673645, 475.38451806855574]","[0.9415910559357382, 0.9803895319195566, 0.9951605776800379, 0.9755923759874731]","[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[5773]
[152],"[(1522.5, -1487.5)]","[0, 1]","[69.28027455060574, 23.018346827203715]","[366.1290373614311, 874.0114205376057]","[0.9276822178006952, 1.0]","[993, 993]","[0.00012441767313579053, 0.00012441767313579053]",[42]
[145],"[(1155.0, -1225.0)]",[0],[213.35071312105572],[132.58859639447581],[0.9699975702123835],"[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[6996]
[147],"[(1225.0, -1627.5)]",[0],[352.5501193620862],[345.1760135742884],[0.9820703661213797],"[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[2349]
[160],"[(1627.5, -1347.5)]","[0, 1, 2, 3]","[37.26779962499649, 105.13797640643571, 23.018346827203715, 180.2775637731995]","[189.67188177949228, 264.0812923907755, 914.8309098300225, 1607.1684701551578]","[1.0, 0.9999999999999998, 1.0, 1.0]","[1713, 1713]","[0.00021462988326446039, 0.00021462988326446039]",[67]
