,burstFrequency,percSpikesinBursts,SPB_mean,SPB_std,SPB_CV,SPB_median,SPB_P10,SPB_P90,SPBch_mean,SPBch_std,SPBch_CV,SPBch_median,SPBch_P10,SPBch_P90,burstDur_mean,burstDur_std,burstDur_CV,burstDur_median,burstDur_P10,burstDur_P90,burstPeak_mean,burstPeak_std,burstPeak_CV,burstPeak_median,burstPeak_P10,burstPeak_P90,IBI_mean,IBI_std,IBI_CV,IBI_median,IBI_P10,IBI_P90,burstISI_mean,burstISI_std,burstISI_CV,burstISI_median,burstISI_P10,burstISI_P90,nonburstISI_mean,nonburstISI_std,nonburstISI_CV,nonburstISI_median,nonburstISI_P10,nonburstISI_P90,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Burst Frequency,Spikes within Bursts,Mean Spikes per Burst,Spikes per Burst std,Spikes per Burst CV,Median Spikes per Burst,Spikes per Burst 10th percentile,Spikes per Burst 90th percentile,Mean Spikes per Burst per Electrode,Spikes per Burst per Electrode std,Spikes per Burst per Electrode CV,Median Spikes per Burst per Electrode,Spikes per Burst per Electrode 10th percentile,Spikes per Burst per Electrode 90th percentile,Mean Burst Duration,Burst Duration std,Burst Duration CV,Median Burst Duration,Burst Duration 10th percentile,Burst Duration 90th percentile,Mean Burst Peak Firing Rate,Burst Peak Firing Rate std,Burst Peak Firing Rate CV,Median Burst Peak Firing Rate,Burst Peak Firing Rate 10th percentile,Burst Peak Firing Rate 90th percentile,Mean IBI,IBI std,IBI CV,Median IBI,IBI 10th percentile,IBI 90th percentile,Mean ISI within Burst,ISI within Burst std,ISI within Burst CV,Median ISI within Burst,ISI within Burst 10th percentile,ISI within Burst 90th percentile,Mean ISI outside Burst,ISI outside Burst std,ISI outside Burst CV,Median ISI outside Burst,ISI outside Burst 10th percentile,ISI outside Burst 90th percentile,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
1,0.49,88.2,2245.99,410.12,0.18,2223.5,1808.0,2577.0,2.26,0.41,0.18,2.24,1.82,2.59,0.26,0.06,0.22,0.25,0.24,0.28,6.14,0.82,0.13,6.19,5.03,7.09,2.04,0.42,0.2,2.04,1.48,2.58,22.08,37.46,1.7,13.5,5.6,40.6,127.57,252.21,1.98,40.0,8.5,287.81,2024-12-16,M06804,1,000009,MED,#55aaff,15.11.2024,0,Run #000009,32
2,0.5,53.68,3272.55,2626.49,0.8,2852.0,1985.1,4446.0,3.32,2.66,0.8,2.89,2.01,4.5,0.33,0.18,0.56,0.28,0.25,0.43,8.06,2.15,0.27,7.62,5.57,10.86,2.01,0.85,0.42,1.82,1.16,3.06,36.64,56.66,1.55,18.1,5.0,88.1,180.92,316.61,1.75,53.4,6.4,529.6,2024-12-16,M06804,2,000009,HIGH,#55aaff,15.11.2024,0,Run #000009,32
3,0.33,23.47,857.51,368.63,0.43,765.0,520.6,1264.6,0.94,0.4,0.43,0.84,0.57,1.39,0.26,0.05,0.21,0.25,0.23,0.3,2.84,1.09,0.38,2.58,1.87,3.98,3.06,2.0,0.65,2.43,1.25,5.56,36.52,43.14,1.18,21.8,4.4,87.6,210.18,424.71,2.02,91.8,19.2,465.9,2024-12-16,M06804,3,000009,LOW,#55aaff,15.11.2024,0,Run #000009,32
4,0.33,76.83,2175.14,752.54,0.35,2151.5,1236.7,3010.4,2.17,0.75,0.35,2.15,1.24,3.0,0.25,0.02,0.1,0.25,0.24,0.27,6.03,2.03,0.34,5.94,3.44,8.34,3.06,1.08,0.35,2.92,1.81,4.64,19.24,26.24,1.36,10.2,3.3,44.7,231.67,460.12,1.99,65.8,6.8,609.5,2024-12-16,M06804,4,000009,HIGH,#ffaaff,15.11.2024,1,Run #000009,32
5,0.34,52.17,2099.43,1237.34,0.59,1866.0,1116.6,3206.6,2.1,1.24,0.59,1.87,1.12,3.21,0.29,0.09,0.29,0.27,0.25,0.35,5.48,2.21,0.4,5.16,3.12,8.46,2.92,1.38,0.47,2.63,1.39,4.67,37.37,47.96,1.28,21.5,5.1,86.6,337.88,571.57,1.69,107.5,7.6,1011.14,2024-12-16,M06804,5,000009,LOW,#ffaaff,15.11.2024,1,Run #000009,32
6,0.38,58.28,1773.58,898.08,0.51,1601.0,951.4,2716.2,1.77,0.9,0.51,1.6,0.95,2.71,0.27,0.05,0.18,0.25,0.24,0.31,4.79,2.12,0.44,4.31,2.66,7.47,2.63,1.1,0.42,2.37,1.4,4.15,28.21,35.83,1.27,16.2,4.6,65.3,284.65,505.91,1.78,94.8,9.2,758.5,2024-12-16,M06804,6,000009,MED,#ffaaff,15.11.2024,1,Run #000009,32
