,burstFrequency,percSpikesinBursts,SPB_mean,SPB_std,SPB_CV,SPB_median,SPB_P10,SPB_P90,SPBch_mean,SPBch_std,SPBch_CV,SPBch_median,SPBch_P10,SPBch_P90,burstDur_mean,burstDur_std,burstDur_CV,burstDur_median,burstDur_P10,burstDur_P90,burstPeak_mean,burstPeak_std,burstPeak_CV,burstPeak_median,burstPeak_P10,burstPeak_P90,IBI_mean,IBI_std,IBI_CV,IBI_median,IBI_P10,IBI_P90,burstISI_mean,burstISI_std,burstISI_CV,burstISI_median,burstISI_P10,burstISI_P90,nonburstISI_mean,nonburstISI_std,nonburstISI_CV,nonburstISI_median,nonburstISI_P10,nonburstISI_P90,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Burst Frequency,Spikes within Bursts,Mean Spikes per Burst,Spikes per Burst std,Spikes per Burst CV,Median Spikes per Burst,Spikes per Burst 10th percentile,Spikes per Burst 90th percentile,Mean Spikes per Burst per Electrode,Spikes per Burst per Electrode std,Spikes per Burst per Electrode CV,Median Spikes per Burst per Electrode,Spikes per Burst per Electrode 10th percentile,Spikes per Burst per Electrode 90th percentile,Mean Burst Duration,Burst Duration std,Burst Duration CV,Median Burst Duration,Burst Duration 10th percentile,Burst Duration 90th percentile,Mean Burst Peak Firing Rate,Burst Peak Firing Rate std,Burst Peak Firing Rate CV,Median Burst Peak Firing Rate,Burst Peak Firing Rate 10th percentile,Burst Peak Firing Rate 90th percentile,Mean IBI,IBI std,IBI CV,Median IBI,IBI 10th percentile,IBI 90th percentile,Mean ISI within Burst,ISI within Burst std,ISI within Burst CV,Median ISI within Burst,ISI within Burst 10th percentile,ISI within Burst 90th percentile,Mean ISI outside Burst,ISI outside Burst std,ISI outside Burst CV,Median ISI outside Burst,ISI outside Burst 10th percentile,ISI outside Burst 90th percentile,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
1,0.46,51.18,1689.31,451.46,0.27,1659.0,1341.0,1955.4,1.93,0.52,0.27,1.9,1.53,2.24,0.28,0.09,0.31,0.27,0.25,0.31,5.26,0.72,0.14,5.28,4.34,6.11,2.19,0.84,0.38,2.08,1.19,3.27,28.73,36.43,1.27,17.2,5.8,64.8,131.36,239.56,1.82,54.3,6.9,326.3,2024-12-28,M06792,1,000136,HET_80K,#f7c19b,25.11.2024,0,Run #000136,33
2,0.5,58.69,1978.85,422.37,0.21,2037.5,1359.1,2428.9,2.19,0.47,0.21,2.26,1.51,2.69,0.29,0.04,0.14,0.28,0.26,0.32,5.96,1.2,0.2,6.21,4.11,7.34,1.98,0.51,0.26,1.95,1.36,2.58,29.33,32.3,1.1,18.3,6.5,66.1,147.52,240.4,1.63,58.7,9.7,395.4,2024-12-28,M06792,2,000136,HET_80K,#f7c19b,25.11.2024,0,Run #000136,33
3,0.39,41.31,1065.41,321.2,0.3,1026.0,665.5,1527.5,1.22,0.37,0.3,1.18,0.76,1.76,0.26,0.04,0.15,0.25,0.24,0.29,3.5,0.97,0.28,3.4,2.28,4.92,2.55,1.28,0.5,2.15,1.23,4.46,23.61,32.98,1.4,12.1,4.0,56.3,178.54,310.68,1.74,71.3,9.1,451.3,2024-12-28,M06792,3,000136,WT_100K,#8cdee2,25.11.2024,0,Run #000136,33
4,0.33,18.67,1342.75,584.59,0.44,1205.0,918.4,1866.6,1.54,0.67,0.44,1.39,1.06,2.15,0.31,0.12,0.39,0.27,0.23,0.43,4.18,0.74,0.18,3.98,3.47,5.12,3.03,1.7,0.56,2.61,1.24,5.48,40.9,53.34,1.3,21.1,5.4,101.9,142.27,247.09,1.74,72.5,11.8,313.9,2024-12-28,M06792,4,000136,WT_100K,#8cdee2,25.11.2024,0,Run #000136,33
5,0.46,30.3,1461.85,1421.32,0.97,1262.5,961.0,1795.5,1.65,1.61,0.97,1.43,1.08,2.03,0.31,0.27,0.88,0.26,0.23,0.38,4.26,0.7,0.17,4.17,3.42,5.24,2.15,1.01,0.47,1.87,1.18,3.42,37.38,71.32,1.91,17.0,5.0,87.5,128.81,220.95,1.72,47.1,6.8,354.7,2024-12-28,M06792,5,000136,WT_60K,#bdccff,25.11.2024,0,Run #000136,33
6,0.55,51.22,1447.69,306.74,0.21,1469.0,1033.0,1784.0,1.61,0.34,0.21,1.63,1.15,1.98,0.27,0.05,0.18,0.26,0.25,0.31,4.49,0.83,0.18,4.58,3.24,5.5,1.82,0.65,0.36,1.64,1.16,2.71,26.15,33.54,1.28,15.0,5.0,59.4,128.88,212.85,1.65,55.3,10.2,332.4,2024-12-28,M06792,6,000136,WT_60K,#bdccff,25.11.2024,0,Run #000136,33
