,burstFrequency,percSpikesinBursts,SPB_mean,SPB_std,SPB_CV,SPB_median,SPB_P10,SPB_P90,SPBch_mean,SPBch_std,SPBch_CV,SPBch_median,SPBch_P10,SPBch_P90,burstDur_mean,burstDur_std,burstDur_CV,burstDur_median,burstDur_P10,burstDur_P90,burstPeak_mean,burstPeak_std,burstPeak_CV,burstPeak_median,burstPeak_P10,burstPeak_P90,IBI_mean,IBI_std,IBI_CV,IBI_median,IBI_P10,IBI_P90,burstISI_mean,burstISI_std,burstISI_CV,burstISI_median,burstISI_P10,burstISI_P90,nonburstISI_mean,nonburstISI_std,nonburstISI_CV,nonburstISI_median,nonburstISI_P10,nonburstISI_P90,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Burst Frequency,Spikes within Bursts,Mean Spikes per Burst,Spikes per Burst std,Spikes per Burst CV,Median Spikes per Burst,Spikes per Burst 10th percentile,Spikes per Burst 90th percentile,Mean Spikes per Burst per Electrode,Spikes per Burst per Electrode std,Spikes per Burst per Electrode CV,Median Spikes per Burst per Electrode,Spikes per Burst per Electrode 10th percentile,Spikes per Burst per Electrode 90th percentile,Mean Burst Duration,Burst Duration std,Burst Duration CV,Median Burst Duration,Burst Duration 10th percentile,Burst Duration 90th percentile,Mean Burst Peak Firing Rate,Burst Peak Firing Rate std,Burst Peak Firing Rate CV,Median Burst Peak Firing Rate,Burst Peak Firing Rate 10th percentile,Burst Peak Firing Rate 90th percentile,Mean IBI,IBI std,IBI CV,Median IBI,IBI 10th percentile,IBI 90th percentile,Mean ISI within Burst,ISI within Burst std,ISI within Burst CV,Median ISI within Burst,ISI within Burst 10th percentile,ISI within Burst 90th percentile,Mean ISI outside Burst,ISI outside Burst std,ISI outside Burst CV,Median ISI outside Burst,ISI outside Burst 10th percentile,ISI outside Burst 90th percentile,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
1,0.2,70.85,2758.3,2405.26,0.87,2444.0,2050.0,3009.0,2.76,2.4,0.87,2.44,2.05,3.01,0.63,0.36,0.57,0.54,0.52,0.71,3.41,1.01,0.3,3.31,2.54,3.98,4.98,4.36,0.88,4.29,2.35,6.94,39.97,87.34,2.18,16.9,4.9,91.7,303.52,1329.06,4.38,53.7,12.8,442.53,2024-12-16,M06804,1,000002,MED,#55aaff,15.11.2024,0,Run #000002,32
2,0.34,59.02,4368.57,2914.02,0.67,3744.0,2993.9,5466.2,4.45,2.97,0.67,3.82,3.05,5.57,0.56,0.21,0.37,0.53,0.47,0.64,5.45,1.61,0.3,5.06,4.16,7.23,2.98,1.72,0.58,2.32,1.56,5.4,43.13,72.8,1.69,17.7,4.9,109.6,256.71,484.51,1.89,44.7,5.6,863.6,2024-12-16,M06804,2,000002,HIGH,#55aaff,15.11.2024,0,Run #000002,32
3,0.2,31.04,1507.23,549.22,0.36,1383.0,914.0,2141.0,1.59,0.58,0.36,1.46,0.96,2.26,0.53,0.05,0.1,0.52,0.49,0.58,2.31,0.75,0.33,2.12,1.53,3.18,4.95,2.36,0.48,4.4,2.38,8.02,39.57,55.88,1.41,18.3,4.3,105.2,290.31,554.54,1.91,115.0,29.3,680.3,2024-12-16,M06804,3,000002,LOW,#55aaff,15.11.2024,0,Run #000002,32
4,0.29,80.71,2245.31,775.76,0.35,2087.0,1427.4,3480.4,2.26,0.78,0.35,2.1,1.44,3.5,0.52,0.05,0.09,0.51,0.51,0.58,3.0,1.03,0.34,2.79,1.92,4.63,3.46,1.2,0.35,3.3,1.95,5.07,21.27,38.78,1.82,9.6,3.2,47.8,193.19,358.68,1.86,62.0,4.7,495.04,2024-12-16,M06804,4,000002,HIGH,#ffaaff,15.11.2024,1,Run #000002,32
5,0.22,49.42,2800.09,1603.21,0.57,2397.0,1615.6,3836.0,2.82,1.62,0.57,2.42,1.63,3.86,0.55,0.16,0.29,0.52,0.48,0.64,3.63,1.44,0.4,3.3,2.27,5.1,4.44,3.09,0.7,3.71,1.69,7.7,49.91,78.42,1.57,23.3,5.4,115.9,493.59,862.47,1.75,119.3,7.4,1450.8,2024-12-16,M06804,5,000002,LOW,#ffaaff,15.11.2024,1,Run #000002,32
6,0.24,52.0,2637.8,1393.25,0.53,2175.0,1603.0,4093.0,2.68,1.41,0.53,2.21,1.63,4.16,0.53,0.08,0.16,0.52,0.49,0.56,3.57,1.72,0.48,2.97,2.26,5.49,4.21,2.61,0.62,3.45,1.8,7.58,35.23,58.85,1.67,17.9,4.9,77.2,421.31,751.23,1.78,91.1,9.0,1447.32,2024-12-16,M06804,6,000002,MED,#ffaaff,15.11.2024,1,Run #000002,32
