unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[59],"[(805.0, -1470.0)]","[0, 1, 2, 3, 4, 5]","[39.500229186874265, 13.664162729122628, 19.08271001825746, 116.66666666666667, -643.6707347920415, 59.65558186730699]","[346.5102932981987, 446.6517551154098, 628.5817364485187, 1314.1543486989892, 1936.2661455545497, 558.3722711364743]","[0.9293841492429871, 0.9999999999999998, 1.0, 1.0, 0.9896570660677869, 0.823755801664518]","[913, 913]","[0.00011439409423260498, 0.00011439409423260498]",[238]
[17],"[(2642.5, -1872.5)]",[0],[12.721806678838309],[692.3494743649919],[1.0],"[1741, 1741]","[0.0002181381358805753, 0.0002181381358805753]",[699]
[13],"[(1627.5, -1207.5)]","[0, 1, 2]","[27.498597046143516, 41.190725901311914, 140.0]","[277.13732662400844, 665.2302233061874, 1338.2369652395407]","[1.0, 1.0, 1.0]","[7502, 7502]","[0.0009399611116462241, 0.0009399611116462241]",[6079]
[33],"[(1400.0, -1137.5)]","[0, 1]","[16.49915822768611, 18.42105263157895]","[1700.9078567504594, 700.0]","[1.0, 1.0]","[10410, 10410]","[0.0013043182047770185, 0.0013043182047770185]",[4584]
[19],"[(3290.0, -420.0)]",[0],[391.3118960624631],[95.76237921249263],[0.9999999999999998],"[14809, 14809]","[0.0018554897497159333, 0.0018554897497159333]",[5595]
[21],"[(2940.0, -1172.5)]","[0, 1]","[570.253647914506, 349.99999999999994]","[333.4268443312296, 1120.1388801416356]","[0.9892260979204619, 0.9999999999999998]","[14809, 14809]","[0.0018554897497159333, 0.0018554897497159333]",[290]
[1],"[(2467.5, -332.5)]","[0, 1, 2, 3, 4]","[356.36661235682175, 228.4498831525769, 297.4428049595791, 654.4524253259485, 287.3779572592218]","[198.17971810589327, 296.98484809834997, 106.73284148787373, 138.0111165540218, 150.87157373110014]","[0.9303515181181833, 1.0, 1.0, 0.9436303652178591, 0.9907245823515403]","[14809, 14809]","[0.0018554897497159333, 0.0018554897497159333]",[8044]
[85],"[(1067.5, -525.0)]","[0, 1, 2, 3, 4, 5, 6]","[16.470588235294116, 36.66479606152469, 36.46830866903824, 17.28688967688214, 167.4329761489461, 26.99505319655933, 28.571428571428573]","[175.0, 1423.112465473285, 471.25365098293594, 543.6307049417292, 1432.229589751825, 338.0610114275081, 524.326424501151]","[1.0, 1.0, 1.0, 1.0, 0.8903174015561861, 1.0, 1.0]","[3110, 3110]","[0.0003896666298613379, 0.0003896666298613379]",[2891]
[67],"[(612.5, -1802.5)]","[0, 1]","[226.759240355095, 354.50849718747367]","[201.0366075259094, 252.2871376374779]","[1.0, 0.9283141546004152]","[14809, 14809]","[0.0018554897497159333, 0.0018554897497159333]",[4119]
[92],"[(3325.0, -647.5)]","[0, 1, 2]","[17.5, 61.87184335382291, 553.3985905294662]","[217.03069939234913, 366.4359545178679, 432.41330354577235]","[1.0, 1.0, 1.0]","[9041, 9041]","[0.001132789710796256, 0.001132789710796256]",[2464]
[106],"[(1207.5, -1872.5)]","[0, 1]","[53.548870121855494, 291.54759474226506]","[133.8799269477755, 189.54165815979275]","[0.831535279534015, 1.0]","[14809, 14809]","[0.0018554897497159333, 0.0018554897497159333]",[10145]
[136],"[(2012.5, -1435.0)]","[0, 1, 2]","[417.04362552254963, 90.82879545767824, 114.22494157628844]","[425.70525482372364, 341.42357714942693, 1424.5841326948173]","[0.9633802188236749, 0.8667877019776852, 1.0]","[6764, 6764]","[0.0008474935962643374, 0.0008474935962643374]",[6717]
[170],"[(1400.0, -1137.5)]","[0, 1, 2, 3, 4, 5, 6, 7]","[11.052631578947368, 27.05338841394212, 37.94852695253706, 118.6768714593957, 57.8215309467369, 148.08447705846487, 100.61792555081206, -240.51449482769686]","[770.0, 832.541131018327, 327.4758960030752, 468.05907102609444, 456.40803698312504, 321.75679760232606, 251.7692287011179, 182.83406655420234]","[1.0, 0.9660375987970042, 0.9687169577279856, 0.9931602437143643, 0.8255039676037735, 1.0, 1.0, 0.9999999999999998]","[3199, 3199]","[0.0004008178613911318, 0.0004008178613911318]",[266]
[181],"[(3132.5, -315.0)]","[0, 1, 2, 3, 4, 5, 6, 7]","[25.19488168162263, 27.498597046143516, -157.7428683015495, 8.433734939759034, -184.46619684315547, 164.9915822768611, 174.99999999999997, 76.7958887199021]","[401.159015927956, 211.24368670764582, 87.84588466214898, 2417.1864956379886, 1002.4439979943832, 193.23533349097048, 203.2760293526184, 3207.3849884170922]","[0.8982433276589832, 1.0, 0.9999999999999998, 1.0, 1.0, 1.0, 0.9999999999999998, 0.8796026605079262]","[3182, 3182]","[0.00039868785087420486, 0.00039868785087420486]",[385]
[183],"[(3132.5, -315.0)]",[0],[97.82797401561578],[1936.2317008106722],[0.9999999999999998],"[8320, 8320]","[0.0010424522059312962, 0.0010424522059312962]",[4931]
[184],"[(840.0, -1610.0)]","[0, 1, 2, 3, 4]","[22.534695471649936, 42.579337712087536, 161.43252016028438, 44.99770425732575, 174.99999999999997]","[290.5971473206198, 305.97904367256797, 1130.6940486001988, 792.1658057703614, 1255.4877688107963]","[1.0, 1.0, 0.8051205835027199, 1.0, 0.9999999999999998]","[5303, 5303]","[0.0006644379865449116, 0.0006644379865449116]",[1946]
[197],"[(1172.5, -1890.0)]","[0, 1, 2]","[9.166199015381181, 18.918918918918916, 20.58823529411765]","[700.7702669905523, 380.1007900667136, 1299.307805406099]","[0.9999999999999996, 1.0, 1.0]","[6849, 6849]","[0.0008581436488489721, 0.0008581436488489721]",[1448]
