unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[1],"[(1365.0, -0.0)]","[0, 1]","[344.17185147114435, 87.49999999999999]","[209.13978084332643, 106.73284148787373]","[0.9379463477371586, 0.9999999999999998]","[15691, 15691]","[0.001965999707123554, 0.001965999707123554]",[9653]
[33],"[(892.5, -1750.0)]","[0, 1, 2, 3]","[332.71488248308606, 326.2610553359481, 197.55633572599288, 260.87459737497545]","[214.13118960624632, 196.46852334225127, 112.59462200367814, 133.37157373110014]","[0.959486626971739, 0.9921911390438979, 0.9669428335939503, 1.0]","[15691, 15691]","[0.001965999707123554, 0.001965999707123554]",[10328]
[0],"[(3605.0, -472.5)]","[0, 1, 2, 3]","[391.3118960624631, 296.16895411692974, 524.6460495031499, 297.4836170650385]","[117.39356881873894, 172.40721895886472, 278.5358832481694, 90.33985905294664]","[0.9999999999999998, 1.0, 0.8992442607718107, 0.9691935478273392]","[15691, 15691]","[0.001965999707123554, 0.001965999707123554]",[185]
[34],"[(105.0, -1732.5)]",[0],[276.18984044938577],[930.5300539758605],[0.9828101654850753],"[15691, 15691]","[0.001965999707123554, 0.001965999707123554]",[5662]
[53],"[(210.0, -1102.5)]",[0],[25.769410160110382],[628.0376545477097],[1.0],"[1000, 1000]","[0.00012529473628981926, 0.00012529473628981926]",[218]
[62],"[(87.5, -1382.5)]",[0],[48.275862068965516],[3879.7785368706145],[1.0],"[7604, 7604]","[0.0009527411747477856, 0.0009527411747477856]",[110]
[66],"[(2292.5, -1242.5)]","[0, 1, 2, 3, 4]","[36.504649013404524, 9.54135500912873, 23.57022603955159, 23.333333333333332, 97.82797401561578]","[887.5040983640145, 976.04610971056, 279.67403734746165, 1359.0742802492027, 744.5787425823694]","[0.8256867643767265, 1.0, 1.0, 1.0, 0.9999999999999998]","[2483, 2483]","[0.0003111068302076212, 0.0003111068302076212]",[1459]
[67],"[(1995.0, -630.0)]",[0],[310.3522653419894],[171.83480841906328],[0.997800206973651],"[15691, 15691]","[0.001965999707123554, 0.001965999707123554]",[9750]
[71],"[(2800.0, -262.5)]","[0, 1, 2, 3]","[74.23193802425861, 360.77174224154527, 721.5434844830905, 782.6237921249262]","[1675.0931926011285, 1531.8054197663828, 1903.0591793993883, 2398.5829267689287]","[1.0, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[13478, 13478]","[0.001688722455714184, 0.001688722455714184]",[5150]
[76],"[(3797.5, -1855.0)]","[0, 1]","[1049.9999999999998, 87.81740233072593]","[3452.0073172446623, 814.1763482325642]","[0.9999999999999996, 0.9806965013485085]","[6885, 6885]","[0.0008626542593554056, 0.0008626542593554056]",[2727]
[123],"[(70.0, -1785.0)]","[0, 1, 2]","[41.1764705882353, 26.14798385182159, 1106.7971810589324]","[371.6192210792485, 1434.0204128370506, 3288.722375861003]","[1.0, 0.8161825806542975, 1.0]","[4679, 4679]","[0.0005862540711000643, 0.0005862540711000643]",[162]
[130],"[(3027.5, -1277.5)]","[0, 1, 2]","[33.56016206898096, 82.49579113843053, 360.77174224154527]","[505.0804391381634, 218.55490892120562, 1403.1901293347585]","[0.9999999999999996, 1.0, 0.9999999999999998]","[1007, 1007]","[0.00012675056916606748, 0.00012675056916606748]",[7]
[125],"[(3202.5, -630.0)]",[0],[393.12472363702466],[3440.942714574781],[0.9142596226973049],"[15691, 15691]","[0.001965999707123554, 0.001965999707123554]",[81]
[126],"[(2747.5, -1137.5)]",[0],[232.5449327802587],[2878.0416409407226],[0.8378642833846051],"[15691, 15691]","[0.001965999707123554, 0.001965999707123554]",[93]
