,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,Unnamed: 51,Control,Assay Tag,DIV,Instance,Burst Frequency,Spikes within Bursts,Mean Spikes per Burst,Spikes per Burst std,Spikes per Burst CV,Median Spikes per Burst,Spikes per Burst 10th percentile,Spikes per Burst 90th percentile,Mean Spikes per Burst per Electrode,Spikes per Burst per Electrode std,Spikes per Burst per Electrode CV,Median Spikes per Burst per Electrode,Spikes per Burst per Electrode 10th percentile,Spikes per Burst per Electrode 90th percentile,Mean Burst Duration,Burst Duration std,Burst Duration CV,Median Burst Duration,Burst Duration 10th percentile,Burst Duration 90th percentile,Mean Burst Peak Firing Rate,Burst Peak Firing Rate std,Burst Peak Firing Rate CV,Median Burst Peak Firing Rate,Burst Peak Firing Rate 10th percentile,Burst Peak Firing Rate 90th percentile,Mean IBI,IBI std,IBI CV,Median IBI,IBI 10th percentile,IBI 90th percentile,Mean ISI within Burst,ISI within Burst std,ISI within Burst CV,Median ISI within Burst,ISI within Burst 10th percentile,ISI within Burst 90th percentile,Mean ISI outside Burst,ISI outside Burst std,ISI outside Burst CV,Median ISI outside Burst,ISI outside Burst 10th percentile,ISI outside Burst 90th percentile
54,2024-12-17,M06804,1,27,MED,#55aaff,15.11.2024,0,Run #000027,32,1,0.52,81.06,2228.61,476.06,0.21,2197.0,1739.0,2682.5,2.22,0.48,0.21,2.19,1.74,2.68,0.27,0.07,0.26,0.25,0.25,0.3,6.0,0.91,0.15,6.02,4.84,7.14,1.92,0.45,0.24,1.9,1.37,2.5,25.9,44.27,1.71,15.2,6.0,49.1,114.31,272.5,2.38,34.2,8.2,220.1
59,2024-12-17,M06804,6,27,MED,#ffaaff,15.11.2024,1,Run #000027,32,6,0.34,59.03,2168.69,1259.07,0.58,1882.0,1105.2,3317.0,2.18,1.26,0.58,1.89,1.11,3.33,0.26,0.05,0.17,0.25,0.24,0.29,5.89,2.72,0.46,5.27,3.19,9.03,2.97,1.32,0.45,2.69,1.53,4.87,25.62,32.24,1.26,14.8,4.4,58.9,312.65,533.4,1.71,121.8,10.5,828.7
1,2024-12-20,M06804,2,29,HIGH,#55aaff,15.11.2024,0,Run #000029,35,2,0.55,47.53,2626.2,746.78,0.28,2485.0,1740.2,3687.6,2.71,0.77,0.28,2.56,1.79,3.8,0.3,0.08,0.25,0.28,0.24,0.39,7.12,1.68,0.24,6.85,5.09,9.41,1.82,0.6,0.33,1.69,1.12,2.64,34.79,48.51,1.39,17.5,4.8,86.2,161.66,247.48,1.53,43.8,6.0,508.6
2,2024-12-20,M06804,3,29,LOW,#55aaff,15.11.2024,0,Run #000029,35,3,0.39,21.1,1550.81,407.97,0.26,1415.0,1133.3,2148.0,1.69,0.45,0.26,1.54,1.24,2.34,0.26,0.02,0.09,0.26,0.24,0.29,5.22,1.08,0.21,4.82,4.13,6.8,2.56,1.08,0.42,2.42,1.34,3.92,35.26,38.29,1.09,20.5,4.4,89.9,158.14,235.57,1.49,89.3,26.5,334.5
3,2024-12-20,M06804,4,29,HIGH,#ffaaff,15.11.2024,1,Run #000029,35,4,0.34,67.61,2075.7,687.41,0.33,2070.0,1123.6,3045.4,2.08,0.69,0.33,2.07,1.13,3.05,0.26,0.02,0.07,0.25,0.24,0.28,5.81,1.93,0.33,5.79,3.24,8.47,2.9,0.98,0.34,2.85,1.64,4.19,20.15,27.93,1.39,9.9,3.1,50.9,202.5,413.33,2.04,47.3,3.4,568.9
4,2024-12-20,M06804,5,29,LOW,#ffaaff,15.11.2024,1,Run #000029,35,5,0.28,60.03,2100.38,1251.15,0.6,1746.0,1014.3,3291.2,2.14,1.27,0.6,1.78,1.03,3.35,0.3,0.12,0.39,0.26,0.25,0.39,5.43,2.42,0.44,4.81,2.96,8.88,3.58,1.41,0.39,3.35,1.92,5.51,39.86,57.57,1.44,20.3,4.9,94.8,296.81,596.96,2.01,94.2,8.8,690.74
5,2024-12-20,M06804,6,29,MED,#ffaaff,15.11.2024,1,Run #000029,35,6,0.31,50.89,1443.97,735.01,0.51,1309.0,660.0,2291.2,1.46,0.74,0.51,1.32,0.66,2.32,0.26,0.04,0.14,0.25,0.24,0.27,4.04,1.99,0.49,3.53,1.96,6.51,3.22,1.31,0.41,3.03,1.64,4.77,25.47,30.21,1.19,14.8,4.4,60.64,279.31,497.89,1.78,109.4,16.7,669.45
49,2024-12-20,M06804,2,29,HIGH,#55aaff,15.11.2024,0,Run #000029,35,2,0.55,47.53,2626.2,746.78,0.28,2485.0,1740.2,3687.6,2.71,0.77,0.28,2.56,1.79,3.8,0.3,0.08,0.25,0.28,0.24,0.39,7.12,1.68,0.24,6.85,5.09,9.41,1.82,0.6,0.33,1.69,1.12,2.64,34.79,48.51,1.39,17.5,4.8,86.2,161.66,247.48,1.53,43.8,6.0,508.6
50,2024-12-20,M06804,3,29,LOW,#55aaff,15.11.2024,0,Run #000029,35,3,0.39,21.1,1550.81,407.97,0.26,1415.0,1133.3,2148.0,1.69,0.45,0.26,1.54,1.24,2.34,0.26,0.02,0.09,0.26,0.24,0.29,5.22,1.08,0.21,4.82,4.13,6.8,2.56,1.08,0.42,2.42,1.34,3.92,35.26,38.29,1.09,20.5,4.4,89.9,158.14,235.57,1.49,89.3,26.5,334.5
51,2024-12-20,M06804,4,29,HIGH,#ffaaff,15.11.2024,1,Run #000029,35,4,0.34,67.61,2075.7,687.41,0.33,2070.0,1123.6,3045.4,2.08,0.69,0.33,2.07,1.13,3.05,0.26,0.02,0.07,0.25,0.24,0.28,5.81,1.93,0.33,5.79,3.24,8.47,2.9,0.98,0.34,2.85,1.64,4.19,20.15,27.93,1.39,9.9,3.1,50.9,202.5,413.33,2.04,47.3,3.4,568.9
52,2024-12-20,M06804,5,29,LOW,#ffaaff,15.11.2024,1,Run #000029,35,5,0.28,60.03,2100.38,1251.15,0.6,1746.0,1014.3,3291.2,2.14,1.27,0.6,1.78,1.03,3.35,0.3,0.12,0.39,0.26,0.25,0.39,5.43,2.42,0.44,4.81,2.96,8.88,3.58,1.41,0.39,3.35,1.92,5.51,39.86,57.57,1.44,20.3,4.9,94.8,296.81,596.96,2.01,94.2,8.8,690.74
53,2024-12-20,M06804,6,29,MED,#ffaaff,15.11.2024,1,Run #000029,35,6,0.31,50.89,1443.97,735.01,0.51,1309.0,660.0,2291.2,1.46,0.74,0.51,1.32,0.66,2.32,0.26,0.04,0.14,0.25,0.24,0.27,4.04,1.99,0.49,3.53,1.96,6.51,3.22,1.31,0.41,3.03,1.64,4.77,25.47,30.21,1.19,14.8,4.4,60.64,279.31,497.89,1.78,109.4,16.7,669.45
48,2024-12-20,M06804,1,29,MED,#55aaff,15.11.2024,0,Run #000029,35,1,0.2,57.32,1875.86,288.07,0.15,1805.0,1572.4,2297.6,1.88,0.29,0.15,1.8,1.57,2.3,0.32,0.03,0.1,0.31,0.28,0.35,5.02,1.04,0.21,4.78,3.97,6.57,5.07,1.05,0.21,4.97,4.24,5.8,35.79,53.66,1.5,8.1,2.9,128.6,168.66,473.5,2.81,55.3,14.9,277.6
0,2024-12-20,M06804,1,29,MED,#55aaff,15.11.2024,0,Run #000029,35,1,0.2,57.32,1875.86,288.07,0.15,1805.0,1572.4,2297.6,1.88,0.29,0.15,1.8,1.57,2.3,0.32,0.03,0.1,0.31,0.28,0.35,5.02,1.04,0.21,4.78,3.97,6.57,5.07,1.05,0.21,4.97,4.24,5.8,35.79,53.66,1.5,8.1,2.9,128.6,168.66,473.5,2.81,55.3,14.9,277.6
