unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[9],"[(1942.5, -1645.0)]","[0, 1, 2, 3, 4]","[33.60121930099503, 14.142135623730951, 47.85653299453977, 17.5, 111.80339887498948]","[453.32831900487497, 331.6764958735076, 873.3262598826536, 406.0630579455541, 1563.3928448618913]","[0.8473230803644953, 1.0, 0.990747073925552, 1.0, 1.0]","[1718, 1718]","[0.00033066878387075433, 0.00033066878387075433]",[668]
[13],"[(1645.0, -245.0)]","[0, 1]","[37.51854851047229, 20.58823529411765]","[649.7819811321209, 444.7294465506796]","[1.0, 1.0]","[6047, 6047]","[0.0011638848289094595, 0.0011638848289094595]",[2408]
[12],"[(1855.0, -420.0)]","[0, 1, 2]","[38.88407588307482, 71.14761746590239, 31.413461374951275]","[136.803411496604, 215.0040129758619, 428.57741467935284]","[0.9711845374687075, 1.0, 1.0]","[3152, 3152]","[0.0006066752076604293, 0.0006066752076604293]",[970]
[0],"[(2065.0, -892.5)]",[0],[460.3416558635551],[315.8105589346128],[0.8542074574090802],"[11089, 11089]","[0.002134334193447494, 0.002134334193447494]",[3369]
[52],"[(1820.0, -787.5)]","[0, 1, 2]","[521.1279634412782, 14.877185247074033, 52.48990675757279]","[266.9294304227414, 1024.5788861414535, 144.57270054082036]","[0.997287276685863, 1.0, 1.0]","[985, 985]","[0.0001912203644834866, 0.0001912203644834866]",[140]
[77],"[(1067.5, -735.0)]","[0, 1, 2]","[81.08924506731209, 213.13115228785088, 61.48873228105182]","[141.44834428021886, 296.00416132784835, 212.83985905294662]","[0.9899475125045891, 0.9863100688052409, 1.0]","[11089, 11089]","[0.002134334193447494, 0.002134334193447494]",[7673]
[101],"[(1137.5, -420.0)]","[0, 1]","[494.9747468305833, 240.51449482769686]","[131.197081621748, 760.2404622451215]","[1.0, 0.9999999999999998]","[3875, 3875]","[0.0007458332581485291, 0.0007458332581485291]",[3828]
[100],"[(857.5, -542.5)]","[0, 1, 2]","[15.971914124998497, 56.61764705882353, 50.47771785649584]","[1628.7663295460607, 530.7933771208754, 1519.0719067172242]","[1.0, 0.9758064516129031, 1.0]","[6763, 6763]","[0.0013016955677054198, 0.0013016955677054198]",[6585]
[103],"[(1645.0, -297.5)]","[0, 1, 2]","[29.675551537726076, 90.13878188659974, 18.332398030762345]","[1080.8405065437498, 204.18665791584442, 1253.823012069026]","[0.991744832758905, 1.0, 1.0]","[4601, 4601]","[0.00088556872793326, 0.00088556872793326]",[1685]
[102],"[(1627.5, -490.0)]","[0, 1]","[57.98220135978512, 28.8659793814433]","[308.94812292758826, 884.5216585163927]","[0.9313366781072717, 1.0]","[2432, 2432]","[0.0004680945764689607, 0.0004680945764689607]",[395]
[110],"[(1190.0, -822.5)]","[0, 1]","[84.48381749846942, 77.62398274722574]","[760.8312319963188, 758.0692155722242]","[0.8370179571076626, 0.9905260336162497]","[4595, 4595]","[0.0008844138893399977, 0.0008844138893399977]",[1961]
[141],"[(1645.0, -227.5)]","[0, 1, 2]","[41.251519671086726, 32.43437025177578, 20.12358511016241]","[634.6035417868648, 333.5895105952246, 869.4190935258571]","[0.9980647606142603, 1.0, 1.0]","[3881, 3881]","[0.0007469880967417913, 0.0007469880967417913]",[970]
[115],"[(1750.0, -577.5)]","[0, 1, 2]","[491.13268388963735, 616.537255465062, 349.99999999999994]","[598.062621569591, 631.9688238632933, 178.84202800262554]","[0.8165704328889951, 0.8256473396624741, 0.9999999999999998]","[11089, 11089]","[0.002134334193447494, 0.002134334193447494]",[2965]
[155],"[(1382.5, -70.0)]",[0],[164.21229767847043],[504.473617568927],[0.9988372760937098],"[4594, 4594]","[0.0008842214162411207, 0.0008842214162411207]",[1695]
[163],"[(1505.0, -735.0)]","[0, 1, 2]","[12.221598687174895, 30.935921676911455, 123.74368670764582]","[609.7708454584326, 573.9811562681617, 902.5442716204408]","[1.0, 1.0, 1.0]","[8207, 8207]","[0.0015796267224838653, 0.0015796267224838653]",[3543]
[172],"[(1137.5, -962.5)]","[0, 1, 2, 3, 4, 5, 6]","[48.70269831820411, 28.793777672494826, 30.206073847082184, 57.39040684113382, 46.25885593286053, 88.38834764831846, 494.9747468305833]","[306.0969002297836, 258.4830794139636, 1446.174414242046, 699.1770300732957, 319.55519357097205, 158.74368670764582, 224.49747468305833]","[0.9750092275327248, 1.0, 1.0, 0.815900006992263, 1.0, 1.0, 1.0]","[2429, 2429]","[0.0004675171571723296, 0.0004675171571723296]",[473]
[174],"[(2047.5, -542.5)]","[0, 1, 2]","[130.09854658570757, 24.137931034482758, 116.66666666666667]","[161.80869689661813, 1325.3802734078045, 285.1985244636212]","[0.9998697312694256, 1.0, 1.0]","[6757, 6757]","[0.0013005407291121578, 0.0013005407291121578]",[1702]
[181],"[(1085.0, -945.0)]","[0, 1, 2]","[1443.086968966181, 87.49999999999999, -31.818181818181817]","[216.4630453449272, 161.80869689661813, 224.17936932836645]","[0.9999999999999998, 0.9999999999999998, 1.0]","[5322, 5322]","[0.0010243418322236056, 0.0010243418322236056]",[4633]
[182],"[(1855.0, -420.0)]","[0, 1, 2, 3]","[257.6441135945315, 71.14761746590239, 45.06939094329987, 532.497060842456]","[559.120385331094, 133.60223826543927, 141.35952653311244, 309.53683936828963]","[0.8243070204939639, 1.0, 1.0, 0.8883271765457684]","[3152, 3152]","[0.0006066752076604293, 0.0006066752076604293]",[22]
[185],"[(1732.5, -245.0)]","[0, 1, 2, 3, 4]","[65.01269724517971, 41.247895569215274, 640.8985905294663, -1997.4873734152916, -594.6320354788568]","[880.8763570679023, 588.2922139251908, 90.33985905294664, 136.99747468305833, 1401.4297218951124]","[1.0, 1.0, 0.9470424166227593, 0.9559743766094232, 0.9999999999999996]","[6035, 6035]","[0.001161575151722935, 0.001161575151722935]",[5997]
