unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[5],"[(1820.0, -770.0)]","[0, 1, 2]","[30.100915081727933, 38.95795350815789, 82.49579113843055]","[414.88160029174117, 1191.4356881873896, 1282.0722836095533]","[0.9999999999999998, 0.9447043225920647, 1.0]","[10049, 10049]","[0.0015318889460546124, 0.0015318889460546124]",[1630]
[20],"[(2397.5, -1085.0)]","[0, 1, 2]","[131.18972445147102, 436.2398934982771, 376.9615364994153]","[142.15434844830907, 445.97322561272756, 133.37157373110014]","[1.0, 0.9863495438225236, 1.0]","[8316, 8316]","[0.0012677070828331332, 0.0012677070828331332]",[3078]
[23],"[(945.0, -1592.5)]","[0, 1, 2, 3]","[75.95194573506217, 387.0843516541421, 379.8714922610685, 349.99999999999994]","[276.9865968859025, 315.3834675509723, 229.08957136979478, 161.80869689661813]","[0.9999999999999996, 0.9686711663623774, 0.9910955949190671, 0.9999999999999998]","[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[1544]
[9],"[(1942.5, -612.5)]","[0, 1, 2, 3]","[93.1849837598353, 267.76754801805157, 255.5884878629343, 168.54458637234748]","[169.22581160992445, 333.4270420406982, 161.55214883813318, 158.94834428021886]","[0.752264662904375, 0.988596075578858, 0.9906902376050187, 0.7549589634917895]","[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[5354]
[32],"[(2362.5, -1942.5)]","[0, 1]","[169.78253513790432, 224.3746821381385]","[172.7334278716856, 134.89356881873894]","[0.916906487414308, 0.8746961168950061]","[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[12075]
[53],"[(2572.5, -1907.5)]",[0],[146.71796083845572],[231.79039550132194],[0.9677317216190655],"[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[10921]
[59],"[(1067.5, -1085.0)]","[0, 1, 2]","[160.88623057420088, 210.88402297494147, 313.04951684997053]","[184.89453320802147, 240.23439226096812, 211.538408565111]","[0.9996393940184396, 0.9975381490205014, 1.0]","[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[233]
[62],"[(1977.5, -612.5)]","[0, 1, 2, 3, 4, 5, 6]","[25.34484387624258, 131.42561982225212, 49.761619619523486, 29.9134373259171, 18.027756377319946, 35.186778675790606, 169.63081842791541]","[218.5030184352937, 355.4752099870413, 161.80869689661813, 233.17971810589327, 763.9716011281473, 532.4847438285022, 1894.8016207382432]","[1.0, 0.9770690249046474, 0.9999999999999998, 1.0, 1.0, 1.0, 0.8259774264553255]","[1743, 1743]","[0.0002657062825130052, 0.0002657062825130052]",[766]
[69],"[(2502.5, -332.5)]","[0, 1, 2, 3, 4]","[64.99249693300636, 31.81818181818182, 174.99999999999997, 174.99999999999997, 41.247895569215274]","[314.0607400752133, 581.5675760240841, 141.24368670764582, 614.8814534023312, 1494.387176355819]","[0.8705509142767413, 1.0, 0.9999999999999998, 0.9999999999999998, 1.0]","[5294, 5294]","[0.0008070275729339355, 0.0008070275729339355]",[4389]
[65],"[(1067.5, -560.0)]",[0],[365.0566728935354],[253.43988650286445],[0.9103801425790804],"[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[746]
[71],"[(1067.5, -577.5)]","[0, 1, 2]","[255.10414539948184, 979.8284148787371, 171.7999098605312]","[214.0963323148676, 311.5650899254672, 1040.5647658397997]","[1.0, 0.9766348003345585, 0.9573437251384195]","[3243, 3243]","[0.0004943691762419254, 0.0004943691762419254]",[726]
[68],"[(945.0, -472.5)]",[0],[509.6076922496363],[144.90192306240908],[1.0],"[12093, 12093]","[0.001843480249242554, 0.001843480249242554]",[8395]
[78],"[(805.0, -1137.5)]","[0, 1, 2, 3]","[1223.4971805317587, 126.19429464123962, 403.47467409605053, 782.6237921249262]","[298.92772251292524, 204.18665791584442, 130.09462200367813, 102.22833692686612]","[0.913338362713787, 1.0, 0.9416532930898536, 0.9999999999999998]","[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[10080]
[95],"[(1347.5, -70.0)]","[0, 1]","[13.333333333333334, 70.95089838624054]","[1404.8267677867416, 497.3230707463797]","[1.0, 0.8842035884146603]","[990, 990]","[0.00015261321221907704, 0.00015261321221907704]",[954]
[83],"[(1627.5, -577.5)]","[0, 1]","[25.13601168672499, 32.60932467187193]","[480.5447375503369, 1566.688561460037]","[1.0, 1.0]","[6812, 6812]","[0.0010384344213876027, 0.0010384344213876027]",[2194]
[98],"[(1837.5, -1330.0)]","[0, 1, 2]","[14.877185247074033, 63.458300875715814, 73.78647873726219]","[319.6417218636007, 247.48737341529164, 1164.3192437502191]","[1.0, 1.0, 1.0]","[1750, 1750]","[0.0002682637300730348, 0.0002682637300730348]",[35]
[84],"[(2730.0, -70.0)]",[0],[250.0],[165.76237921249265],[1.0],"[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[5254]
[88],"[(1277.5, -385.0)]","[0, 1, 2]","[582.6769947028764, 263.36430381253604, 261.29011383550807]","[255.16177695796003, 384.59640740773193, 274.89356881873897]","[0.9679795537484485, 0.961940174096628, 0.9999978736340122]","[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[11184]
[90],"[(1155.0, -822.5)]","[0, 1, 2]","[137.1156664221599, 325.04653246633313, 192.43086787930022]","[202.3109077121396, 353.39803515595486, 197.87487631389214]","[0.8562379633696414, 0.9511146416712541, 0.7641297371997288]","[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[9873]
[93],"[(1225.0, -822.5)]","[0, 1, 2, 3, 4, 5, 6, 7]","[361.7370222554216, 381.3498619075908, 413.506908101379, 355.04713234681896, 327.0036589108308, -422.48737341529164, 195.65594803123156, 174.99999999999997]","[203.71726068378047, 133.99494936611666, 215.86403109412004, 324.7107234927115, 142.15434844830907, 81.37992694777549, 94.47104865919295, 123.94834428021885]","[0.987237835067289, 0.9538130445488647, 0.9720996359485916, 0.8208584931918218, 0.9237779792938244, 0.9902829307627805, 0.9999999999999998, 0.9999999999999998]","[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[9119]
[111],"[(1347.5, -70.0)]","[0, 1, 2]","[360.555127546399, 406.666959813813, 209.50750086566345]","[143.69429464123962, 176.24368670764582, 258.84191309895783]","[1.0, 0.9996554383553333, 0.9907185425656406]","[5531, 5531]","[0.0008431563101431048, 0.0008431563101431048]",[962]
[109],"[(1277.5, -175.0)]","[0, 1]","[415.1874130924951, 350.0]","[273.1133630886234, 350.0]","[0.9985499632264329, 1.0]","[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[1624]
[116],"[(1365.0, -52.5)]","[0, 1]","[42.56912234842049, 247.48737341529164]","[2210.6797181058932, 700.0310856966449]","[1.0, 1.0]","[1000, 1000]","[0.00015244192915261342, 0.00015244192915261342]",[965]
[114],"[(2362.5, -910.0)]","[0, 1]","[738.2386577995803, 498.7313584207781]","[384.34160710448873, 595.8969483606492]","[0.8508031951689953, 0.8136374684684717]","[12848, 12848]","[0.0019585739057527774, 0.0019585739057527774]",[271]
