unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[30],"[(1487.5, -262.5)]",[0],[63.030012984604845],[169.32143788234953],[0.9786905523205138],"[3196, 3196]","[0.00042988624021036986, 0.00042988624021036986]",[856]
[33],"[(1452.5, -192.5)]",[0],[151.4399493942702],[1130.5262405671233],[0.9908154873774554],"[3190, 3190]","[0.00042907919470309134, 0.00042907919470309134]",[846]
[0],"[(1767.5, -1540.0)]",[0],[208.4104197181403],[183.43988650286445],[0.9999999999999998],"[11923, 11923]","[0.0016037339305470088, 0.0016037339305470088]",[10207]
[17],"[(1312.5, -420.0)]","[0, 1, 2]","[145.70912753317202, 547.879979122365, 1414.4834428021886]","[175.0, 295.0222413772059, 247.89668856043772]","[0.9957560734091355, 0.9873674660744289, 0.921617674894547]","[10465, 10465]","[0.001407621872278323, 0.001407621872278323]",[6077]
[34],"[(1715.0, -227.5)]","[0, 1, 2, 3]","[17.013560698367964, 36.05551275463989, 20.496244093683938, 56.0]","[961.3330384441241, 595.338868721714, 1306.6816389036794, 269.5306993923491]","[1.0, 1.0, 1.0, 1.0]","[2453, 2453]","[0.0003299471048923771, 0.0003299471048923771]",[928]
[35],"[(2047.5, -980.0)]","[0, 1]","[14.28798979174437, 25.135657283346646]","[374.2511872268703, 822.7748210613047]","[1.0, 0.9993329238414019]","[3906, 3906]","[0.0005253866252383306, 0.0005253866252383306]",[253]
[45],"[(2660.0, -1417.5)]","[0, 1]","[8.600261451922268, 26.98702731465263]","[1068.6608152120373, 205.15076676508625]","[1.0, 1.0]","[999, 999]","[0.0001343730769618772, 0.0001343730769618772]",[95]
[36],"[(2975.0, -332.5)]","[0, 1]","[78.26237921249263, 157.08540209129603]","[1365.0954613722695, 1782.8523499417881]","[1.0, 0.9641602443900964]","[11923, 11923]","[0.0016037339305470088, 0.0016037339305470088]",[446]
[54],"[(1312.5, -385.0)]",[0],[-52.09401987300926],[453.08250811961693],[0.8354801993684401],"[1002, 1002]","[0.00013611102149487802, 0.00013611102149487802]",[519]
[57],"[(1365.0, -1295.0)]","[0, 1, 2]","[19.813914205785, 14.84638760485172, 167.70509831248424]","[686.132832549545, 1306.7058076314106, 642.6851545118661]","[1.0, 1.0, 1.0]","[5359, 5359]","[0.0007208261455842841, 0.0007208261455842841]",[1453]
[60],"[(1137.5, -2012.5)]","[0, 1, 2]","[51.03150892853668, 22.974914355177372, 9.45945945945946]","[1861.1043164341706, 336.11472327533977, 420.0]","[0.9281586902295339, 0.9997874818296967, 1.0]","[3191, 3191]","[0.0004292137022876377, 0.0004292137022876377]",[606]
[61],"[(1032.5, -1610.0)]","[0, 1, 2]","[23.48232670733519, 41.190725901311914, 58.333333333333336]","[693.6799028588428, 1387.1991641757604, 346.69929526473317]","[0.9999999999999996, 1.0, 1.0]","[2454, 2454]","[0.00033008161247692353, 0.00033008161247692353]",[789]
[70],"[(1697.5, -262.5)]","[0, 1]","[128.6627761261859, 320.1562118716425]","[233.17971810589327, 136.803411496604]","[0.7656321429538602, 1.0]","[11923, 11923]","[0.0016037339305470088, 0.0016037339305470088]",[4572]
[75],"[(1960.0, -1820.0)]","[0, 1, 2, 3, 4]","[9.90566037735849, 33.4801579813515, 55.50334496023774, 61.76470588235295, 31.933854634231178]","[325.8587386567329, 822.1248912685497, 721.5434844830907, 178.69429464123962, 1482.895971263824]","[1.0, 0.9885218350453193, 1.0, 1.0, 1.0]","[4631, 4631]","[0.0006229046240344878, 0.0006229046240344878]",[1674]
[92],"[(805.0, -1592.5)]","[0, 1, 2, 3]","[54.99719409228703, 36.66479606152469, 131.24999999999997, 141.4213562373095]","[269.9021600558191, 1475.2784412383398, 386.837030554499, 626.7322622695308]","[1.0, 1.0, 0.9999999999999996, 1.0]","[1728, 1728]","[0.00023242910609622, 0.00023242910609622]",[601]
[91],"[(1435.0, -1907.5)]","[0, 1, 2]","[26.237944890294205, 26.98702731465263, 33.333333333333336]","[1206.9588470294523, 561.2063757624167, 223.48076824970764]","[1.0, 1.0, 1.0]","[2462, 2462]","[0.00033115767315329493, 0.00033115767315329493]",[2357]
[116],"[(1365.0, -1487.5)]","[0, 1, 2, 3, 4, 5, 6]","[14.189189189189188, 47.43173419242129, 11.123028018664792, 8.641975308641975, 69.12865658178876, 16.304662335935966, 78.26237921249263]","[320.1985244636212, 934.8164513357776, 1640.554513258357, 406.23106012293744, 1421.4652031892806, 775.1721191747044, 1143.8511767523105]","[1.0, 0.9953912432607037, 1.0, 1.0, 0.9994086838874231, 1.0, 1.0]","[3905, 3905]","[0.0005252521176537842, 0.0005252521176537842]",[1770]
[102],"[(1627.5, -980.0)]","[0, 1, 2]","[15.81058165908942, -174.99999999999997, 82.06167947380914]","[1988.6501016395396, 930.5238222521907, 930.4594587007097]","[1.0, 0.9999999999999998, 0.9828322582175998]","[11923, 11923]","[0.0016037339305470088, 0.0016037339305470088]",[236]
[126],"[(1067.5, -1942.5)]","[0, 1, 2]","[16.470588235294116, 110.67971810589327, 174.99999999999997]","[400.1893396219811, 1574.9203932794153, 1048.2188025839055]","[1.0, 1.0, 0.9999999999999998]","[6104, 6104]","[0.0008210342960713697, 0.0008210342960713697]",[569]
[145],"[(1925.0, -1820.0)]","[0, 1, 2]","[12.721806678838309, 34.160348347459944, 26.98702731465263]","[1063.0724624751044, 1305.1371876091514, 540.2549268209186]","[1.0, 0.9335587784813453, 1.0]","[6099, 6099]","[0.0008203617581486376, 0.0008203617581486376]",[1655]
[139],"[(2432.5, -210.0)]",[0],[2474.873734152916],[148.49242404917499],[0.9999999999999998],"[11923, 11923]","[0.0016037339305470088, 0.0016037339305470088]",[10333]
[151],"[(1662.5, -822.5)]","[0, 1]","[27.95084971874737, 420.92985342478335]","[1305.2607492195598, 846.5037190727018]","[1.0, 0.9963005056783066]","[9016, 9016]","[0.0012127203822705553, 0.0012127203822705553]",[8481]
[146],"[(1225.0, -647.5)]","[0, 1, 2]","[466.77320752093385, 409.7871376374779, 260.87459737497545]","[454.31728813369824, 303.8885181848556, 102.22833692686612]","[0.9705821119696814, 0.992954578087704, 1.0]","[11923, 11923]","[0.0016037339305470088, 0.0016037339305470088]",[10344]
[153],"[(1767.5, -1487.5)]",[0],[21.864954075245173],[727.411931388026],[1.0],"[3171, 3171]","[0.0004265235505967093, 0.0004265235505967093]",[697]
[152],"[(1137.5, -1575.0)]",[0],[282.17902119044925],[176.08951059522462],[1.0],"[11923, 11923]","[0.0016037339305470088, 0.0016037339305470088]",[928]
