unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[4],"[(665.0, -997.5)]","[0, 1]","[24.858847271802773, 34.67614610879366]","[1245.4994674026227, 1171.3352544024635]","[0.7758980274991576, 0.8326275564190508]","[3876, 3876]","[0.00048564239785933944, 0.00048564239785933944]",[1972]
[17],"[(1522.5, -105.0)]",[0],[71.44237442743108],[574.5590696873651],[0.9702069554729705],"[3160, 3160]","[0.00039593136667582883, 0.00039593136667582883]",[896]
[8],"[(980.0, -910.0)]","[0, 1]","[279.6793294830411, 772.7244545891723]","[173.0111165540218, 308.0816411683023]","[0.945867428238622, 0.8960087070025342]","[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[1244]
[9],"[(980.0, -910.0)]","[0, 1, 2]","[542.4373947399923, 474.34164902525697, 466.6666666666667]","[483.1701925961145, 205.15076676508625, 317.48737341529164]","[0.8638449903916563, 1.0, 1.0]","[11136, 11136]","[0.0013952821833234273, 0.0013952821833234273]",[1255]
[32],"[(997.5, -245.0)]","[0, 1, 2, 3]","[36.84080355158651, 16.93548387096774, 989.9494936611666, -236.03760819538033]","[774.2770501794625, 163.17971810589327, 351.59431346161955, 782.4941343696503]","[0.9740379022421781, 1.0, 1.0, 0.9511793959268672]","[988, 988]","[0.0001237911994543414, 0.0001237911994543414]",[584]
[79],"[(2100.0, -367.5)]","[0, 1]","[18.42105263157895, 329.9831645537222]","[588.8689701060077, 1281.2289795168024]","[1.0, 1.0]","[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[533]
[99],"[(560.0, -490.0)]","[0, 1, 2, 3]","[39.23525114107442, 65.21864934374386, 21.284561174210246, 8.506780349183972]","[937.0821131139047, 227.78244475554942, 412.27122500444153, 712.3696317647433]","[0.9623296833299451, 1.0, 1.0, 1.0]","[1727, 1727]","[0.00021638400957251785, 0.00021638400957251785]",[373]
[101],"[(1330.0, -1732.5)]","[0, 1]","[11.111111111111112, 37.115969012129305]","[1628.9416551429981, 602.1994103468475]","[1.0, 1.0]","[1727, 1727]","[0.00021638400957251785, 0.00021638400957251785]",[795]
[103],"[(1767.5, -315.0)]","[0, 1, 2, 3]","[8.995675771550879, 43.74999999999999, 65.21864934374386, 494.9747468305833]","[414.87212429396436, 1226.1575252669145, 2555.3624983033624, 637.2487373415291]","[1.0, 0.9999999999999998, 1.0, 1.0]","[1727, 1727]","[0.00021638400957251785, 0.00021638400957251785]",[373]
[125],"[(1260.0, -17.5)]",[0],[23.920976242745805],[1401.921230912741],[1.0],"[995, 995]","[0.00012466826260837017, 0.00012466826260837017]",[991]
[127],"[(665.0, -1400.0)]","[0, 1, 2]","[25.245928778223437, 82.49579113843053, 38.888888888888886]","[679.8491226183259, 459.6437340716292, 1517.1373924167758]","[1.0, 1.0, 0.9999999999999998]","[3172, 3172]","[0.0003974349035113067, 0.0003974349035113067]",[1394]
[133],"[(1085.0, -157.5)]",[0],[6.865120983551985],[1670.6718725191795],[1.0],"[3883, 3883]","[0.00048651946101336814, 0.00048651946101336814]",[747]
[149],"[(1522.5, -1487.5)]","[0, 1]","[16.97749375254331, 158.11388300841898]","[178.60269272852793, 322.4657656962372]","[1.0, 1.0]","[993, 993]","[0.00012441767313579053, 0.00012441767313579053]",[42]
[132],"[(2100.0, -367.5)]",[0],[-378.8594362117866],[125.33985905294664],[0.9668837341683806],"[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[10215]
[152],"[(1522.5, -1487.5)]",[0],[29.090620741283423],[158.58951059522462],[1.0],"[993, 993]","[0.00012441767313579053, 0.00012441767313579053]",[42]
[147],"[(1225.0, -1627.5)]",[0],[566.3954472720325],[295.38213930229944],[0.9366567557120219],"[11865, 11865]","[0.0014866220460787055, 0.0014866220460787055]",[2349]
[163],"[(1522.5, -1487.5)]","[0, 1]","[21.75763700711028, 79.05694150420949]","[980.6380183449029, 510.3398590529466]","[1.0, 1.0]","[993, 993]","[0.00012441767313579053, 0.00012441767313579053]",[42]
[164],"[(2100.0, -367.5)]","[0, 1, 2]","[53.03300858899107, 111.80339887498948, 60.315309674382554]","[529.2462120245875, 1447.9627089867577, 743.4628452320293]","[1.0, 1.0, 0.9518224164148992]","[993, 993]","[0.00012441767313579053, 0.00012441767313579053]",[592]
