unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[26],"[(1855.0, -350.0)]","[0, 1, 2, 3]","[7.525228770431983, 22.705263616081805, 17.568209223157663, 182.81101425817602]","[472.41083371614445, 395.9797974644666, 556.7690664192507, 1037.0717843407429]","[0.9999999999999998, 1.0, 1.0, 0.9876618126287786]","[1699, 1699]","[0.00031079860515634825, 0.00031079860515634825]",[868]
[10],"[(2677.5, -910.0)]",[0],[31.818181818181813],[105.0],[1.0],"[10617, 10617]","[0.0019421711541759562, 0.0019421711541759562]",[10267]
[2],"[(3167.5, -1802.5)]","[0, 1]","[409.34905808215893, 603.1536653039842]","[330.1802706277183, 295.5869852782829]","[0.9758090445861239, 0.9785362703159924]","[10617, 10617]","[0.0019421711541759562, 0.0019421711541759562]",[2676]
[43],"[(2695.0, -1172.5)]",[0],[80.2661751617162],[173.24116139070415],[1.0],"[986, 986]","[0.00018036929057337221, 0.00018036929057337221]",[11]
[47],"[(2065.0, -542.5)]","[0, 1]","[52.5, 368.93239368631095]","[561.2054648812021, 1540.2640995446964]","[1.0, 1.0]","[986, 986]","[0.00018036929057337221, 0.00018036929057337221]",[271]
[45],"[(2765.0, -1610.0)]","[0, 1]","[173.51239032468027, 156.52475842498527]","[454.26880288458597, 225.1587413291027]","[0.9860846201525284, 1.0]","[1701, 1701]","[0.0003111644657863145, 0.0003111644657863145]",[389]
[58],"[(2642.5, -927.5)]","[0, 1, 2]","[12.435923382684637, -638.7992694777548, 109.99438818457406]","[1003.8979753536823, 1565.4166397856602, 808.6828934049934]","[1.0, 0.9833835311765127, 1.0]","[551, 551]","[0.000100794603555708, 0.000100794603555708]",[161]
[57],"[(2240.0, -157.5)]","[0, 1]","[16.990291262135923, 63.636363636363626]","[1666.1901215881476, 1178.1798139291295]","[1.0, 1.0]","[2429, 2429]","[0.0004443377350940376, 0.0004443377350940376]",[966]
[63],"[(2012.5, -402.5)]",[0],[6.689092240383985],[1317.7095016387946],[1.0],"[5305, 5305]","[0.0009704453209855371, 0.0009704453209855371]",[2589]
[79],"[(1697.5, -490.0)]",[0],[273.89667316774626],[183.49242404917499],[0.9995623678191935],"[10617, 10617]","[0.0019421711541759562, 0.0019421711541759562]",[886]
[87],"[(2240.0, -1365.0)]","[0, 1, 2]","[83.29751834538648, 52.5, 82.49579113843055]","[1341.6633844668634, 1034.0612563666111, 1292.6234354091262]","[1.0, 1.0, 1.0]","[2710, 2710]","[0.0004957411536042988, 0.0004957411536042988]",[1548]
[97],"[(1190.0, -1557.5)]","[0, 1]","[174.99999999999997, 13.46153846153846]","[228.22790512886516, 1493.529301877168]","[0.9999999999999998, 1.0]","[10332, 10332]","[0.0018900360144057623, 0.0018900360144057623]",[6861]
[104],"[(2782.5, -1627.5)]","[0, 1]","[742.4621202458748, 54.99719409228704]","[288.492424049175, 262.7744712443994]","[0.9999999999999998, 1.0]","[10617, 10617]","[0.0019421711541759562, 0.0019421711541759562]",[880]
[113],"[(3045.0, -1400.0)]","[0, 1, 2, 3]","[124.60101417452691, 444.25343117539467, 942.403841248538, 130.43729868748773]","[123.62866428930465, 188.61588840556504, 172.50276333734644, 183.43988650286445]","[0.8166882152459323, 1.0, 1.0, 1.0]","[10617, 10617]","[0.0019421711541759562, 0.0019421711541759562]",[3886]
[144],"[(2695.0, -1505.0)]","[0, 1]","[377.9738370774541, 85.13824469684099]","[544.1448225435195, 179.08354576059247]","[0.9355652555886534, 1.0]","[1688, 1688]","[0.00030878637169153375, 0.00030878637169153375]",[694]
[154],"[(1802.5, -700.0)]","[0, 1, 2]","[8.333333333333334, 42.443734381358276, 76.1262536806043]","[234.53069939234913, 221.67441399136587, 376.18729463355345]","[1.0, 1.0, 0.9402199911944054]","[985, 985]","[0.00018018636025838908, 0.00018018636025838908]",[44]
[152],"[(1855.0, -682.5)]",[0],[60.08885398005844],[97.5885963944758],[0.9636063204677738],"[7741, 7741]","[0.0014160635682844566, 0.0014160635682844566]",[7204]
[155],"[(2572.5, -1522.5)]","[0, 1, 2]","[6.4679652241729455, 27.75167248011887, 521.7491947499509]","[633.3586292284839, 230.62358836571386, 328.8242478198288]","[1.0, 1.0, 1.0]","[3848, 3848]","[0.0007039158520551077, 0.0007039158520551077]",[3718]
[193],"[(2415.0, -1750.0)]","[0, 1, 2, 3, 4]","[17.77384431566755, 32.14121732666125, 80.17149827589895, 26.529620072031403, 129.11734730827845]","[157.33753144547364, 765.5429154388745, 590.4729043359869, 640.7179330120796, 1173.1758719756258]","[1.0, 0.9999999999999998, 1.0, 0.9999999999999998, 0.9999888811744517]","[1995, 1995]","[0.0003649459783913565, 0.0003649459783913565]",[258]
[219],"[(3290.0, -1960.0)]",[0],[36.679616731501426],[1344.9295708282348],[0.7640070417514576],"[2416, 2416]","[0.00044195964099925684, 0.00044195964099925684]",[573]
[204],"[(1907.5, -140.0)]","[0, 1, 2, 3]","[50.24178896944449, 43.22372177245822, 14.766486643866534, 185.6155300614687]","[756.5649996834768, 638.1058653782968, 299.2873926843202, 407.2064198572954]","[0.7562178291553926, 0.8271044322589063, 1.0, 0.9999999999999998]","[3156, 3156]","[0.0005773280740867776, 0.0005773280740867776]",[101]
[258],"[(2450.0, -787.5)]","[0, 1]","[13.73024196710397, 43.319431696941294]","[637.4414650159587, 387.6172128636766]","[1.0, 0.9112229551614899]","[1708, 1708]","[0.0003124449779911965, 0.0003124449779911965]",[641]
[261],"[(2765.0, -1715.0)]","[0, 1, 2]","[24.137931034482758, 20.595362950655957, 63.636363636363626]","[211.08951059522462, 450.3174826582054, 245.0]","[1.0, 1.0, 1.0]","[1704, 1704]","[0.00031171325673126394, 0.00031171325673126394]",[213]
[263],"[(2152.5, -1400.0)]","[0, 1, 2, 3]","[335.69493972586594, 292.3295214157129, 543.5962445925647, 503.1152949374527]","[255.87157373110014, 217.83406655420234, 312.89044159860475, 141.35952653311244]","[0.9131963042270409, 0.9729415251858486, 0.8949654476707517, 0.9642857142857143]","[9895, 9895]","[0.0018100954667581318, 0.0018100954667581318]",[9852]
[269],"[(2852.5, -1085.0)]",[0],[33.90237991990296],[141.24368670764582],[0.9999999999999998],"[986, 986]","[0.00018036929057337221, 0.00018036929057337221]",[167]
[267],"[(2205.0, -1732.5)]",[0],[782.6237921249264],[103.0111165540218],[1.0],"[10617, 10617]","[0.0019421711541759562, 0.0019421711541759562]",[5773]
[266],"[(2467.5, -1260.0)]","[0, 1]","[571.3558796835033, 382.92247603204635]","[331.6227500886621, 214.0127068189857]","[0.9617507247321412, 0.972346824981613]","[10617, 10617]","[0.0019421711541759562, 0.0019421711541759562]",[7754]
[270],"[(1750.0, -367.5)]","[0, 1]","[197.99505293749152, 494.9747468305833]","[109.13118960624632, 225.7853448674386]","[0.9264046789265024, 1.0]","[9895, 9895]","[0.0018100954667581318, 0.0018100954667581318]",[1443]
[278],"[(3097.5, -1382.5)]","[0, 1, 2]","[18.266923657799765, 46.689447564614525, 349.99999999999994]","[596.5706906803184, 331.329045662554, 633.0802621722272]","[1.0, 1.0, 0.9999999999999998]","[4135, 4135]","[0.0007564168524552678, 0.0007564168524552678]",[2981]
[314],"[(2765.0, -1610.0)]","[0, 1]","[17.857142857142858, 22.68474759782395]","[105.0, 228.80307138573858]","[1.0, 1.0]","[1706, 1706]","[0.0003120791173612302, 0.0003120791173612302]",[620]
[315],"[(3272.5, -1977.5)]","[0, 1]","[63.636363636363626, -252.38858928247924]","[387.18070645621685, 577.7875882654658]","[1.0, 1.0]","[4581, 4581]","[0.0008380037729377465, 0.0008380037729377465]",[671]
[310],"[(2467.5, -1260.0)]","[0, 1, 2, 3]","[174.99999999999997, 996.98484809835, 2548.0384612481807, 844.2839667941203]","[417.3280880578552, 161.7462120245875, 182.7417821153557, 815.050236006787]","[0.9999999999999998, 0.9403930093382005, 0.9999999999999998, 0.9601179580170316]","[8892, 8892]","[0.0016266163608300464, 0.0016266163608300464]",[704]
