unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[19],"[(2887.5, -822.5)]",[0],[138.48216388158033],[722.0802334340519],[0.8279256969850487],"[10995, 10995]","[0.0016220313009996626, 0.0016220313009996626]",[10563]
[8],"[(2660.0, -840.0)]","[0, 1]","[435.4101966249683, 436.3593162848563]","[130.76237921249265, 240.23863607376248]","[0.9865077078888079, 0.9682916307161346]","[12499, 12499]","[0.0018439080701404987, 0.0018439080701404987]",[1810]
[11],"[(2607.5, -857.5)]","[0, 1, 2]","[307.01503767230656, 314.28579652261413, 218.74999999999997]","[196.42936964817125, 166.89104350179727, 347.6562030780739]","[1.0, 0.99125202980364, 1.0]","[12309, 12309]","[0.00181587842510276, 0.00181587842510276]",[3722]
[32],"[(2502.5, -1190.0)]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[109.91068367802089, 8.506780349183982, 20.04287456897474, 13.834964763236659, 30.882352941176475, 68.33968466418322, 310.14019054018735, 94.44895233024174, 148.49242404917499]","[690.721986167326, 1428.591516495791, 315.2721182636807, 807.0254648749552, 273.85943621178654, 161.4281066698956, 1110.8057875848206, 165.32548424748592, 197.9898987322333]","[0.9999539924756563, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8178161213062469, 0.8981288981288982, 1.0]","[1750, 1750]","[0.0002581677832423292, 0.0002581677832423292]",[792]
[37],"[(3237.5, -1050.0)]","[0, 1]","[350.0, 1014.3377360262548]","[112.24873734152916, 334.62042846231157]","[1.0, 1.0]","[12499, 12499]","[0.0018439080701404987, 0.0018439080701404987]",[8575]
[46],"[(2502.5, -1680.0)]","[0, 1, 2]","[42.037111860635505, 20.58823529411765, 140.0]","[307.62262326388003, 439.1629044202573, 1227.6991447972116]","[0.9980292516672765, 1.0, 1.0]","[4763, 4763]","[0.0007026589437618366, 0.0007026589437618366]",[927]
[40],"[(3097.5, -962.5)]","[0, 1, 2, 3]","[498.400218476856, 463.7480548454603, 225.00000000000003, 952.4757846056416]","[174.26880288458597, 240.05277471381456, 124.23284148787373, 180.3040373722854]","[1.0, 0.9503770506828564, 0.9642857142857143, 0.996198451690688]","[12499, 12499]","[0.0018439080701404987, 0.0018439080701404987]",[1780]
[44],"[(2940.0, -1277.5)]","[0, 1, 2, 3]","[108.39743035659563, 167.16417910447768, 180.2775637731995, 583.6790226978478]","[220.64677249748405, 420.0, 165.13880548041257, 300.9656829757474]","[0.7642128586340944, 0.9552238805970154, 1.0, 0.9756090310063351]","[8544, 8544]","[0.0012604488800128347, 0.0012604488800128347]",[6613]
[47],"[(2782.5, -1697.5)]","[0, 1, 2]","[69.54421653165433, 46.38257189081489, 247.48737341529164]","[349.05076493540594, 312.04165815979275, 637.498686341935]","[0.9999999999999996, 1.0, 1.0]","[1743, 1743]","[0.00025713511210935985, 0.00025713511210935985]",[749]
[57],"[(2537.5, -1085.0)]","[0, 1, 2]","[111.00668992047548, 26.92307692307692, 21.739549781247952]","[244.5093599797409, 649.6837153865955, 1215.1520227550473]","[1.0, 1.0, 1.0]","[7220, 7220]","[0.0010651265114340668, 0.0010651265114340668]",[4653]
