unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[10],"[(1715.0, -1540.0)]","[0, 1, 2, 3]","[14.43298969072165, 35.51876805130486, 214.314854140041, -994.2494099264435]","[1231.4780454231582, 238.8450696563968, 440.32235208309834, 1918.7409914399332]","[1.0, 0.7514749059439882, 0.9640737063027778, 0.989345849329612]","[994, 994]","[0.0001450793083190723, 0.0001450793083190723]",[290]
[35],"[(875.0, -1470.0)]","[0, 1, 2, 3, 4]","[33.209024905589374, 85.50879430013615, 21.73954978124796, 42.30398876350953, 87.34848473480882]","[273.825052449485, 357.5525559401518, 671.5570745919891, 2128.4529191379897, 490.2164633647525]","[0.9999999999999998, 1.0, 1.0, 1.0, 1.0]","[3911, 3911]","[0.0005708301557705149, 0.0005708301557705149]",[1091]
[14],"[(1417.5, -1295.0)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.235294117647058, 93.05934501791468, 57.54809599399024, 11.927102333267067, 22.360679774997894, 52.5, 110.9094237520343, 427.26572701964415, 209.50750086566345, 94.07729662837573]","[1411.2834918722233, 1270.1121431548743, 318.85808565167883, 242.7912924838354, 540.2756365980356, 169.89356881873897, 228.22790512886516, 878.9803554926181, 141.44834428021886, 392.7596969041926]","[1.0, 0.885574341625241, 0.8657154146174125, 1.0, 1.0, 1.0, 1.0, 0.9470424166227591, 0.9907185425656404, 0.9764651514424224]","[2462, 2462]","[0.00035934130491102216, 0.00035934130491102216]",[352]
[33],"[(1680.0, -1855.0)]","[0, 1]","[119.1689090659342, 67.80442804428043]","[343.2497526277843, 129.74873734152916]","[0.9435935382375681, 0.9842578264492319]","[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[3170]
[39],"[(2292.5, -1312.5)]","[0, 1, 2, 3, 4]","[39.35550970616714, -21.397427395896216, 61.78535433810176, 48.91398700780789, 156.52475842498527]","[995.3124610495609, 217.27651664898627, 324.5819346443996, 350.4984899693134, 366.0581692209609]","[0.9713018832754136, 0.9402494454503703, 0.9745361015858651, 0.9999999999999998, 1.0]","[1721, 1721]","[0.0002511886213451946, 0.0002511886213451946]",[395]
[0],"[(1750.0, -1837.5)]","[0, 1, 2, 3, 4, 5, 6]","[690.6435803749603, 439.17473265658884, 109.99438818457406, 464.77169056212, 292.26225682506845, 224.13587112077263, 394.3538904059867]","[218.26237921249265, 515.6936145063016, 160.1771927889516, 369.0241741283179, 415.85111839610056, 106.73284148787373, 212.83985905294662]","[0.9393312569908193, 0.852746325795566, 1.0, 0.9206397920677286, 0.9645053893922897, 1.0, 0.7767008704864716]","[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[10312]
[41],"[(2310.0, -1330.0)]","[0, 1, 2]","[222.20764321896735, 309.3592167691145, 290.12254403310664]","[130.87740163083382, 246.24368670764582, 124.23284148787373]","[0.9369725620751364, 0.9999999999999998, 0.9204571046192743]","[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[2256]
[71],"[(2345.0, -105.0)]","[0, 1]","[269.53628369107577, 560.2733707753741]","[203.8799269477755, 136.803411496604]","[0.982585901903526, 0.9999999999999998]","[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[8879]
[72],"[(2992.5, -1085.0)]","[0, 1]","[18.561553006146873, 70.0]","[600.7025255017838, 755.8258088405146]","[1.0, 1.0]","[9012, 9012]","[0.0013153468074159754, 0.0013153468074159754]",[5438]
[81],"[(2940.0, -1540.0)]","[0, 1, 2]","[46.06980977689985, 41.94701244326977, 31.933854634231178]","[284.2903955013219, 903.4271160557371, 1466.241100043695]","[0.9977462048723098, 0.9999999999999998, 1.0]","[3187, 3187]","[0.0004651587078600437, 0.0004651587078600437]",[2988]
[85],"[(770.0, -1225.0)]","[0, 1, 2]","[147.57295747452437, 25.753937681885642, 174.99999999999997]","[338.85180228798595, 784.0036946622291, 549.690440944846]","[1.0, 1.0, 0.9999999999999998]","[1722, 1722]","[0.00025133457638374496, 0.00025133457638374496]",[239]
[115],"[(700.0, -1225.0)]",[0],[210.0],[176.24368670764582],[1.0],"[8286, 8286]","[0.0012093834494284036, 0.0012093834494284036]",[5400]
[118],"[(805.0, -1015.0)]","[0, 1]","[553.3985905294662, 212.1320343559643]","[774.7580267412529, 1693.729154200886]","[1.0, 1.0]","[5374, 5374]","[0.0007843623771697128, 0.0007843623771697128]",[1734]
[142],"[(2135.0, -1557.5)]","[0, 1, 2]","[25.925925925925924, 82.49579113843055, 70.0]","[446.9010803578937, 181.27349576651443, 1128.85334165152]","[0.9999999999999998, 1.0, 1.0]","[6830, 6830]","[0.0009968729132990581, 0.0009968729132990581]",[2812]
[130],"[(2660.0, -997.5)]","[0, 1]","[43.10726990959102, 562.9731100183907]","[923.4465702729287, 200.09462200367813]","[0.9068334713636832, 0.9951605776800379]","[11196, 11196]","[0.0016341126116099936, 0.0016341126116099936]",[49]
[152],"[(1417.5, -1295.0)]","[0, 1, 2]","[98.9949493661167, 391.3118960624631, 782.6237921249262]","[428.16180930732946, 1306.383403379085, 985.5883994155434]","[1.0, 0.9999999999999998, 0.9999999999999998]","[992, 992]","[0.00014478739824197155, 0.00014478739824197155]",[678]
[154],"[(1155.0, -1767.5)]","[0, 1, 2, 3]","[45.296640503569904, 10.434983894999018, 19.03749026271474, 52.080359198131944]","[2423.600099431266, 2077.8624126957443, 797.0978023983423, 272.49522070036636]","[0.7901997807284687, 1.0, 1.0, 0.8228714534617287]","[3904, 3904]","[0.0005698084705006623, 0.0005698084705006623]",[2882]
[157],"[(2380.0, -1592.5)]","[0, 1, 2, 3, 4, 5, 6]","[14.893617021276594, 8.506780349183982, 21.34146341463414, 23.369313822451776, 22.58769757263128, 494.9747468305833, 553.3985905294662]","[187.39356881873897, 771.8359391472875, 758.231876385788, 1200.7317547407704, 1456.4331821403132, 150.9430319827688, 182.83406655420234]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1726, 1726]","[0.0002519183965379465, 0.0002519183965379465]",[1550]
[158],"[(2992.5, -1085.0)]","[0, 1, 2]","[46.38257189081489, 79.41098153864581, 54.99719409228703]","[1182.090846854456, 2406.4348752658284, 399.49747468305833]","[1.0, 0.9514841075169167, 1.0]","[5364, 5364]","[0.0007829028267842092, 0.0007829028267842092]",[1074]
[189],"[(2362.5, -910.0)]","[0, 1, 2, 3]","[32.94117647058823, 764.9488490517517, 31.25, 140.0]","[1661.6951895829861, 385.44595242300295, 136.99747468305833, 256.0275517228564]","[1.0, 0.8398749644107644, 1.0, 1.0]","[1721, 1721]","[0.0002511886213451946, 0.0002511886213451946]",[393]
[145],"[(2415.0, -927.5)]","[0, 1, 2, 3, 4, 5, 6, 7]","[31.304951684997064, 695.8428814504601, 493.4240814857887, 414.22746976522814, 197.2115375335072, 434.23292192132453, 185.82292154183338, 633.5314951903833]","[215.0040129758619, 368.6848140981245, 1061.764929616136, 176.24368670764582, 150.87157373110014, 124.65434844830907, 334.9969708386021, 779.7873707479358]","[1.0, 0.9481969388929347, 0.9923994686329046, 0.9476686841616807, 0.9959334187513657, 0.993767649884122, 0.7697035246999098, 0.9946878056695908]","[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[537]
[178],"[(3622.5, -1575.0)]","[0, 1, 2, 3, 4]","[149.06180657376592, 64.64769872999285, 361.3952030368978, 278.0831457437213, 255.9424622319341]","[403.33950268568384, 145.25985389555098, 159.65434844830907, 228.4659980253096, 244.05345441504798]","[0.7952290443545932, 0.7769611974641877, 0.9648822837865794, 0.8695939047387444, 0.9997954195754478]","[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[9876]
[216],"[(2537.5, -1715.0)]","[0, 1]","[36.89323936863109, 205.02971882137433]","[233.8055420286941, 988.6418432010734]","[1.0, 0.9855490783722781]","[2455, 2455]","[0.00035831961964116955, 0.00035831961964116955]",[1571]
[217],"[(2992.5, -1085.0)]","[0, 1]","[13.361916379316492, 61.87184335382291]","[1276.0983878454897, 541.8137719358247]","[0.9999999999999998, 1.0]","[9746, 9746]","[0.0014224778057119504, 0.0014224778057119504]",[1067]
[208],"[(2205.0, -612.5)]","[0, 1, 2, 3]","[234.25485989719775, 228.51169564787463, 196.62111561435262, -1324.5029598888275]","[196.10269272852793, 241.1372555263848, 292.65076676508625, 323.1334695705199]","[0.945051066364008, 0.8470073848786769, 0.9999976103187286, 0.9679206622309633]","[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[599]
[225],"[(1802.5, -1820.0)]","[0, 1, 2, 3, 4]","[63.65859548237599, 16.76965425846868, 33.049200551064345, 91.02549070659653, -118.79393923933999]","[545.9765202476531, 241.36741077580302, 1235.8501490495553, 1333.7886553924363, 1349.3801165500183]","[0.928229914665918, 1.0, 1.0, 1.0, 1.0]","[4636, 4636]","[0.0006766475587195364, 0.0006766475587195364]",[1663]
[226],"[(1172.5, -1767.5)]","[0, 1, 2, 3]","[38.16542003651492, 195.65594803123156, 782.6237921249262, -240.1811412443081]","[1988.0403661155385, 133.37157373110014, 1753.9526088799853, 1553.2121779151087]","[1.0, 0.9999999999999998, 0.9999999999999998, 0.9999999999999998]","[4641, 4641]","[0.0006773773339122883, 0.0006773773339122883]",[550]
[227],"[(2152.5, -612.5)]","[0, 1, 2, 3, 4]","[31.094635526145332, 15.345564551469124, 331.63770259278954, 103.03152615438795, 665.7722034484211]","[360.5971473206198, 1024.740138429257, 230.22137626568605, 224.303411496604, 275.95865309779816]","[0.9104924078601668, 1.0, 0.9865259393720764, 0.9975517292339875, 0.9738244782843459]","[3180, 3180]","[0.0004641370225901911, 0.0004641370225901911]",[1631]
[232],"[(2730.0, -1085.0)]","[0, 1, 2, 3]","[173.23864669099288, 29.166666666666668, 494.9747468305833, 26.051302464767538]","[765.4740686393958, 754.4181676883063, 517.5532117530345, 1109.889857196454]","[0.9963709811238445, 1.0, 1.0, 0.9999999999999998]","[2449, 2449]","[0.0003574438894098673, 0.0003574438894098673]",[1842]
[228],"[(2292.5, -630.0)]","[0, 1, 2]","[70.89888960892478, 89.86145916511764, 348.46651968920395]","[147.08607107753414, 151.72581160992445, 283.6026927285279]","[0.7576366638266356, 0.8834889031043435, 0.8181259280805274]","[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[6090]
[237],"[(1802.5, -1820.0)]",[0],[53.84615384615384],[1843.7266559422283],[1.0],"[3908, 3908]","[0.0005703922906548638, 0.0005703922906548638]",[3116]
[233],"[(2152.5, -1417.5)]","[0, 1, 2, 3, 4]","[42.90661721520572, 18.896603362924584, 61.99760525865154, 68.1919548490577, 205.08883587499832]","[302.2838052364642, 689.0095022534875, 404.71857809097276, 466.04228233649724, 310.92150022124895]","[0.87216230033954, 1.0, 0.9975406124887021, 0.9158623474816071, 0.864470432164481]","[4638, 4638]","[0.0006769394687966372, 0.0006769394687966372]",[3533]
[245],"[(2992.5, -1085.0)]","[0, 1]","[24.456993503903945, 704.4921707747134]","[117.39356881873894, 391.836161702655]","[0.9999999999999998, 0.8597367733426875]","[11188, 11188]","[0.0016329449713015905, 0.0016329449713015905]",[101]
[244],"[(3325.0, -1277.5)]","[0, 1, 2, 3]","[177.2792206135786, 196.58565387625853, 175.00000000000003, 130.43729868748773]","[270.992424049175, 135.42845544742244, 141.44834428021886, 94.47104865919295]","[0.9660371917430896, 0.9959120326457619, 0.7500000000000003, 1.0]","[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[9259]
[252],"[(1575.0, -1190.0)]","[0, 1]","[61.12896459463482, 494.97474683058323]","[1219.509291075192, 334.51997577203133]","[0.9486089971022652, 1.0]","[989, 989]","[0.00014557283425450958, 0.00014557283425450958]",[857]
[243],"[(3307.5, -1330.0)]","[0, 1, 2, 3, 4, 5]","[638.7992694777548, 368.9711213465402, 562.8396281831281, 521.5914425315405, 516.8338649799764, 635.2711087699737]","[103.0111165540218, 299.11435870061314, 361.123884989671, 344.210305457607, 328.0136817943047, 94.47104865919295]","[0.9833835311765127, 0.9385574270871164, 0.9263168234146657, 0.9816641323326887, 0.964312069927899, 0.998984121315595]","[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[7589]
[262],"[(2327.5, -1575.0)]","[0, 1]","[21.875, 130.43729868748773]","[1349.3905119554233, 1440.1152187800267]","[1.0, 1.0]","[8284, 8284]","[0.0012090915393513028, 0.0012090915393513028]",[7393]
[291],"[(2677.5, -980.0)]","[0, 1]","[53.45657080950896, 546.7174773134658]","[287.62240131113526, 230.91975345322027]","[0.8146375231628668, 1.0]","[1720, 1720]","[0.00025104266630664423, 0.00025104266630664423]",[49]
[298],"[(2380.0, -1575.0)]","[0, 1, 2, 3, 4, 5, 6]","[67.2811965678976, 17.013560698367968, 13.424924961834002, 15.811388300841896, 84.1638607589537, 43.09795159810571, 27.498597046143516]","[1843.1473414179661, 1411.1375609155655, 1778.186430710846, 1317.525463470934, 339.07940932745794, 273.39670215770036, 499.42107930944377]","[0.9214922575950961, 1.0, 1.0, 1.0, 1.0, 0.9999999999999996, 1.0]","[2451, 2451]","[0.00035773579948696803, 0.00035773579948696803]",[1707]
[321],"[(1522.5, -1295.0)]","[0, 1, 2, 3, 4]","[19.41450686788302, 14.893617021276594, 86.7780996105733, 103.46832727694441, 38.07498052542948]","[437.2044180331789, 857.6861491480211, 958.1085787995166, 864.1378893186123, 1259.0247583769815]","[1.0, 1.0, 0.9965529031048008, 0.9605434286431891, 1.0]","[3183, 3183]","[0.0004645748877058422, 0.0004645748877058422]",[1913]
[319],"[(2240.0, -1855.0)]","[0, 1, 2, 3]","[256.52638290040835, 217.25070396497009, 483.7093105882398, 440.83679877090117]","[375.87664823270256, 125.33985905294664, 333.9111090448541, 270.71493307630743]","[1.0, 0.9339385389711734, 0.8074159463687153, 0.7592872671513072]","[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[11761]
[330],"[(2975.0, -875.0)]","[0, 1]","[195.65594803123156, 130.43729868748773]","[184.71072349271148, 149.8109077121396]","[0.9999999999999998, 1.0]","[8289, 8289]","[0.0012098213145440547, 0.0012098213145440547]",[5751]
[342],"[(1435.0, -1277.5)]","[0, 1, 2, 3, 4]","[73.37098051171183, 43.42198219565649, 405.70716926148447, 699.9999999999999, 349.99999999999994]","[223.8419130989578, 847.1800681213247, 463.339745651198, 304.78713763747794, 1505.1029376147387]","[0.9999999999999998, 1.0, 0.9814747659481776, 0.9999999999999998, 0.9999999999999998]","[1719, 1719]","[0.00025089671126809387, 0.00025089671126809387]",[149]
[333],"[(2975.0, -875.0)]",[0],[207.17723426748373],[191.52475842498527],[0.758144146627524],"[11922, 11922]","[0.0017400759695975654, 0.0017400759695975654]",[2110]
[359],"[(1785.0, -1400.0)]","[0, 1, 2]","[75.91200306019458, 23.36190424253511, 38.888888888888886]","[844.2153322497318, 2357.297262666452, 210.9692399174048]","[0.9952504718242557, 1.0, 1.0]","[2457, 2457]","[0.0003586115297182703, 0.0003586115297182703]",[545]
