unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[18],"[(210.0, -1102.5)]","[0, 1, 2, 3]","[56.724448556724774, 56.84304101031679, 29.698484809834998, 349.99999999999994]","[1131.6744139913658, 1287.934174603134, 424.6834389283513, 334.4384798348096]","[0.9516393706252181, 0.8399154447472178, 1.0, 0.9999999999999998]","[995, 995]","[0.00012524013537262873, 0.00012524013537262873]",[14]
[27],"[(210.0, -1102.5)]","[0, 1, 2, 3]","[44.99770425732576, 349.99999999999994, 50.00000000000001, 989.9494936611666]","[2343.8552091868737, 794.2319357410252, 105.0, 1782.350973972597]","[1.0, 0.9999999999999998, 1.0, 1.0]","[2373, 2373]","[0.0002986882826525105, 0.0002986882826525105]",[1153]
[9],"[(997.5, -682.5)]","[0, 1]","[394.1409141309898, 228.61648666841825]","[528.6026927285279, 235.09462200367813]","[0.9563732528620663, 0.8239659973280901]","[14868, 14868]","[0.001871427470070597, 0.001871427470070597]",[10262]
[0],"[(3710.0, -525.0)]","[0, 1, 2, 3, 4, 5]","[111.80339887498948, 325.0, 235.88337083303645, 437.49999999999994, 791.1535524050964, 434.94132150152643]","[179.13118960624632, 373.0618686073362, 289.3029043978738, 136.99747468305833, 239.45667385373224, 348.0020877402228]","[1.0, 0.9825581395348836, 0.9942306583967777, 1.0, 0.9996709827996445, 0.9988349520133533]","[14868, 14868]","[0.001871427470070597, 0.001871427470070597]",[4782]
[41],"[(1190.0, -1242.5)]","[0, 1, 2]","[106.73863032331832, 61.02859818083952, 35.57380873295119]","[879.6400991423643, 499.52006554305683, 1229.1311896062464]","[0.9923603544865135, 1.0, 1.0]","[7516, 7516]","[0.0009460350326237966, 0.0009460350326237966]",[6660]
[54],"[(2975.0, -1697.5)]","[0, 1, 2]","[98.99494936611666, 78.87143415077475, 22.498852128662875]","[190.7683145003691, 672.5897641749998, 2159.820457448374]","[1.0, 0.9999999999999998, 1.0]","[6778, 6778]","[0.0008531433543273141, 0.0008531433543273141]",[3006]
[72],"[(3377.5, -280.0)]","[0, 1, 2, 3, 4, 5]","[34.41207575493282, 44.78202806624604, 13.85174853318454, 11.41304347826087, 61.34326547618463, -42.68648450983523]","[180.22070020147095, 641.1026232239178, 618.7829616143101, 333.04634198292445, 345.1728269148101, 761.6702669445882]","[1.0, 0.9734577712637162, 1.0, 1.0, 1.0, 0.7792909914133049]","[3209, 3209]","[0.000403915170262076, 0.000403915170262076]",[2017]
[78],"[(1382.5, -1802.5)]","[0, 1, 2, 3]","[60.90117034953881, 20.623947784607633, 35.703134872868795, 43.515274014220545]","[1944.5746740775974, 240.26578918342742, 196.42936964817125, 486.72729261247696]","[0.9385133209998276, 1.0, 1.0, 0.9999999999999998]","[1005, 1005]","[0.00012649883020049435, 0.00012649883020049435]",[711]
[89],"[(3587.5, -1137.5)]",[0],[51.21951219512194],[122.5],[1.0],"[1739, 1739]","[0.0002188870305658305, 0.0002188870305658305]",[13]
[99],"[(1732.5, -70.0)]","[0, 1]","[180.62639541000678, 48.91398700780789]","[255.52573390287026, 234.78713763747788]","[0.9991887623199643, 0.9999999999999998]","[14133, 14133]","[0.0017789134002224743, 0.0017789134002224743]",[8990]
[106],"[(1137.5, -997.5)]","[0, 1, 2, 3, 4, 5, 6, 7]","[27.221493137833814, 39.425633229060644, 11.650496642725606, 28.777601559917635, 9.906630280062359, 22.163048365548505, -130.06176161459462, 59.87003142287208]","[521.6714956573375, 436.1851206130625, 420.7505868648159, 495.7987901533586, 936.251582864587, 249.2462120245875, 1063.0816607644365, 1900.3413402265112]","[0.9058670845873762, 0.9866232057456217, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9830401447029734]","[4670, 4670]","[0.0005878104846132425, 0.0005878104846132425]",[3372]
[121],"[(3395.0, -927.5)]","[0, 1, 2, 3]","[14.877185247074033, 24.137931034482758, 24.456993503903952, 111.80339887498948]","[1433.672343188004, 157.5, 477.67993262120467, 1076.989694349112]","[1.0, 1.0, 1.0, 1.0]","[7505, 7505]","[0.0009446504683131443, 0.0009446504683131443]",[6177]
[107],"[(3080.0, -105.0)]","[0, 1, 2, 3]","[344.2013513158582, 269.15489516389613, 237.47449131719225, 322.17955329248133]","[272.9046853727607, 304.17459002873284, 133.99494936611666, 151.72581160992445]","[0.9899029313934657, 0.9998488184675195, 0.9952885978187589, 0.8989049766586394]","[14868, 14868]","[0.001871427470070597, 0.001871427470070597]",[6587]
[132],"[(1330.0, -1610.0)]","[0, 1]","[51.538820320220765, 16.27906976744186]","[959.3197783428694, 498.3370803205804]","[1.0, 1.0]","[5414, 5414]","[0.0006814573798064442, 0.0006814573798064442]",[4554]
