unit_ids,unit location,branch_id,velocity,length,r2,num_channels_included,channel_density,init_chan
[34],"[(735.0, -1417.5)]","[0, 1, 2, 3, 4]","[26.92307692307692, 130.43729868748773, -894.8634188084139, 290.16504294495536, 645.3358232189677]","[316.5401310861136, 495.47535797043173, 1009.085562197846, 253.29836086272067, 1145.8910842081123]","[1.0, 1.0, 0.7735202698431195, 0.9941995595960164, 0.801509016347062]","[8328, 8328]","[0.0010434545638216147, 0.0010434545638216147]",[584]
[52],"[(1382.5, -1295.0)]","[0, 1]","[29.1161615782696, 280.0]","[462.24873734152914, 1502.543629353047]","[1.0, 1.0]","[11243, 11243]","[0.001408688720106438, 0.001408688720106438]",[9043]
[20],"[(3377.5, -210.0)]",[0],[56.733483574123845],[2896.227001760898],[0.9914183170578026],"[14173, 14173]","[0.0017758022974356082, 0.0017758022974356082]",[3500]
[55],"[(1697.5, -105.0)]","[0, 1, 2]","[27.15662954734643, 373.5155805169162, 131.5206378047839]","[1933.094952351421, 287.05467415507485, 2592.338269381459]","[0.9810233348493025, 1.0, 0.8583060883308165]","[998, 998]","[0.00012504414681723962, 0.00012504414681723962]",[903]
[57],"[(122.5, -647.5)]","[0, 1, 2, 3, 4]","[32.53720177645781, 42.42640687119285, 2276.1195785595396, 116.56756006831824, 46.11654921078887]","[3541.2322012334125, 201.64813508699655, 188.7114327840468, 355.6224491624366, 580.3398590529466]","[0.9612643123913107, 1.0, 0.9185519086750455, 1.0, 1.0]","[2461, 2461]","[0.00030835034600924517, 0.00030835034600924517]",[270]
[38],"[(175.0, -1067.5)]","[0, 1, 2, 3, 4, 5, 6, 7]","[471.53204128222876, 376.9003052873254, 309.44575263551314, 393.93285785119747, 415.001027003555, 293.1669152447035, 292.8196155404965, 262.28911295134014]","[583.2146580329226, 483.7677032677701, 149.81090771213957, 325.9395720014442, 265.6559480312316, 218.9815788294029, 112.59462200367814, 239.1693564625506]","[0.9059360348443835, 0.9350107291712404, 0.9916710835109543, 0.9874405583438715, 0.9353016952485496, 0.9988410684018348, 0.9402712036578835, 0.907009345743768]","[14173, 14173]","[0.0017758022974356082, 0.0017758022974356082]",[9234]
[73],"[(3132.5, -665.0)]","[0, 1, 2, 3, 4, 5, 6, 7]","[20.687797776802483, 683.9994578959486, 196.24163441883076, 2523.885892824792, 24.879327771632273, 25.245928778223426, 70.10794146735535, 49.49747468305833]","[1209.1445559591584, 667.8398590529466, 710.997404742239, 339.8090179165794, 227.78244475554945, 333.06622533731075, 228.19181713161038, 928.1624022813506]","[1.0, 0.9771420827084982, 0.9997305157684122, 0.9999999999999998, 0.8583202511773941, 1.0, 1.0, 1.0]","[3206, 3206]","[0.00040169492454516056, 0.00040169492454516056]",[1218]
[80],"[(2432.5, -402.5)]",[0],[83.74014752891306],[483.3299961778222],[0.9880028664039661],"[11978, 11978]","[0.0015007803512794551, 0.0015007803512794551]",[1594]
[37],"[(3080.0, -437.5)]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[33.333333333333336, 343.3718338828602, 163.91656556895933, 427.30484712256924, 374.7871376374779, 395.27465983403545, 525.8819591923174, 378.0431183410328, -2478.7414528696486]","[282.48737341529164, 378.17891368617757, 260.58698527828295, 335.88599286791396, 184.8109077121396, 130.87740163083382, 336.3058570782563, 152.50859123708014, 1154.7561993114311]","[1.0, 0.9958988227656594, 0.9569795254670446, 0.8584612055051297, 0.9995142309137598, 0.9381974606490006, 0.9695732911795578, 0.8076217814573136, 0.9821347093561832]","[14173, 14173]","[0.0017758022974356082, 0.0017758022974356082]",[11493]
[106],"[(2887.5, -1522.5)]",[0],[47.104847508046454],[1854.1200113926054],[0.9992447129909368],"[12706, 12706]","[0.0015919949192984434, 0.0015919949192984434]",[10387]
[89],"[(3745.0, -1085.0)]","[0, 1]","[-228.90559890867885, 35.0]","[186.17684401142478, 183.51957715883992]","[1.0, 1.0]","[13439, 13439]","[0.001683835960998881, 0.001683835960998881]",[12787]
