,instance,burstTime,SPB,SPBch,burstDur,burstPeak,IBI,bISI_mean,bISI_CV,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Instance,,Spikes per Burst,Spikes per Burst per Electrode,Burst Duration,Burst Peak Firing Rate,IBI,Mean Burst ISI,Burst ISI CV,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
0,1,0.07,882,0.88,0.08,3.79,N/A,14.5,0.67,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
1,1,1.7,2553,2.55,0.25,7.18,2.31,17.46,1.09,2024-12-17,M06804,1,000027,MED,#55aaff,15.11.2024,0,Run #000027,32
2,1,4.01,1815,1.81,0.25,5.12,1.15,20.14,0.95,2024-12-17,M06804,1,000027,HIGH,#55aaff,15.11.2024,0,Run #000027,32
3,1,5.16,1951,1.95,0.25,5.36,1.29,19.41,0.9,2024-12-17,M06804,1,000027,LOW,#55aaff,15.11.2024,0,Run #000027,32
4,1,6.45,1882,1.88,0.25,5.18,3.26,18.96,0.98,2024-12-17,M06804,1,000027,HIGH,#ffaaff,15.11.2024,1,Run #000027,32
5,1,9.71,2099,2.09,0.24,5.82,4.05,15.01,0.95,2024-12-17,M06804,1,000027,LOW,#ffaaff,15.11.2024,1,Run #000027,32
6,1,13.76,1674,1.67,0.25,4.78,2.0,23.97,1.3,2024-12-17,M06804,1,000027,MED,#ffaaff,15.11.2024,1,Run #000027,32
7,1,15.76,3067,3.06,0.27,8.46,1.72,23.07,0.98,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
8,1,17.48,2780,2.77,0.27,7.64,1.87,26.37,0.95,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
9,1,19.35,2746,2.74,0.25,7.63,1.92,17.04,1.08,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
10,1,21.27,2580,2.57,0.24,7.23,2.27,17.52,0.89,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
11,1,23.54,2305,2.3,0.28,6.42,2.08,22.11,1.03,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
12,1,25.62,2607,2.6,0.25,7.34,1.94,19.22,1.13,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
13,1,27.56,1271,1.27,0.24,3.58,1.54,17.23,0.93,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
14,1,29.1,2166,2.16,0.25,5.93,1.33,22.58,0.97,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
15,1,30.43,1563,1.56,0.25,4.3,1.39,20.08,0.88,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
16,1,31.82,2170,2.17,0.31,6.37,2.4,20.12,1.01,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
17,1,34.22,2395,2.39,0.27,6.26,1.45,24.16,0.94,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
18,1,35.67,2248,2.24,0.24,6.27,2.3,16.76,0.89,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
19,1,37.97,3110,3.1,0.37,7.9,2.25,35.37,1.34,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
20,1,40.22,2086,2.08,0.26,5.99,2.29,19.33,0.98,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
21,1,42.51,1867,1.86,0.24,5.2,1.67,16.4,0.84,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
22,1,44.18,2656,2.65,0.25,7.4,2.4,17.78,0.96,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
23,1,46.58,2693,2.69,0.26,7.44,2.43,23.53,1.07,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
24,1,49.01,2041,2.04,0.28,5.77,1.74,22.48,1.06,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
25,1,50.75,2342,2.34,0.26,6.2,1.79,24.58,0.88,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
26,1,52.54,2008,2.0,0.25,5.63,1.82,20.66,0.96,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
27,1,54.36,1632,1.63,0.25,4.56,1.81,18.83,0.94,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
28,1,56.17,2356,2.35,0.25,6.5,2.53,17.36,0.91,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
29,1,58.7,4011,4.0,0.63,6.32,2.91,75.69,1.67,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
30,1,61.61,2146,2.14,0.3,5.96,1.8,31.17,0.92,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
31,1,63.41,2297,2.29,0.25,6.34,2.33,18.6,1.03,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
32,1,65.74,1642,1.64,0.25,4.45,1.88,20.69,0.89,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
33,1,67.62,2628,2.62,0.25,7.33,2.56,16.39,1.06,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
34,1,70.18,2875,2.87,0.3,7.96,2.78,22.29,1.14,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
35,1,72.96,2784,2.78,0.37,6.78,2.5,45.21,1.52,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
36,1,75.46,2241,2.24,0.25,6.15,1.9,20.36,0.89,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
37,1,77.36,1398,1.4,0.24,3.89,2.01,17.8,0.88,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
38,1,79.37,2065,2.06,0.26,5.84,2.16,20.6,1.03,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
39,1,81.53,2105,2.1,0.25,5.95,1.86,21.11,1.09,2024-12-17,M06804,1,000027,N/A,N/A,N/A,N/A,N/A,N/A
