,instance,burstTime,SPB,SPBch,burstDur,burstPeak,IBI,bISI_mean,bISI_CV,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Instance,,Spikes per Burst,Spikes per Burst per Electrode,Burst Duration,Burst Peak Firing Rate,IBI,Mean Burst ISI,Burst ISI CV,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
0,1,0.1,2288,2.29,0.11,6.87,N/A,12.47,0.79,2024-12-17,M06804,1,000024,N/A,N/A,N/A,N/A,N/A,N/A
1,1,2.62,1743,1.75,0.3,4.99,1.47,19.57,0.9,2024-12-17,M06804,1,000024,MED,#55aaff,15.11.2024,0,Run #000024,32
2,1,4.09,2577,2.58,0.25,7.22,2.34,15.12,1.15,2024-12-17,M06804,1,000024,HIGH,#55aaff,15.11.2024,0,Run #000024,32
3,1,6.43,2066,2.07,0.25,5.72,2.2,18.26,0.94,2024-12-17,M06804,1,000024,LOW,#55aaff,15.11.2024,0,Run #000024,32
4,1,8.63,2315,2.32,0.25,6.45,2.45,15.87,0.99,2024-12-17,M06804,1,000024,HIGH,#ffaaff,15.11.2024,1,Run #000024,32
5,1,11.08,1650,1.65,0.28,4.64,1.64,27.31,0.95,2024-12-17,M06804,1,000024,LOW,#ffaaff,15.11.2024,1,Run #000024,32
6,1,12.72,2298,2.3,0.25,6.34,3.26,21.22,0.94,2024-12-17,M06804,1,000024,MED,#ffaaff,15.11.2024,1,Run #000024,32
7,1,15.98,2442,2.45,0.24,6.95,2.47,15.69,1.02,2024-12-17,M06804,1,000024,N/A,N/A,N/A,N/A,N/A,N/A
8,1,18.45,2115,2.12,0.26,6.09,2.8,20.2,1.19,2024-12-17,M06804,1,000024,N/A,N/A,N/A,N/A,N/A,N/A
9,1,21.25,2694,2.7,0.25,7.71,2.03,15.57,1.18,2024-12-17,M06804,1,000024,N/A,N/A,N/A,N/A,N/A,N/A
10,1,23.28,2163,2.17,0.25,6.07,1.57,16.11,0.92,2024-12-17,M06804,1,000024,N/A,N/A,N/A,N/A,N/A,N/A
11,1,24.85,2343,2.35,0.24,6.63,2.85,12.14,0.92,2024-12-17,M06804,1,000024,N/A,N/A,N/A,N/A,N/A,N/A
