,burstFrequency,percSpikesinBursts,SPB_mean,SPB_std,SPB_CV,SPB_median,SPB_P10,SPB_P90,SPBch_mean,SPBch_std,SPBch_CV,SPBch_median,SPBch_P10,SPBch_P90,burstDur_mean,burstDur_std,burstDur_CV,burstDur_median,burstDur_P10,burstDur_P90,burstPeak_mean,burstPeak_std,burstPeak_CV,burstPeak_median,burstPeak_P10,burstPeak_P90,IBI_mean,IBI_std,IBI_CV,IBI_median,IBI_P10,IBI_P90,burstISI_mean,burstISI_std,burstISI_CV,burstISI_median,burstISI_P10,burstISI_P90,nonburstISI_mean,nonburstISI_std,nonburstISI_CV,nonburstISI_median,nonburstISI_P10,nonburstISI_P90,date,wellplateID,wellNo,runID,wellGroupName,wellGroupColor,Plating Date,control,assayTag,div
Instance,Burst Frequency,Spikes within Bursts,Mean Spikes per Burst,Spikes per Burst std,Spikes per Burst CV,Median Spikes per Burst,Spikes per Burst 10th percentile,Spikes per Burst 90th percentile,Mean Spikes per Burst per Electrode,Spikes per Burst per Electrode std,Spikes per Burst per Electrode CV,Median Spikes per Burst per Electrode,Spikes per Burst per Electrode 10th percentile,Spikes per Burst per Electrode 90th percentile,Mean Burst Duration,Burst Duration std,Burst Duration CV,Median Burst Duration,Burst Duration 10th percentile,Burst Duration 90th percentile,Mean Burst Peak Firing Rate,Burst Peak Firing Rate std,Burst Peak Firing Rate CV,Median Burst Peak Firing Rate,Burst Peak Firing Rate 10th percentile,Burst Peak Firing Rate 90th percentile,Mean IBI,IBI std,IBI CV,Median IBI,IBI 10th percentile,IBI 90th percentile,Mean ISI within Burst,ISI within Burst std,ISI within Burst CV,Median ISI within Burst,ISI within Burst 10th percentile,ISI within Burst 90th percentile,Mean ISI outside Burst,ISI outside Burst std,ISI outside Burst CV,Median ISI outside Burst,ISI outside Burst 10th percentile,ISI outside Burst 90th percentile,Date,Wellplate ID,Well Number,Assay Run ID,Well Group Name,Well Group Color,,Control,Assay Tag,DIV
1,0.47,86.8,2263.06,361.59,0.16,2246.0,1897.0,2583.4,2.28,0.36,0.16,2.26,1.91,2.6,0.26,0.05,0.21,0.25,0.24,0.28,6.23,0.76,0.12,6.23,5.28,7.15,2.11,0.43,0.21,2.13,1.57,2.6,21.68,35.02,1.62,13.5,5.6,40.9,136.72,280.38,2.05,57.2,10.4,281.6,2024-12-16,M06804,1,000012,MED,#55aaff,15.11.2024,0,Run #000012,32
2,0.49,51.08,3340.31,1840.47,0.55,2966.5,2035.4,4861.3,3.4,1.87,0.55,3.01,2.07,4.95,0.34,0.14,0.42,0.3,0.25,0.47,8.28,2.19,0.26,7.94,5.74,11.29,2.05,0.86,0.42,1.88,1.15,3.08,38.18,55.37,1.45,18.9,5.2,94.1,184.79,318.05,1.72,55.9,6.6,538.0,2024-12-16,M06804,2,000012,HIGH,#55aaff,15.11.2024,0,Run #000012,32
3,0.36,23.19,907.02,370.66,0.41,802.0,583.0,1370.0,0.95,0.39,0.41,0.84,0.61,1.43,0.26,0.05,0.19,0.25,0.23,0.3,2.87,1.05,0.37,2.55,1.97,4.22,2.81,1.67,0.59,2.28,1.19,5.19,37.3,42.63,1.14,22.4,4.4,90.1,234.56,400.35,1.71,106.8,27.4,539.4,2024-12-16,M06804,3,000012,LOW,#55aaff,15.11.2024,0,Run #000012,32
4,0.31,74.5,2184.95,780.5,0.36,2131.0,1178.5,3205.5,2.2,0.78,0.36,2.14,1.18,3.22,0.25,0.02,0.09,0.25,0.24,0.27,6.1,2.12,0.35,5.96,3.35,8.91,3.18,1.16,0.36,3.04,1.83,4.56,19.33,27.08,1.4,10.0,3.3,44.9,231.99,493.19,2.13,74.0,7.5,549.3,2024-12-16,M06804,4,000012,HIGH,#ffaaff,15.11.2024,1,Run #000012,32
5,0.35,50.74,2038.77,1077.92,0.53,1791.5,1065.5,3172.5,2.03,1.07,0.53,1.78,1.06,3.16,0.29,0.08,0.27,0.27,0.25,0.36,5.29,2.22,0.42,4.73,2.96,8.24,2.88,1.41,0.49,2.56,1.37,4.71,37.42,48.4,1.29,21.0,5.1,87.1,325.67,575.43,1.77,89.4,8.0,980.6,2024-12-16,M06804,5,000012,LOW,#ffaaff,15.11.2024,1,Run #000012,32
6,0.35,60.05,2034.57,1016.35,0.5,1820.5,1047.0,3233.0,2.04,1.02,0.5,1.82,1.05,3.24,0.26,0.04,0.15,0.25,0.24,0.29,5.55,2.53,0.46,4.94,2.97,9.06,2.83,1.24,0.44,2.56,1.45,4.66,26.55,33.27,1.25,15.4,4.5,60.9,306.32,540.26,1.76,97.0,9.9,867.4,2024-12-16,M06804,6,000012,MED,#ffaaff,15.11.2024,1,Run #000012,32
