Time,DIV,Chip_ID,Run_ID,Well,NeuronType,Number_Bursts,BurstDuration,mean_IBI,cov_IBI,mean_Burst_Peak,cov_Burst_Peak,fano_factor,MeanWithinBurstISI,CoVWithinBurstISI,MeanOutsideBurstISI,CoVOutsideBurstISI,MeanNetworkISI,CoVNetworkISI,NumUnits
2024-05-31,16,M08018,63,4,MxHEMI,87,0.955187032550209,3.44767441860465,1.95452393980848,5.05560709449457,2.54907500393386,1855.65433117929,0.0349469960302898,0.0005330647667739,1.04834589504692,4.14332425371875,0.384608054332617,1.6552248418882,230
2024-05-31,16,M08018,63,5,MxWT,99,0.725337881633091,3.03163265306122,1.56300967809804,3.50593481351776,0.982173025199667,1830.14402030458,0.032403435425032,0.0005195182520682,1.4607362211432,5.0935154831036,0.60617204891013,2.5366457680693,180
2024-05-31,16,M08018,63,6,FxHET,93,0.820597112273219,3.22065217391304,1.29967869087434,4.19289981133197,1.08234687577406,2515.90089943214,0.0371800702641933,0.0005540221773162,1.33471415406536,5.38930941075569,0.461295359978408,2.12792754953531,209
2024-06-04,20,M08018,77,1,MxHEMI,95,0.878683675420761,3.14893617021277,1.47628917867765,4.45432539631911,1.14861233259376,686.479235528166,0.03782065694419,0.0006522334863896,0.759221569493522,2.34388865940396,0.380068958504733,1.23582441161992,445
2024-06-04,20,M08018,77,2,MxWT,102,0.721224238548064,2.93168316831683,0.95718613861386,3.53074135397485,0.867650971040736,807.868823907706,0.0426587684494524,0.0007145805750932,0.855376440924243,2.56729818432521,0.480308106217643,1.54410303321794,318
2024-06-04,20,M08018,77,3,FxHET,112,0.970574872180778,2.68648648648649,1.2486339066339,4.40735646560128,1.02557576780234,998.913980210526,0.0352020874488166,0.0006199513842076,0.833744538118173,2.41336392995171,0.364418547323628,1.14401337273874,374
2024-06-04,20,M08018,77,4,MxHEMI,79,1.19293313996543,3.83076923076923,3.49878121878122,5.02837607050825,4.99440985748062,737.427281237502,0.0368511298300059,0.0005995648116512,0.893156215171906,3.27885303383759,0.414941684681456,1.62193903397435,242
2024-06-04,20,M08018,77,5,MxWT,78,0.755876102732836,3.72727272727273,3.33964114832535,2.8486206177277,1.77704372717473,618.024219988242,0.0343598007953853,0.000728466073683,1.03897223740836,3.52549133160937,0.643235861354879,2.37509791134676,257
2024-06-04,20,M08018,77,6,FxHET,111,0.969866423368967,2.71636363636364,1.25954628857381,4.99586911841198,0.817593004522839,1012.8306398331,0.0326558857196619,0.0005594169901336,0.990461666841109,2.90015324581485,0.398802419039622,1.31836867120313,371
2024-06-07,23,M08018,95,1,MxHEMI,66,0.987175013113465,4.57076923076923,4.24522596153846,5.38645816385876,5.70955593457263,705.8245264767,0.0351470574989323,0.0006270548646372,0.801774167860709,2.85243224956187,0.346649282985807,1.29167949640149,337
2024-06-07,23,M08018,95,2,MxWT,108,0.667996255612895,2.79065420560748,1.8329307000529,3.47917754756249,1.01689286723366,1205.18567453826,0.039822750662921,0.0006249905465012,0.901814388527505,2.8287033218785,0.436744036674793,1.48510326392166,302
2024-06-07,23,M08018,95,3,FxHET,94,0.92623366515318,3.15913978494624,1.57961664329125,4.8343368381972,2.83204995404285,987.268995693599,0.0325951175346678,0.0005779433146874,0.90950586953335,3.41919343364601,0.337911365658438,1.35696907013121,338
2024-06-07,23,M08018,95,4,MxHEMI,84,0.839355952387957,3.60240963855422,2.84926241551572,5.44306276323655,4.28941944372624,633.354867341005,0.0355436238063356,0.0006321477722841,0.94477809587217,4.2441475419812,0.37513812964202,1.76929999363147,225
2024-06-07,23,M08018,95,5,MxWT,112,0.664467260019777,2.66396396396396,1.32814414414414,3.2041760689694,1.15491884674158,1516.6334602166,0.0368203032639424,0.0004960326842289,1.184757141468,3.69158457523696,0.511509131000094,1.84656039572575,259
2024-06-07,23,M08018,95,6,FxHET,71,0.899262841471661,4.22428571428571,5.01461904761905,4.59804020475289,9.76260000168209,626.733263221754,0.0319998119921264,0.0005852493935369,1.19974553616838,8.38690522268239,0.432994394365633,3.17043181860214,219
2024-06-11,27,M08018,110,1,MxHEMI,84,0.779546277916225,3.56024096385542,1.7570584778137,5.0602494471218,1.57696443752569,1001.61868977875,0.0381172756865801,0.0005626790009775,1.10484782915768,3.52646798900842,0.423163577878507,1.53159573234282,322
2024-06-11,27,M08018,110,2,MxWT,100,0.634151796287946,3.01414141414141,1.51653267367553,4.30881253624552,1.13214346542978,2962.64532567657,0.0320470730754201,0.0005400441071284,1.14257741600365,4.32165301440316,0.395003846947791,1.67883523640633,162
2024-06-11,27,M08018,110,3,FxHET,119,0.771721531342712,2.52457627118644,0.585630160799652,3.87556715483694,1.68108318116626,1635.42565884911,0.0337928219711142,0.0005226722482925,1.12646046388951,3.46209548952484,0.480600762498126,1.69893859537787,251
2024-06-11,27,M08018,110,4,MxHEMI,74,0.709065559917289,4.03972602739726,1.73159436834095,5.12028659773599,3.01777890017214,1485.05101180978,0.0350656973312702,0.0004622911478359,1.22291787768829,5.195208826486,0.464594882671408,2.19647955634732,199
2024-06-11,27,M08018,110,5,MxWT,125,0.689951675637865,2.3991935483871,1.10577170207186,3.57407421648968,2.48921745670734,635.660087147885,0.0298980881287599,0.0007299565810113,1.45738152171033,5.12171805486572,0.664000813304343,2.77449715137116,191
2024-06-11,27,M08018,110,6,FxHET,120,0.994217764248056,2.47983193277311,0.62653895456488,4.64888029407675,1.9970524654178,881.366816734668,0.0359605800830904,0.000594807407089,1.34471567428038,4.71102632257557,0.50097706882504,2.06049578593019,221
2024-06-14,30,M08018,127,1,MxHEMI,81,0.864987941842288,3.73375,2.08479588607595,4.87194232685931,0.626099509040601,1459.71607472303,0.0423202178008546,0.0006111672529347,0.927388017880382,3.84221778742806,0.38257503503269,1.65790319808277,300
2024-06-14,30,M08018,127,2,MxWT,59,0.711661430381013,5.12068965517241,6.77991530550514,6.09884686140626,0.310838454575534,5719.66047628959,0.028717038472042,0.0004929156088985,0.827008794676906,3.32175455123295,0.205332588144085,0.84014531712073,120
2024-06-14,30,M08018,127,3,FxHET,116,0.778734555702122,2.59826086956522,0.791926773455378,3.68569178720874,0.945920872391849,1194.76877737633,0.0394748815643584,0.0005770432460242,1.24980599219571,5.05236971004338,0.50176148142101,2.27497368627559,250
2024-06-14,30,M08018,127,4,MxHEMI,85,0.645225722577849,3.51071428571429,1.90795611015491,5.24834346544877,2.39724068159165,2761.56928695519,0.0392887579217657,0.0005632473498141,0.95445666496982,3.41127677262145,0.329170786929947,1.25888923156278,146
2024-06-14,30,M08018,127,5,MxWT,57,0.652549267982137,5.17678571428571,5.47345129870131,4.35472293497388,1.11989015322955,3421.45229485155,0.0365531600452055,0.0003991498609143,1.30739997819165,7.16259822078121,0.407793479452055,2.42689701712253,110
2024-06-14,30,M08018,127,6,FxHET,85,0.825504478467867,3.50357142857143,1.54926419965577,4.67047798148345,2.61124341042945,1420.52943244379,0.0412879221757895,0.0006341706808487,1.29910286993154,5.78070153380151,0.493618028687081,2.43937638173052,197
